,player,position,Fantasy Points,FP deviation
139,Wendell Smallwood,RB,2.918,2.16728401461
122,Zach Zenner,RB,2.61166666667,1.99785301428
55,Jamize Olawale,RB,2.524,1.37203498498
74,Kyle Juszczyk,RB,2.284,1.51622227922
57,Denard Robinson,RB,2.062,1.51387582053
70,Knile Davis,RB,2.02333333333,1.39780780749
18,Matt Asiata,RB,1.98333333333,1.42498654964
144,Josh Ferguson,RB,1.935,1.36339038185
97,Orleans Darkwa,RB,1.76,1.43727519981
59,Kenjon Barner,RB,1.75,1.59894965524
41,Brandon Bolden,RB,1.725,1.70705301617
132,Kenyan Drake,RB,1.715,1.65389439405
119,Mike Davis,RB,1.65,1.06723942956
23,Taiwan Jones,RB,1.61,1.44549299549
96,Antonio Andrews,RB,1.58,1.98543446127
26,Jordan Todman,RB,1.428,1.72440424495
51,Jonathan Grimes,RB,1.332,1.39284600728
116,Michael Burton,RB,1.2825,1.61334796825
39,Patrick DiMarco,RB,1.256,0.565358293474
78,Khiry Robinson,RB,1.19,1.68291413922
60,Zach Line,RB,1.094,0.940015957311
67,Fozzy Whittaker,RB,0.928,0.76682462141
107,Jalston Fowler,RB,0.8775,0.490331520504
128,Daniel Lasco,RB,0.78,0.141421356237
127,Terron Ward,RB,0.774,0.520173048129
52,Daryl Richardson,RB,0.762,1.30884300052
54,Travaris Cadet,RB,0.745,1.05358910397
98,Damien Williams,RB,0.725,1.02766726133
58,Rex Burkhead,RB,0.718333333333,0.653618135203
80,Andre Williams,RB,0.7075,0.843064845272
142,Dwayne Washington,RB,0.68,0.174547032821
148,Jalen Richard,RB,0.548,0.785824407867
111,Aaron Ripkowski,RB,0.532,0.528696510297
38,DuJuan Harris,RB,0.506666666667,0.877572409168
72,Mike James,RB,0.505,0.0919238815543
143,Darius Jackson,RB,0.4825,0.492434428799
36,James Develin,RB,0.4525,0.345964834436
20,Anthony Sherman,RB,0.436,0.490591479747
136,Alex Collins,RB,0.432,0.351311827299
61,Stepfan Taylor,RB,0.418,0.39619439673
120,Malcolm Johnson,RB,0.41,0.359165699921
131,Jonathan Williams,RB,0.376,0.387466127552
29,John Kuhn,RB,0.34,0.503934519556
50,Bobby Rainey,RB,0.335,0.295803989155
87,Jay Prosch,RB,0.243333333333,0.197315314493
99,George Atkinson,RB,0.176,0.236706569406
123,Corey Grant,RB,0.16,0.144568322948
117,Marcus Murphy,RB,0.133333333333,0.230940107676
93,Roosevelt Nix,RB,0.106666666667,0.0929157324318
137,Andy Janovich,RB,0.07,0.104403065089
126,Rod Smith,RB,0.01,0.0173205080757
82,Dri Archer,RB,0.01,0.0173205080757
11,Joique Bell,RB,0.0,0.0
147,Marshaun Coprich,RB,0.0,0.0
24,Stevan Ridley,RB,0.0,0.0
25,Jacquizz Rodgers,RB,0.0,0.0
10,Antone Smith,RB,0.0,0.0
14,Dexter McCluster,RB,0.0,0.0
146,Brandon Wilds,RB,0.0,0.0
103,David Cobb,RB,0.0,0.0
49,Austin Johnson,RB,0.0,0.0
37,Will Tukuafu,RB,0.0,0.0
40,Chase Reynolds,RB,0.0,0.0
42,Dan Herron,RB,0.0,0.0
44,Trent Richardson,RB,0.0,0.0
46,Ronnie Hillman,RB,0.0,0.0
124,Raheem Mostert,RB,0.0,0.0
53,Joe Banyard,RB,0.0,0.0
121,Brandon Wegher,RB,0.0,0.0
64,Kerwynn Williams,RB,0.0,0.0
73,Tommy Bohanon,RB,0.0,0.0
114,Joey Iosefa,RB,0.0,0.0
86,Bishop Sankey,RB,0.0,0.0
94,Juwan Thompson,RB,0.0,0.0
0,Jerome Felton,RB,0.0,0.0
