Player,Team,Games Played,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Yards,Interception Touchdowns,Interception Return Long,Forced Fumbles,Fumbles Recovered,Fumble Recovery Touchdowns,Passes Defensed,Safeties,Stuffs,Stuff Yards
"Cason, Antoine",[],14,58,44,14,0.0,0,2,81,0,80,4,1,0,6,0,0.5,0.5
"Fletcher, Bradley",PHI,15,58,51,7,0.0,0,1,34,1,34,1,1,0,22,0,1.5,1.5
"Griffen, Everson",MIN,16,58,41,17,12.0,43,0,0,0,0,1,0,0,3,0,3.5,7.5
"Searcy, Da'Norris",BUF,15,58,39,19,0.5,6,3,70,0,32,1,1,0,4,0,2.0,6.0
"Mohamed, Mike",HOU,14,58,31,27,0.0,0,1,0,0,0,0,0,0,6,0,2.5,7.5
"Wright, Shareece",SD,14,58,52,6,0.0,0,0,0,0,0,0,0,0,9,0,2.0,7.0
"Logan, Bennie",PHI,16,58,46,12,0.0,0,0,0,0,0,1,0,0,1,0,8.0,17.0
"Allen, Jared",CHI,15,57,38,19,5.5,28,0,0,0,0,2,2,0,4,0,4.0,9.0
"Grimes, Brent",MIA,16,57,47,10,0.0,0,5,80,1,32,1,0,0,13,0,0.0,0.0
"Toler, Greg",IND,15,57,49,8,1.0,16,2,47,1,47,1,0,0,10,0,1.0,1.0
"Jackson, Kareem",HOU,13,57,48,9,0.0,0,3,97,0,65,0,0,0,9,0,2.0,7.0
"Wilson, Jimmy",MIA,14,57,46,11,0.0,0,1,31,0,31,0,0,0,2,0,0.5,0.5
"Liuget, Corey",SD,16,57,45,12,4.5,30,0,0,0,0,2,2,1,2,0,10.0,26.5
"Sherman, Richard",SEA,16,57,45,12,0.0,0,4,81,0,53,1,0,0,8,0,0.0,0.0
"Hyde, Micah",GB,16,57,43,14,1.0,7,2,9,0,9,0,0,0,7,0,0.5,2.0
"Wreh-Wilson, Blidi",TEN,11,57,48,9,0.0,0,1,34,0,34,0,0,0,10,0,0.0,0.0
"Shembo, Prince",ATL,16,57,30,27,0.0,0,0,0,0,0,0,0,0,0,0,1.5,1.5
"Conner, Kavell",SD,16,56,38,18,1.0,1,0,0,0,0,1,0,0,1,0,1.0,3.0
"McClain, Robert",ATL,16,56,46,10,1.0,1,2,5,0,5,0,0,0,5,0,1.0,1.0
"Wilkerson, Muhammad",NYJ,13,56,31,25,6.0,44,0,0,0,0,1,0,0,5,0,8.0,19.5
"Crick, Jared",HOU,16,56,29,27,3.5,20,0,0,0,0,0,0,0,6,0,2.0,3.0
"Scandrick, Orlando",DAL,14,55,50,5,1.0,0,2,2,0,2,2,0,0,9,0,1.0,6.0
"Bush, Rafael",NO,10,55,43,12,0.0,0,0,0,0,0,0,0,0,2,0,2.0,2.0
"Harris Jr., Chris",DEN,16,55,51,4,1.0,2,3,52,0,38,1,1,0,17,0,2.0,6.0
"Harrison, Damon",NYJ,16,55,30,25,0.0,0,0,0,0,0,0,0,0,0,0,1.5,2.5
"Gratz, Dwayne",JAX,15,55,39,16,0.0,0,1,55,1,55,2,0,0,8,0,1.5,2.5
"Pryor, Calvin",NYJ,16,55,30,25,0.5,2,0,0,0,0,0,0,0,2,0,2.0,4.0
"Brown, Tarell",OAK,14,54,46,8,0.0,0,0,0,0,0,0,0,0,4,0,0.0,0.0
"Carr, Brandon",DAL,16,54,45,9,1.0,7,0,0,0,0,0,0,0,7,0,1.0,1.0
"Demps, Quintin",NYG,16,54,38,16,0.0,0,4,19,0,10,1,0,0,7,0,0.0,0.0
"Spikes, Brandon",BUF,16,54,33,21,1.0,1,0,0,0,0,1,0,0,3,0,6.0,12.5
"Ross, Brandian",[],14,54,39,15,0.0,0,2,7,0,7,1,0,0,6,0,1.0,2.0
"Bouye, A.J.",HOU,14,54,47,7,0.0,0,3,120,1,67,1,1,0,10,0,0.0,0.0
"Meriweather, Brandon",WSH,10,53,34,19,3.0,27,0,0,0,0,3,1,0,4,0,3.0,9.0
"Mayo, Jerod",NE,6,53,37,16,1.0,9,0,0,0,0,0,1,0,0,0,2.0,3.0
"Kruger, Paul",CLE,16,53,36,17,11.0,79,0,0,0,0,4,1,0,4,0,2.0,7.0
"Cox, Perrish",SF,15,53,49,4,0.0,0,5,12,0,10,0,2,0,17,0,0.0,0.0
"Suh, Ndamukong",DET,16,53,44,9,8.5,54,0,0,0,0,0,0,0,3,0,10.0,23.5
"Hughes, Jerry",BUF,16,53,36,17,10.0,64,0,0,0,0,3,1,1,0,0,5.0,14.5
"Stewart, Darian",BAL,16,53,37,16,0.0,0,1,0,0,0,1,0,0,3,0,1.5,5.0
"Matthews, Casey",PHI,16,53,31,22,1.5,8,0,0,0,0,1,1,0,0,0,3.0,3.0
"Heyward, Cameron",PIT,16,53,33,20,7.5,47,0,0,0,0,0,0,0,4,0,5.5,15.0
"Barrington, Sam",GB,14,53,40,13,1.0,9,0,0,0,0,0,0,0,1,0,2.5,3.5
"Cole, Trent",PHI,15,52,40,12,6.5,72,0,0,0,0,3,0,0,0,0,5.0,13.0
"McDougald, Bradley",TB,15,46,37,9,0.0,0,1,0,0,0,0,0,0,7,0,0.5,1.5
"Harrison, James",PIT,11,45,29,16,5.5,35,0,0,0,0,0,0,0,0,0,1.5,6.5
"Ryans, DeMeco",PHI,8,45,36,9,0.0,0,1,0,0,0,0,1,0,4,0,4.5,8.5
"Landry, LaRon",IND,11,45,36,9,2.5,20,0,0,0,0,0,0,0,0,0,2.0,2.0
"DeCoud, Thomas",CAR,15,45,32,13,0.0,0,1,35,0,35,0,0,0,3,0,1.0,3.5
"McDonald, Clinton",TB,13,45,34,11,5.0,41,1,3,0,3,0,2,0,2,0,4.0,8.0
"Galette, Junior",NO,16,45,33,12,10.0,55,0,0,0,0,3,0,0,2,2,1.5,2.5
"Culliver, Chris",SF,14,45,38,7,0.0,0,4,61,0,29,1,1,1,14,0,0.5,0.5
"Poe, Dontari",KC,16,45,37,8,6.0,30,0,0,0,0,0,0,0,1,0,0.5,0.5
"Robey, Nickell",BUF,16,45,36,9,1.0,2,0,0,0,0,0,2,0,7,0,0.0,0.0
"Finnegan, Cortland",MIA,12,44,33,11,0.0,0,0,0,0,0,1,1,1,8,0,0.0,0.0
"Marks, Sen'Derrick",JAX,16,44,34,10,8.5,51,0,0,0,0,0,1,0,3,0,9.5,25.5
"Sheard, Jabaal",CLE,16,44,25,19,2.0,6,0,0,0,0,0,0,0,3,0,4.5,9.5
"Irving, Nate",DEN,8,44,25,19,1.0,8,0,0,0,0,0,0,0,0,1,5.0,8.0
"Sensabaugh, Coty",TEN,13,44,37,7,1.0,6,0,0,0,0,0,0,0,6,0,0.0,0.0
"Minter, Kevin",ARZ,16,44,39,5,1.0,1,0,0,0,0,0,0,0,0,0,3.0,3.0
"Addae, Jahleel",SD,11,44,32,12,1.0,6,0,0,0,0,2,1,0,0,0,0.0,0.0
"Carrie, TJ",OAK,13,44,37,7,0.0,0,1,28,0,28,1,1,0,8,0,2.0,2.0
"Smith, Justin",SF,16,43,28,15,5.0,30,0,0,0,0,2,1,0,0,0,2.5,2.5
"Peppers, Julius",GB,16,43,29,14,7.0,42,2,101,2,52,4,3,0,11,0,3.5,8.0
"Tuck, Justin",OAK,15,43,28,15,5.0,34,1,7,0,7,2,0,0,3,0,5.5,18.5
"Humber, Ramon",NO,15,43,31,12,1.0,7,0,0,0,0,0,0,0,1,0,1.0,2.0
"Kitchen, Ishmaa'ily",CLE,12,43,13,30,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Jones, Chandler",NE,10,43,30,13,6.0,50,0,0,0,0,2,1,0,2,0,1.0,5.0
"Kennard, Devon",NYG,12,43,36,7,4.5,32,0,0,0,0,2,0,0,1,0,5.5,16.5
"Williams, Mario",BUF,16,42,36,6,14.5,74,0,0,0,0,2,0,0,2,0,6.0,11.0
"Hayes, William",STL,16,42,33,9,4.0,32,0,0,0,0,1,1,0,0,0,7.0,16.0
"Davis, Vontae",IND,15,42,35,7,0.0,0,4,72,0,42,2,1,0,18,0,0.0,0.0
"Jackson, Malik",DEN,16,42,33,9,3.0,20,0,0,0,0,1,0,0,4,0,5.5,11.5
"Upshaw, Courtney",BAL,16,42,25,17,0.0,0,0,0,0,0,0,0,0,1,0,4.5,19.0
"Floyd, Sharrif",MIN,14,42,29,13,4.5,26,0,0,0,0,0,0,0,1,0,4.5,12.5
"Gholston, William",TB,15,42,28,14,2.0,13,0,0,0,0,0,0,0,3,0,7.0,13.5
"Ware, DeMarcus",DEN,16,41,34,7,10.0,56,1,3,0,3,2,0,0,1,0,4.5,9.5
"Williams, Kyle",BUF,15,41,30,11,5.5,40,1,2,0,2,0,0,0,3,0,3.5,12.5
"Johnson, Charles",CAR,16,41,29,12,8.5,54,0,0,0,0,3,1,0,2,0,2.5,6.5
"Graham, Brandon",PHI,16,41,32,9,5.5,40,0,0,0,0,4,0,0,0,0,7.5,23.5
"Bailey, Allen",KC,14,41,27,14,5.0,32,0,0,0,0,0,0,0,2,0,6.0,12.0
"Allen, Cortez",PIT,11,41,36,5,0.0,0,2,27,0,27,0,1,0,11,0,0.0,0.0
"Brown, Chykie",[],15,41,33,8,0.0,0,0,0,0,0,0,0,0,3,0,0.0,0.0
"Reed, Brooks",HOU,16,41,25,16,3.0,19,1,5,0,5,0,0,0,4,0,4.0,10.0
"Daniels, Mike",GB,16,41,29,12,5.5,46,0,0,0,0,0,0,0,0,0,3.0,12.0
"Hicks, Akiem",NO,15,41,27,14,2.0,16,0,0,0,0,0,0,0,1,0,5.5,10.5
"Allen, Antonio",NYJ,15,41,36,5,0.5,4,0,0,0,0,1,0,0,6,0,1.0,2.0
"Boykin, Brandon",PHI,16,41,36,5,0.0,0,1,0,0,0,1,0,0,9,0,0.0,0.0
"Johnson, Leonard",TB,16,41,27,14,0.0,0,1,-6,0,-6,3,0,0,3,0,0.5,0.5
"Pace, Calvin",NYJ,16,40,27,13,5.0,34,0,0,0,0,0,0,0,3,0,2.5,7.0
"Edwards, Dwan",CAR,16,40,24,16,4.0,33,1,24,0,24,0,0,0,2,0,2.5,4.0
"Lewis, Keenan",NO,16,40,37,3,0.0,0,2,2,0,2,0,0,0,13,0,0.0,0.0
"Shields, Sam",GB,14,40,33,7,0.0,0,2,62,0,62,0,0,0,9,0,0.0,0.0
"Walls, Darrin",NYJ,14,40,40,0,0.0,0,2,25,0,25,0,0,0,12,0,0.5,2.0
"Flowers, Brandon",SD,14,52,48,4,0.0,0,3,44,0,27,0,0,0,10,0,0.0,0.0
"Powers, Jerraud",ARZ,16,52,47,5,1.0,5,3,19,0,12,1,0,0,10,0,0.0,0.0
"Gipson, Tashaun",CLE,11,52,28,24,0.0,0,6,158,1,62,1,0,0,8,0,3.0,6.0
"White, Corey",NO,15,52,49,3,1.0,6,2,2,0,2,1,1,0,6,0,0.0,0.0
"Compton, Will",WSH,16,52,35,17,0.0,0,0,0,0,0,0,0,0,0,0,1.5,4.0
"Mathis, Rashean",DET,16,51,42,9,0.0,0,1,41,1,41,1,0,0,9,0,0.0,0.0
"Johnson, Jarret",SD,15,51,36,15,1.0,4,0,0,0,0,1,0,0,1,0,3.0,4.0
"Jennings, Tim",CHI,16,51,37,14,0.0,0,0,0,0,0,1,1,0,7,0,0.0,0.0
"Hayes, Geno",JAX,16,51,34,17,2.0,20,0,0,0,0,1,0,0,0,0,7.5,23.5
"Wright, Major",TB,12,51,34,17,0.0,0,0,0,0,0,0,0,0,1,0,1.0,2.0
"Jordan, Cameron",NO,16,51,32,19,7.5,49,1,6,0,6,0,1,0,5,0,3.0,10.0
"Thornton, Cedric",PHI,16,51,35,16,1.0,8,0,0,0,0,0,3,1,2,0,4.5,8.0
"Hankins, Johnathan",NYG,16,51,30,21,7.0,53,0,0,0,0,1,0,0,3,0,3.0,3.5
"Smith, Sean",KC,16,50,47,3,0.0,0,1,34,0,34,0,0,0,16,0,0.0,0.0
"Moore, Rahim",DEN,16,50,44,6,0.0,0,4,36,0,19,2,1,0,5,0,0.5,0.5
"Peterson, Patrick",ARZ,16,50,43,7,1.0,0,3,30,1,30,0,0,0,7,0,0.0,0.0
"Mercilus, Whitney",HOU,15,50,31,19,5.0,30,0,0,0,0,2,0,0,0,0,7.0,13.5
"Werner, Bjoern",IND,15,50,37,13,4.0,20,0,0,0,0,1,1,0,2,0,6.0,11.0
"Spence, Sean",PIT,16,50,31,19,1.0,7,0,0,0,0,0,1,0,0,0,1.0,3.0
"Banks, Johnthan",TB,15,50,41,9,0.0,0,4,69,1,32,0,0,0,10,0,0.0,0.0
"Cromartie, Antonio",ARZ,16,49,44,5,0.0,0,3,65,0,40,0,1,1,10,0,2.0,3.0
"Durant, Justin",DAL,6,49,31,18,0.0,0,1,1,0,1,2,1,0,4,0,2.5,3.0
"Bryant, Desmond",CLE,15,49,25,24,5.0,38,0,0,0,0,0,1,0,1,0,3.0,13.0
"Dareus, Marcell",BUF,15,49,36,13,10.0,55,0,0,0,0,1,0,0,1,0,3.5,4.5
"Ansah, Ezekiel",DET,16,49,37,12,7.5,56,0,0,0,0,3,0,0,0,0,6.5,17.5
"McKelvin, Leodis",BUF,10,48,45,3,0.0,0,4,10,0,9,1,0,0,8,0,0.0,0.0
"Gilberry, Wallace",CIN,16,48,19,29,1.5,8,0,0,0,0,0,1,0,2,0,2.0,10.0
"Rhodes, Xavier",MIN,16,48,39,9,0.0,0,1,0,0,0,0,0,0,18,0,2.0,3.0
"Donald, Aaron",STL,16,48,38,10,9.0,68,0,0,0,0,2,0,0,1,0,10.5,38.5
"Wilfork, Vince",NE,16,47,24,23,0.0,0,1,1,0,1,0,0,0,2,0,1.5,1.5
"Revis, Darrelle",NE,16,47,41,6,0.0,0,2,0,0,0,1,1,0,14,0,1.0,1.0
"Joseph, Linval",MIN,16,47,28,19,3.0,23,0,0,0,0,0,0,0,1,0,3.0,9.0
"Herzlich, Mark",NYG,15,47,31,16,1.0,2,0,0,0,0,0,0,0,2,0,3.0,7.0
"Johnson, James-Michael",KC,16,47,38,9,0.0,0,0,0,0,0,1,0,0,1,0,5.0,10.5
"Norman, Josh",CAR,14,47,35,12,0.0,0,2,60,0,33,1,0,0,11,0,0.5,0.5
"Williams, Duke",BUF,16,47,34,13,0.0,0,1,34,0,34,1,2,0,3,0,1.5,4.5
"Hayden, DJ",OAK,10,47,42,5,0.0,0,1,-1,0,-1,0,0,0,10,0,1.0,2.0
"McCray, Demetrius",JAX,16,47,40,7,0.0,0,0,0,0,0,0,0,0,3,0,0.5,1.0
"Elam, Matt",BAL,16,47,29,18,0.5,3,0,0,0,0,1,0,0,4,0,2.0,8.0
"Williams, Brandon",BAL,16,47,25,22,0.5,4,0,0,0,0,2,1,0,0,0,3.0,10.0
"Williams, D.J.",CHI,12,46,30,16,0.0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
"Peko, Domata",CIN,16,46,26,20,1.0,0,0,0,0,0,0,0,0,0,0,3.0,5.0
"Wheeler, Philip",MIA,15,46,35,11,0.0,0,0,0,0,0,0,0,0,0,0,2.0,2.0
"Butler, Darius",IND,14,46,41,5,0.0,0,0,0,0,0,2,1,0,8,0,0.0,0.0
"Webb, Lardarius",BAL,13,46,36,10,0.0,0,1,0,0,0,0,0,0,8,0,0.0,0.0
"Quinn, Robert",STL,16,46,39,7,10.5,73,0,0,0,0,5,0,0,6,0,5.0,10.0
"Moore, Sterling",DAL,16,46,35,11,0.0,0,0,0,0,0,1,2,0,13,0,1.0,1.0
"Amukamara, Prince",NYG,8,46,37,9,0.0,0,3,66,0,38,0,0,0,11,0,0.0,0.0
"Gilmore, Stephon",BUF,14,46,38,8,0.0,0,3,61,0,27,1,0,0,6,0,3.0,5.0
"Vernon, Olivier",MIA,16,46,31,15,6.5,30,0,0,0,0,2,0,0,0,0,4.5,9.5
"Smith, Harrison",MIN,16,91,71,20,3.0,22,5,150,1,81,1,0,0,9,0,4.5,11.5
"Lamur, Emmanuel",CIN,14,90,52,38,0.0,0,2,6,0,5,0,0,0,7,0,3.0,11.5
"Moore, Sio",OAK,11,90,67,23,3.0,21,0,0,0,0,1,0,0,1,0,7.0,20.0
"Evans, Josh",JAX,16,90,62,28,0.0,0,0,0,0,0,0,2,0,2,0,0.0,0.0
"Clinton-Dix, Ha Ha",GB,16,90,63,27,1.0,0,1,9,0,9,0,1,0,6,0,1.5,9.5
"Hawk, A.J.",GB,16,89,53,36,0.5,0,0,0,0,0,0,0,0,2,0,0.5,0.5
"Johnson, Rashad",ARZ,16,89,72,17,1.0,9,4,146,2,88,0,1,0,8,0,0.5,0.5
"Hightower, Dont'a",NE,12,89,51,38,6.0,50,0,0,0,0,1,0,0,2,0,2.0,7.0
"Adams, Mike",IND,16,87,67,20,0.0,0,5,24,0,10,2,2,0,11,0,1.5,2.0
"Rolle, Antrel",NYG,16,87,71,16,0.0,0,3,71,0,39,1,1,0,9,0,1.0,3.0
"Bethea, Antoine",SF,16,86,72,14,1.0,5,4,71,1,49,1,0,0,10,0,3.0,4.5
"McCourty, Jason",TEN,16,85,77,8,0.0,0,3,0,0,0,2,1,1,11,0,0.0,0.0
"Wilhoite, Michael",SF,16,85,65,20,0.0,0,2,1,0,1,1,0,0,6,0,4.0,7.0
"Chung, Patrick",NE,16,84,54,30,0.0,0,1,10,0,10,0,0,0,7,0,2.5,5.5
"Lewis, Kendrick",HOU,16,84,52,32,0.0,0,2,32,1,27,3,1,0,6,0,3.5,13.0
"Bostic, Jonathan",CHI,13,84,58,26,0.0,0,0,0,0,0,0,0,0,3,0,4.0,7.0
"Foote, Larry",ARZ,15,83,61,22,2.0,14,1,0,0,0,0,1,0,3,0,5.5,14.5
"Hawthorne, David",NO,12,83,52,31,3.0,18,1,10,0,10,0,0,0,3,0,6.0,9.5
"Kendricks, Mychal",PHI,12,82,61,21,4.0,27,0,0,0,0,3,0,0,3,0,4.5,16.5
"Bartu, Joplo",ATL,16,82,47,35,1.0,2,0,0,0,0,0,2,0,0,0,0.5,1.0
"McClain, Rolando",DAL,13,81,65,16,1.0,0,2,0,0,0,1,0,0,3,0,6.5,14.0
"Thomas III, J.T.",JAX,16,81,47,34,0.0,0,2,10,0,10,2,1,1,5,0,1.5,1.5
"Goldson, Dashon",TB,14,80,62,18,0.0,0,0,0,0,0,0,1,0,1,0,0.0,0.0
"Lansanah, Danny",TB,16,79,58,21,1.5,2,3,60,2,33,0,0,0,8,0,7.5,18.5
"Lowery, Dwight",ATL,16,79,60,19,1.0,18,2,21,0,21,2,1,0,5,0,0.0,0.0
"Jones, Reshad",MIA,12,79,70,9,1.0,8,3,62,0,50,1,0,0,7,0,3.5,3.5
"Watt, J.J.",HOU,16,78,59,19,20.5,140,1,80,1,80,4,5,1,10,1,13.5,34.0
"Bucannon, Deone",ARZ,16,78,61,17,2.0,14,0,0,0,0,1,1,0,2,0,5.0,8.0
"Graham, Corey",BUF,16,77,59,18,0.0,0,2,75,0,45,0,1,0,16,0,0.5,0.5
"Whitehead, Tahir",DET,16,77,55,22,0.0,0,2,2,0,2,0,0,0,5,0,4.5,6.5
"Jenkins, Malcolm",PHI,16,76,61,15,0.0,0,3,67,1,53,1,1,0,15,0,2.0,7.0
"Verner, Alterraun",TB,14,76,58,18,0.0,0,2,26,0,26,2,0,0,9,0,6.5,16.0
"Pierre-Paul, Jason",NYG,16,76,54,22,12.5,88,0,0,0,0,3,1,0,6,0,4.0,4.5
"Chancellor, Kam",SEA,14,76,58,18,0.0,0,1,52,0,52,1,0,0,6,0,1.5,2.5
"Williams, Aaron",BUF,15,76,51,25,0.0,0,1,26,0,26,0,0,0,5,0,0.5,0.5
"Gilchrist, Marcus",SD,16,76,59,17,1.0,1,1,4,0,4,2,0,0,5,0,2.0,4.0
"Jefferson, Tony",ARZ,16,76,67,9,1.0,9,0,0,0,0,1,0,0,1,0,1.5,1.5
"Mack, Khalil",OAK,16,76,59,17,4.0,29,0,0,0,0,1,0,0,3,0,11.5,20.0
"Joseph, Johnathan",HOU,16,75,70,5,0.0,0,2,85,1,60,2,2,0,11,0,1.0,2.0
"Biermann, Kroy",ATL,16,75,41,34,4.5,23,0,0,0,0,1,0,0,2,0,5.0,15.0
"Kirksey, Chris",CLE,16,75,41,34,2.0,7,0,0,0,0,1,0,0,3,0,2.5,7.5
"Ward, T.J.",DEN,15,74,60,14,2.0,23,2,55,0,37,0,0,0,5,0,3.0,6.0
"Iloka, George",CIN,16,74,48,26,0.0,0,3,58,0,28,0,0,0,10,0,1.0,3.0
"Swearinger, D.J.",HOU,16,74,52,22,1.0,8,2,31,0,25,3,1,0,6,0,3.0,8.0
"Quin, Glover",DET,16,73,57,16,0.0,0,7,117,0,56,0,0,0,10,0,1.0,1.0
"Haden, Joe",CLE,15,73,58,15,0.0,0,3,0,0,0,1,2,0,20,0,1.5,3.5
"Williams, Jacquian",NYG,9,73,52,21,0.0,0,0,0,0,0,0,0,0,3,0,0.5,1.0
"Butler, Donald",SD,14,73,45,28,1.0,6,0,0,0,0,0,3,0,2,0,2.0,3.0
"Vaccaro, Kenny",NO,15,73,50,23,1.0,7,2,45,0,45,0,0,0,5,0,0.5,2.5
"Hitchens, Anthony",DAL,16,73,57,16,0.0,0,1,8,0,8,0,0,0,4,0,3.0,5.0
"Conte, Chris",CHI,12,40,30,10,0.0,0,3,6,0,5,0,0,0,3,0,0.0,0.0
"Hill, Will",BAL,10,40,27,13,0.0,0,1,44,1,44,0,0,0,4,0,4.0,7.0
