Player,Team,Games Played,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Yards,Interception Touchdowns,Interception Return Long,Forced Fumbles,Fumbles Recovered,Fumble Recovery Touchdowns,Passes Defensed,Safeties,Stuffs,Stuff Yards
"Bush, Rafael",NO,13,38,27,11,0.0,0,0,0,0,0,0,1,0,5,0,0.5,0.5
"Weatherspoon, Sean",ATL,7,38,26,12,0.0,0,1,71,1,71,0,0,0,2,0,0.0,0.0
"Bradham, Nigel",BUF,16,38,21,17,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Coples, Quinton",NYJ,14,38,24,14,4.5,26,0,0,0,0,1,0,0,3,0,7.5,23.5
"Alford, Robert",ATL,16,38,27,11,0.0,0,2,0,0,0,1,1,0,7,0,0.5,1.5
"Webster, Kayvon",DEN,14,38,34,4,0.0,0,1,10,0,10,1,0,0,9,0,0.0,0.0
"Collins, Jamie",NE,16,38,22,16,0.0,0,0,0,0,0,0,1,0,3,0,1.5,2.5
"Rambo, Bacarri",WSH,11,38,29,9,1.0,4,0,0,0,0,0,0,0,0,0,1.0,1.0
"Abraham, John",ARZ,16,37,31,6,11.5,100,0,0,0,0,4,0,0,3,1,6.5,30.5
"Crocker, Chris",CIN,12,37,28,9,1.5,12,2,41,1,32,0,0,0,7,0,1.0,1.0
"Leonhard, Jim",BUF,16,37,26,11,0.0,0,4,72,0,41,0,0,0,6,0,1.0,4.0
"Harper, Roman",NO,9,37,25,12,0.0,0,1,0,0,0,0,1,0,1,0,0.0,0.0
"Robison, Brian",MIN,16,37,25,12,9.0,62,0,0,0,0,0,1,1,3,0,4.0,10.0
"McDonald, Ray",SF,14,37,29,8,3.5,24,0,0,0,0,0,0,0,1,0,2.0,4.0
"Wake, Cameron",MIA,15,37,29,8,8.5,56,0,0,0,0,2,1,0,0,1,1.0,5.0
"Watson, Dekoda",TB,15,37,29,8,2.0,12,1,0,0,0,1,1,0,1,0,2.5,5.5
"Wilson, Jimmy",MIA,16,37,36,1,0.0,0,2,21,0,23,1,0,0,5,0,0.0,0.0
"Tandy, Keith",TB,16,37,29,8,0.0,0,3,42,0,20,1,1,0,3,0,0.5,2.0
"Branch, Andre",JAX,16,37,30,7,6.0,53,0,0,0,0,0,0,0,3,0,3.5,12.5
"Redding, Cory",IND,15,36,22,14,4.5,14,0,0,0,0,0,1,0,2,1,5.0,11.5
"Phillips, Shaun",DEN,16,36,29,7,10.0,78,1,3,0,3,2,0,0,5,0,1.5,3.5
"Woodley, LaMarr",PIT,11,36,20,16,5.0,29,0,0,0,0,1,1,0,1,0,1.0,2.0
"Shaughnessy, Matt",ARZ,16,36,31,5,3.0,24,0,0,0,0,1,3,1,1,0,6.0,15.0
"Walker, Reggie",SD,16,36,30,6,3.0,25,0,0,0,0,1,0,0,1,0,1.5,6.5
"Sheard, Jabaal",CLE,13,36,19,17,5.5,18,0,0,0,0,1,1,0,4,0,1.0,1.0
"Jones, Jarvis",PIT,14,36,29,7,1.0,7,0,0,0,0,0,0,0,4,0,1.5,2.5
"McBride, Trumaine",NYG,15,35,30,5,0.0,0,2,17,0,17,1,0,0,15,0,0.0,0.0
"McDonald, Clinton",SEA,15,35,19,16,5.5,44,1,3,0,3,0,1,0,2,0,2.5,5.5
"Morgan, Derrick",TEN,15,35,29,6,6.0,37,0,0,0,0,1,1,0,2,0,2.5,6.0
"Angerer, Pat",IND,11,63,37,26,0.5,4,1,4,0,4,0,0,0,2,0,2.5,5.5
"McClain, Robert",ATL,16,63,53,10,1.0,4,0,0,0,0,2,1,0,5,0,0.0,0.0
"Skrine, Buster",CLE,16,63,54,9,1.0,1,1,5,0,5,0,0,0,19,0,1.5,2.5
"Wilkerson, Muhammad",NYJ,16,63,43,20,10.5,62,1,6,0,6,2,0,0,3,0,5.5,13.5
"Marshall, Richard",SD,16,62,49,13,0.0,0,0,0,0,0,0,1,0,6,0,0.0,0.0
"Adams, Mike",DEN,16,61,45,16,0.0,0,1,3,0,3,0,1,0,7,0,2.0,2.5
"Shields, Sam",GB,14,61,51,10,0.0,0,4,3,0,7,0,0,0,17,0,0.0,0.0
"Johnson, Leonard",TB,16,61,47,14,0.0,0,1,48,1,48,1,0,0,8,0,0.0,0.0
"Te'o, Manti",SD,13,61,41,20,0.0,0,0,0,0,0,0,0,0,4,0,6.0,10.5
"Brooks, Ahmad",SF,16,60,52,8,8.5,72,1,22,0,22,1,0,0,7,0,5.5,11.0
"Grimes, Brent",MIA,16,60,52,8,0.0,0,4,102,1,94,0,0,0,16,0,0.0,0.0
"Orakpo, Brian",WSH,15,60,43,17,10.0,67,1,29,1,29,0,2,0,4,0,6.5,13.0
"Keo, Shiloh",HOU,16,60,49,11,0.0,0,1,4,0,4,0,0,0,6,0,0.0,0.0
"Jenkins, Janoris",STL,16,60,54,6,1.0,0,1,5,0,5,0,1,0,14,0,0.5,1.0
"Allen, Antonio",NYJ,16,60,39,21,1.0,7,1,23,1,23,0,0,0,7,0,1.0,2.0
"Thornton, Cedric",PHI,16,60,48,12,1.0,6,0,0,0,0,1,0,0,2,1,6.5,14.5
"Mathis, Robert",IND,16,59,44,15,19.5,120,0,0,0,0,8,0,0,1,1,5.5,11.5
"Nelson, Reggie",CIN,15,59,44,15,1.0,11,2,0,0,0,1,2,0,8,0,2.0,5.0
"Joseph, Linval",NYG,15,59,34,25,3.0,26,0,0,0,0,1,1,0,0,0,4.5,7.5
"Hardy, Greg",CAR,16,59,39,20,15.0,98,0,0,0,0,1,0,0,1,0,3.0,10.5
"Heyward, Cameron",PIT,16,59,35,24,5.0,41,0,0,0,0,0,1,0,7,0,1.0,2.0
"Mikell, Quintin",CAR,14,58,40,18,3.0,21,0,0,0,0,2,1,0,6,0,0.0,0.0
"Jennings, Tim",CHI,16,58,50,8,0.0,0,4,111,2,48,3,1,0,13,0,0.0,0.0
"Campbell, Calais",ARZ,16,58,45,13,9.0,52,0,0,0,0,1,2,0,6,1,7.5,20.0
"Arrington, Kyle",NE,16,58,47,11,2.0,11,1,5,0,5,2,0,0,13,0,0.0,0.0
"Chung, Patrick",PHI,12,58,38,20,0.0,0,0,0,0,0,0,1,0,3,0,1.0,2.0
"Barwin, Connor",PHI,16,58,44,14,5.0,30,1,-2,0,-2,1,1,0,10,0,4.0,6.0
"Dunlap, Carlos",CIN,16,58,39,19,7.5,40,0,0,0,0,4,1,0,5,0,3.5,13.0
"Smith, Jimmy",BAL,16,58,49,9,0.0,0,2,0,0,0,2,0,0,16,0,0.0,0.0
"Quin, Glover",DET,16,57,44,13,2.0,20,3,57,0,42,1,1,0,9,0,1.5,5.0
"Verner, Alterraun",TEN,16,57,49,8,0.0,0,5,68,1,34,0,2,0,23,0,0.0,0.0
"Quinn, Robert",STL,16,57,50,7,19.0,145,0,0,0,0,7,2,1,1,0,10.5,27.5
"Vernon, Olivier",MIA,16,57,46,11,11.5,65,0,0,0,0,0,0,0,0,0,3.0,7.5
"Cole, Trent",PHI,16,56,44,12,8.0,63,0,0,0,0,3,0,0,3,1,4.0,8.0
"Johnson, Michael",CIN,15,56,35,21,3.5,23,1,7,0,7,2,0,0,9,0,2.5,3.5
"Lewis, Kendrick",KC,16,56,46,10,0.0,0,1,1,0,1,0,0,0,4,0,1.0,2.0
"Worilds, Jason",PIT,15,56,37,19,8.0,55,0,0,0,0,2,0,0,0,0,2.0,3.0
"Jackson, Kareem",HOU,14,56,51,5,0.0,0,0,0,0,0,0,1,0,8,0,0.0,0.0
"Reed, Brooks",HOU,16,56,43,13,3.0,17,0,0,0,0,0,0,0,0,0,4.0,8.5
"Smith, Harrison",MIN,8,56,46,10,0.0,0,2,4,0,4,0,1,0,3,0,2.0,3.0
"Hicks, Akiem",NO,16,56,29,27,4.5,28,0,0,0,0,0,0,0,0,0,4.0,6.5
"Milliner, Dee",NYJ,13,56,45,11,0.0,0,3,31,0,19,0,0,0,17,0,1.0,4.0
"Jones, Adam",CIN,16,55,43,12,0.0,0,3,60,1,60,1,2,0,13,0,0.0,0.0
"Mayo, Jerod",NE,6,55,35,20,1.5,5,0,0,0,0,0,1,0,1,0,0.0,0.0
"Casey, Jurrell",TEN,15,55,38,17,10.5,60,0,0,0,0,1,1,0,2,0,3.5,19.0
"Wright, Shareece",SD,13,55,53,2,0.0,0,1,41,0,41,0,0,0,9,0,1.0,1.0
"Bostic, Jonathan",CHI,16,55,43,12,2.0,9,1,0,0,0,0,1,0,1,0,2.5,5.0
"Banks, Johnthan",TB,16,55,49,6,0.0,0,3,33,0,18,0,0,0,5,0,1.0,4.0
"Sims, Pat",OAK,16,54,41,13,2.0,14,0,0,0,0,0,0,0,0,0,6.0,18.0
"Haden, Joe",CLE,15,54,43,11,0.0,0,4,57,1,29,0,0,0,20,0,0.0,0.0
"Lawson, Manny",BUF,15,73,52,21,4.0,27,1,0,0,0,1,1,0,1,0,4.0,11.5
"Ross, Brandian",OAK,16,73,54,19,2.0,10,0,0,0,0,1,0,0,3,0,0.0,0.0
"Sanford, Jamarca",MIN,13,72,56,16,0.0,0,0,0,0,0,2,1,0,1,0,1.5,2.0
"Ihenacho, Duke",DEN,15,72,55,17,0.0,0,0,0,0,0,3,2,0,6,0,1.0,5.0
"Briggs, Lance",CHI,9,71,51,20,3.0,21,0,0,0,0,2,0,0,7,0,10.0,31.0
"Goldson, Dashon",TB,13,71,53,18,0.0,0,1,0,0,0,1,1,0,9,0,1.0,1.0
"McKelvin, Leodis",BUF,15,71,59,12,0.0,0,1,0,0,0,1,0,0,21,0,0.0,0.0
"Carr, Brandon",DAL,16,71,60,11,0.0,0,3,49,1,49,0,1,0,12,0,1.0,1.0
"Dareus, Marcell",BUF,16,71,46,25,7.5,56,0,0,0,0,1,0,0,3,0,2.0,8.0
"Mundy, Ryan",NYG,16,70,43,27,1.0,4,1,91,0,91,0,1,0,2,0,3.0,5.0
"Trufant, Desmond",ATL,16,70,55,15,0.0,0,2,0,0,0,1,1,0,17,0,0.5,1.0
"Reid, Eric",SF,16,70,58,12,0.0,0,4,54,0,53,0,2,0,11,0,0.0,0.0
"Polamalu, Troy",PIT,16,69,50,19,2.0,5,2,36,1,19,5,1,0,11,0,5.5,12.0
"Doughty, Reed",WSH,15,69,38,31,0.0,0,1,25,0,25,0,0,0,2,0,1.5,4.5
"Houston, Lamarr",OAK,16,69,56,13,6.0,52,0,0,0,0,2,1,0,0,0,4.5,14.5
"Searcy, Da'Norris",BUF,16,69,46,23,3.5,24,1,32,1,32,0,1,1,7,0,1.0,1.0
"Williams, Kyle",BUF,16,68,42,26,10.5,78,0,0,0,0,1,1,0,1,0,7.0,14.5
"Graham, Corey",BAL,16,68,51,17,1.0,0,4,28,0,28,1,0,0,12,0,2.5,6.5
"Meriweather, Brandon",WSH,13,68,52,16,1.0,4,2,62,0,32,1,1,0,3,0,2.0,2.5
"Flowers, Brandon",KC,13,68,63,5,1.0,6,1,32,0,32,0,0,0,8,0,1.0,2.0
"Jennings, M.D.",GB,16,68,50,18,1.0,4,0,0,0,0,0,1,1,1,0,2.0,5.0
"Porter, Tracy",OAK,16,67,53,14,1.5,12,2,44,1,43,0,0,0,12,0,4.0,9.0
"Thomas, Terrell",NYG,16,67,58,9,1.0,10,1,65,0,65,1,0,0,7,0,1.0,2.0
"Jenkins, Malcolm",NO,14,67,43,24,2.5,12,2,35,0,31,2,0,0,6,0,4.5,6.5
"McCourty, Devin",NE,15,67,47,20,0.0,0,1,0,0,0,2,1,0,9,0,1.0,4.0
"Johnson, Trumaine",STL,16,67,58,9,0.0,0,3,36,0,29,1,0,0,11,0,1.0,2.0
"Mathieu, Tyrann",ARZ,13,67,64,3,1.0,10,2,7,0,7,1,0,0,9,0,3.0,5.0
"Swearinger, D.J.",HOU,16,67,50,17,0.0,0,1,0,0,0,1,0,0,4,0,4.0,9.5
"Mays, Joe",HOU,14,66,41,25,1.0,7,0,0,0,0,0,0,0,3,1,3.5,4.5
"Mitchell, Mike",CAR,15,66,50,16,3.5,29,4,63,0,38,2,0,0,8,0,1.0,1.0
"Paysinger, Spencer",NYG,16,66,58,8,1.0,0,0,0,0,0,0,1,0,1,0,0.5,0.5
"Kerrigan, Ryan",WSH,16,66,47,19,8.5,74,0,0,0,0,4,0,0,3,0,8.0,20.5
"Iloka, George",CIN,16,66,41,25,0.0,0,1,-1,0,-1,2,1,0,6,0,0.5,1.0
"Hill, Will",NYG,12,66,54,12,0.0,0,2,38,1,38,2,1,0,2,0,1.0,5.0
"Harrison, Damon",NYJ,16,66,36,30,1.0,7,0,0,0,0,0,0,0,2,0,7.0,12.0
"Jenkins, Mike",OAK,15,65,57,8,0.0,0,2,0,0,0,1,1,0,6,0,2.5,4.0
"Williams, Cary",PHI,16,65,55,10,1.0,6,3,16,0,15,0,1,0,11,0,0.0,0.0
"McCourty, Jason",TEN,16,65,54,11,0.0,0,0,0,0,0,1,1,1,11,0,0.5,1.0
"Powers, Jerraud",ARZ,16,65,60,5,0.0,0,1,9,0,9,1,0,0,18,0,0.0,0.0
"Fletcher, Bradley",PHI,13,65,58,7,0.0,0,2,30,0,25,1,1,0,15,0,0.0,0.0
"Harris Jr., Chris",DEN,16,65,58,7,0.0,0,3,1,0,1,0,0,0,13,0,4.0,7.0
"Scandrick, Orlando",DAL,16,64,59,5,2.0,12,2,0,0,0,1,0,0,13,0,1.0,1.0
"Delmas, Louis",DET,16,64,48,16,2.0,18,3,44,0,42,0,0,0,8,0,1.0,1.0
"Clayborn, Adrian",TB,16,64,43,21,5.5,40,0,0,0,0,2,0,0,1,0,14.5,30.5
"Taylor, Ike",PIT,16,63,52,11,0.0,0,0,0,0,0,0,0,0,12,0,1.0,4.0
"Tuck, Justin",NYG,16,63,41,22,11.0,66,1,-2,0,-2,2,0,0,3,0,5.5,19.0
"Jordan, Akeem",KC,16,63,51,12,0.0,0,0,0,0,0,2,0,0,0,0,4.0,7.0
"Gay, William",PIT,16,63,55,8,1.0,8,1,21,1,21,2,0,0,10,0,3.5,5.0
"DeCoud, Thomas",ATL,15,63,42,21,0.0,0,0,0,0,0,0,1,1,2,0,1.5,4.5
"Allen, Russell",JAX,14,63,45,18,1.0,4,0,0,0,0,0,2,0,0,0,2.0,5.0
"Hightower, Dont'a",NE,16,97,55,42,1.0,9,0,0,0,0,0,0,0,3,0,2.0,2.0
"Carter, Bruce",DAL,15,96,73,23,2.0,11,0,0,0,0,0,0,0,3,0,4.0,10.0
"Rolle, Antrel",NYG,16,95,77,18,2.0,21,6,23,0,25,1,1,0,12,0,2.0,4.0
"Landry, Dawan",NYJ,16,95,58,37,1.0,0,1,38,0,38,0,0,0,7,0,2.0,2.0
"Gipson, Tashaun",CLE,16,95,63,32,0.0,0,5,143,1,44,0,0,0,12,0,3.0,6.0
"Burnett, Morgan",GB,13,93,57,36,0.0,0,0,0,0,0,0,3,1,5,0,1.0,1.0
"Chancellor, Kam",SEA,16,93,61,32,0.0,0,3,78,0,32,1,0,0,6,0,3.0,3.0
"Foster, Mason",TB,15,92,63,29,2.0,24,3,122,2,85,1,0,0,7,0,5.5,11.5
"Ninkovich, Rob",NE,16,91,42,49,8.0,38,0,0,0,0,2,2,0,1,0,6.0,9.0
"Brown, Zach",TEN,16,90,71,19,4.0,26,1,3,0,3,1,1,0,5,0,4.0,15.0
"Wilson, Josh",WSH,16,89,64,25,2.0,24,1,0,0,0,2,3,0,7,0,3.0,3.5
"Hawthorne, David",NO,16,89,58,31,3.0,13,0,0,0,0,1,0,0,0,0,6.0,14.0
"Clemons, Chris",MIA,16,89,59,30,0.0,0,1,0,0,0,0,0,0,8,0,2.0,4.0
"Conte, Chris",CHI,16,89,72,17,0.0,0,3,48,0,35,1,0,0,7,0,1.0,1.0
"Barron, Mark",TB,14,88,70,18,2.0,10,2,3,0,3,0,1,0,7,0,1.5,3.5
"Landry, LaRon",IND,12,87,62,25,0.0,0,0,0,0,0,0,0,0,2,0,0.0,0.0
"Sharpton, Darryl",HOU,15,87,56,31,0.0,0,0,0,0,0,1,0,0,2,0,5.0,10.0
"Moore, William",ATL,16,86,67,19,2.0,25,3,36,0,19,3,2,0,8,0,3.0,5.0
"Spikes, Brandon",NE,16,86,48,38,0.0,0,1,3,0,3,0,1,0,2,0,6.5,12.5
"Amukamara, Prince",NYG,16,85,76,9,0.0,0,1,-4,0,-4,2,0,0,13,0,2.0,2.0
"Bartu, Joplo",ATL,16,85,47,38,3.5,22,0,0,0,0,0,0,0,1,0,6.5,10.0
"Williams, Tramon",GB,16,84,62,22,2.5,16,3,10,0,10,2,2,0,11,0,2.0,4.0
"Jones, Brad",GB,12,84,60,24,3.0,20,0,0,0,0,1,1,0,0,0,3.5,8.0
"Butler, Donald",SD,13,84,71,13,0.5,6,1,30,0,30,0,1,0,4,0,3.5,5.5
"Woodyard, Wesley",DEN,14,83,47,36,1.5,11,1,0,0,0,2,0,0,4,0,0.5,1.0
"Robertson, Craig",CLE,14,83,55,28,3.0,4,1,12,0,12,1,1,0,3,0,3.0,6.0
"Griffin, Michael",TEN,14,82,61,21,0.0,0,1,0,0,0,2,1,0,4,0,3.0,6.0
"Allen, Nate",PHI,16,82,59,23,1.0,8,1,43,0,43,1,0,0,5,0,0.5,1.0
"Williams, Aaron",BUF,14,82,60,22,0.0,0,4,43,0,34,1,0,0,11,0,0.0,0.0
"Suggs, Terrell",BAL,16,80,47,33,10.0,48,0,0,0,0,0,1,0,0,0,4.5,12.0
"Wright, K.J.",SEA,13,80,46,34,1.5,4,0,0,0,0,0,1,0,4,0,2.5,5.5
"Watt, J.J.",HOU,16,80,65,15,10.5,70,0,0,0,0,4,2,0,7,0,14.5,25.5
"Gregory, Steve",NE,14,79,50,29,1.0,0,0,0,0,0,0,0,0,3,0,0.0,0.0
"Sendejo, Andrew",MIN,16,79,48,31,0.0,0,1,1,0,1,0,0,0,3,0,2.5,6.0
"Jones, Chandler",NE,16,79,40,39,11.5,74,0,0,0,0,1,1,1,0,0,6.5,16.0
"Hall, DeAngelo",WSH,16,78,57,21,0.0,0,4,49,2,26,3,1,1,12,0,1.5,1.5
"Hayes, Geno",JAX,14,78,59,19,1.0,9,2,39,0,28,1,0,0,4,0,2.0,5.0
"Fokou, Moise",TEN,12,78,62,16,1.0,0,0,0,0,0,2,1,0,0,0,2.0,8.0
"Richardson, Sheldon",NYJ,16,78,42,36,3.5,29,0,0,0,0,1,0,0,1,0,8.5,17.5
"Vaccaro, Kenny",NO,14,77,60,17,1.0,8,1,29,0,29,1,0,0,8,0,5.0,8.5
"Gilchrist, Marcus",SD,16,76,58,18,1.0,12,2,43,0,26,1,1,0,5,0,0.0,0.0
"McLeod, Rodney",STL,16,76,61,15,0.0,0,2,2,0,2,2,2,0,7,0,1.5,1.5
"Elam, Matt",BAL,16,76,53,23,0.0,0,1,18,0,18,0,2,0,3,0,4.0,11.0
"Maualuga, Rey",CIN,13,75,52,23,1.0,0,1,14,0,14,0,0,0,2,0,0.0,0.0
"Washington, Daryl",ARZ,12,75,59,16,3.0,13,2,49,0,41,0,1,0,11,0,4.0,16.0
"Munnerlyn, Captain",CAR,16,74,48,26,3.5,22,2,86,2,45,1,1,0,12,0,1.5,3.0
"Webb, Lardarius",BAL,16,74,63,11,0.0,0,2,19,0,19,0,0,0,22,0,1.0,2.0
"Berry, Eric",KC,15,74,66,8,3.5,26,3,134,2,49,1,2,0,10,0,3.0,8.0
"Bell, Yeremiah",ARZ,16,73,58,15,1.0,11,2,6,0,6,0,0,0,9,0,3.5,9.5
"Whitner, Donte",SF,16,73,58,15,0.0,0,2,7,0,7,2,1,0,12,0,1.0,1.0
"Cook, Chris",MIN,12,47,41,6,0.0,0,0,0,0,0,0,0,0,3,0,0.0,0.0
"Jordan, Cameron",NO,16,47,29,18,12.5,102,0,0,0,0,2,2,0,4,0,3.0,3.0
"Mercilus, Whitney",HOU,16,47,33,14,7.0,36,0,0,0,0,0,0,0,0,0,1.0,1.0
"Frey, Isaiah",CHI,16,47,37,10,0.0,0,0,0,0,0,0,0,0,1,0,0.5,1.0
"Hyde, Micah",GB,16,47,34,13,1.0,10,0,0,0,0,1,0,0,2,0,1.0,2.0
"Moore, Sio",OAK,15,47,36,11,4.5,30,0,0,0,0,1,0,0,0,0,3.5,7.5
"Dockett, Darnell",ARZ,16,46,36,10,4.5,23,0,0,0,0,0,0,0,0,0,7.5,21.0
"Hali, Tamba",KC,15,46,39,7,11.0,78,1,10,1,10,4,2,1,1,0,3.5,7.0
"Davis, Vontae",IND,16,46,41,5,0.0,0,1,0,0,0,0,0,0,12,0,0.0,0.0
"Peters, Corey",ATL,15,46,29,17,5.0,41,0,0,0,0,0,0,0,2,0,0.5,0.5
"Carroll, Nolan",MIA,16,46,43,3,2.0,16,3,24,0,24,0,0,0,11,0,0.5,0.5
"Dent, Akeem",ATL,15,46,24,22,1.5,12,0,0,0,0,0,0,0,1,0,3.5,7.0
"Brockers, Michael",STL,16,46,38,8,5.5,24,0,0,0,0,1,0,0,0,0,3.0,5.0
"Peppers, Julius",CHI,16,45,31,14,7.0,44,1,14,0,14,2,1,1,3,0,1.5,2.0
"Mebane, Brandon",SEA,16,45,21,24,0.0,0,0,0,0,0,0,1,0,1,0,7.5,18.5
"Bowman, Zack",CHI,16,45,42,3,0.0,0,3,67,1,43,0,0,0,8,0,1.0,4.0
"Walden, Erik",IND,15,45,26,19,3.0,23,0,0,0,0,1,1,0,3,0,4.0,6.5
"Selvie, George",DAL,16,45,37,8,7.0,48,0,0,0,0,1,1,0,1,0,6.5,16.5
"McCarthy, Colin",TEN,16,45,35,10,0.0,0,1,1,0,1,1,0,0,1,0,2.0,6.0
"White, Melvin",CAR,15,45,38,7,0.0,0,2,9,1,8,1,0,0,5,0,0.0,0.0
"Houston, Chris",DET,12,44,38,6,0.0,0,2,34,0,30,0,0,0,9,0,1.0,4.0
"Hayden, Nick",DAL,16,44,25,19,0.0,0,0,0,0,0,1,1,1,0,0,1.5,1.5
"Pitoitua, Ropati",TEN,16,44,34,10,4.0,30,0,0,0,0,0,0,0,4,0,3.5,12.0
"Moore, Rahim",DEN,10,44,38,6,0.0,0,2,18,0,18,0,0,0,6,0,0.0,0.0
"Houston, Justin",KC,11,44,41,3,11.0,75,0,0,0,0,1,2,0,4,0,3.0,7.0
"Odrick, Jared",MIA,16,43,34,9,4.5,31,0,0,0,0,1,0,0,2,0,3.5,8.0
"Sheppard, Kelvin",IND,15,43,18,25,1.0,9,0,0,0,0,0,0,0,1,0,3.0,4.5
"Massaquoi, Jonathan",ATL,16,43,26,17,4.0,25,0,0,0,0,0,0,0,1,0,3.0,6.0
"Wilber, Kyle",DAL,16,43,30,13,2.0,17,0,0,0,0,1,2,0,0,0,2.0,7.0
"Boykin, Brandon",PHI,16,43,40,3,0.0,0,6,136,1,76,2,0,0,17,0,0.5,2.0
"Wolff, Earl",PHI,11,43,36,7,0.0,0,1,0,0,0,0,0,0,5,0,0.0,0.0
"Tillman, Charles",CHI,8,42,33,9,0.0,0,3,69,0,41,3,0,0,6,0,2.5,5.0
"Babineaux, Jonathan",ATL,16,42,28,14,1.0,7,0,0,0,0,1,2,0,0,0,5.5,23.5
"Rivers, Keith",NYG,16,42,22,20,1.0,2,0,0,0,0,0,1,0,1,0,1.5,6.0
"Hughes, Jerry",BUF,16,42,30,12,10.0,66,0,0,0,0,2,0,0,2,0,2.0,5.0
"Sherels, Marcus",MIN,16,42,36,6,0.0,0,1,0,0,0,0,0,0,7,0,0.0,0.0
"Alualu, Tyson",JAX,16,42,33,9,1.5,12,0,0,0,0,0,0,0,1,0,3.5,5.0
"Peterson, Patrick",ARZ,16,42,40,2,0.0,0,3,59,0,43,0,0,0,13,0,0.0,0.0
"Liuget, Corey",SD,16,42,32,10,5.5,36,0,0,0,0,1,0,0,2,0,2.5,4.5
"Jackson, Malik",DEN,16,42,30,12,6.0,43,0,0,0,0,1,0,0,4,0,5.0,7.0
"Cole, Audie",MIN,13,42,24,18,1.0,7,0,0,0,0,0,0,0,1,0,0.5,1.0
"Lotulelei, Star",CAR,16,42,31,11,3.0,20,0,0,0,0,0,0,0,0,0,6.5,15.0
"Allen, Will",[],17,41,28,13,0.0,0,2,40,0,27,1,1,0,4,0,0.5,2.0
"Hatcher, Jason",DAL,15,41,34,7,11.0,92,0,0,0,0,2,0,0,3,0,7.0,15.5
"Sims, Ernie",DAL,12,41,30,11,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Blackmon, Will",JAX,15,41,31,10,1.0,9,1,1,0,1,2,1,1,10,0,2.0,5.0
"Dorsey, Glenn",SF,16,41,28,13,2.0,11,0,0,0,0,0,0,0,0,0,0.5,0.5
"Talib, Aqib",NE,13,41,35,6,0.0,0,4,12,0,14,1,0,0,14,0,1.0,1.0
"Matthews, Clay",GB,11,41,26,15,7.5,50,0,0,0,0,3,0,0,1,0,3.5,16.5
"Bynes, Josh",BAL,15,41,19,22,0.0,0,0,0,0,0,0,0,0,3,0,1.0,3.0
"Short, Kawann",CAR,16,30,18,12,1.5,9,0,0,0,0,1,1,0,0,0,3.5,8.5
"Keisel, Brett",PIT,12,29,20,9,4.0,13,0,0,0,0,1,2,0,1,0,0.0,0.0
