Player,Team,Games Played,All Purpose Yards,Yards From Scrimmage,Yards From Scrimmage / Game,Touchdowns,Total Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Yards / Game,Rushing Touchdowns,Receiving Yards,Yards / Reception,Receiving Yards / Game,Receiving Touchdowns
"Sapp, Ricky",[],10,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Boykin, Brandon",PHI,16,205,0,0.0,1,205,-,-,-,-,-,-,-,-
"Cox, Fletcher",PHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Curry, Vinny",PHI,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Kendricks, Mychal",PHI,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McNutt, Marvin",CAR,1,0,0,0.0,0,0,-,-,-,-,0,-,0.0,0
"Reynolds, Dallas",NYG,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Thornton, Cedric",PHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Fleming, Jamell",JAX,8,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Lumpkin, Ricky",OAK,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Massie, Bobby",ARZ,8,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Ihenacho, Duke",DEN,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jackson, Malik",DEN,16,6,0,0.0,0,6,-,-,-,-,-,-,-,-
"Johnson, Steven",DEN,16,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Siliga, Sealver",NE,5,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Trevathan, Danny",DEN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Wolfe, Derek",DEN,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Bentley, Bill",DET,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Green, Jonte",DET,9,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Lewis, Travis",DET,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Reiff, Riley",DET,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Whitehead, Tahir",DET,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Barclay, Don",GB,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Daniels, Mike",GB,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Hayward, Casey",GB,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Manning, Terrell",SD,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McMillian, Jerron",GB,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Miller, Jordan",JAX,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Moses, Dezman",KC,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Perry, Nick",GB,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Richardson, Sean",GB,6,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Van Roten, Greg",GB,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Worthy, Jerel",GB,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Brinkley, Beau",TEN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Brown, Zach",TEN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Martin, Mike",TEN,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Sensabaugh, Coty",TEN,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Solomon, Scott",NYJ,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Stingily, Byron",TEN,5,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Guy, Lawrence",[],12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Harvey, Mario",IND,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Howell, Delano",IND,6,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Overton, Matt",IND,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Shipley, A.Q.",BAL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Sowell, Bradley",ARZ,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Allen, Jeff",KC,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Bellamy, Josh",WSH,5,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Poe, Dontari",KC,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Stephenson, Donald",KC,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Wylie, Devon",TEN,2,98,0,0.0,0,98,-,-,-,-,-,-,-,-
"Burnett, Kaelin",OAK,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Burris, Miles",OAK,6,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Crawford, Jack",OAK,15,-1,0,0.0,0,-1,-,-,-,-,-,-,-,-
"Nix, Lucas",OAK,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Ross, Brandian",OAK,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Barnes, Tim",STL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Brockers, Michael",STL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Conrath, Matt",STL,8,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Daniels, Matt",STL,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Hekker, Johnny",STL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jenkins, Janoris",STL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Potter, Nate",ARZ,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Adams, Mike",PIT,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Beachum, Kelvin",PIT,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"DeCastro, David",PIT,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Golden, Robert",PIT,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McFadden, Marshall",OAK,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Rainey, Chris",IND,2,160,0,0.0,0,160,-,-,-,-,0,-,0.0,0
"Robinson, Adrian",[],8,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Victorian, Josh",HOU,8,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Cattouse, Sean",CHI,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Harris, Mike",SD,5,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Ingram, Melvin",SD,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Nelson, Kyle",WSH,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Reyes, Kendall",SD,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jerod-Eddie, Tony",SF,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Johnson, Cam",IND,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Robinson, Trenton",WSH,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Wilhoite, Michael",SF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Fangupo, Hebron",PIT,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Guy, Winston",JAX,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Howard, Jaye",KC,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Irvin, Bruce",SEA,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Lane, Jeremy",SEA,15,47,0,0.0,0,47,-,-,-,-,-,-,-,-
"Sweezy, J.R.",SEA,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Wagner, Bobby",SEA,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Barron, Mark",TB,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"David, Lavonte",TB,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Goode, Najee",PHI,14,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Johnson, Leonard",TB,16,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Tandy, Keith",TB,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Forbath, Kai",WSH,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jenkins, Jarvis",WSH,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Alexander, Frank",CAR,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Byers, Jeff",CAR,8,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Campbell, D.J.",MIA,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Chandler, Nate",CAR,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Kuechly, Luke",CAR,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Norman, Josh",CAR,7,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Nortman, Brad",CAR,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Silatolu, Amini",CAR,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Anger, Bryan",JAX,16,0,0,0.0,0,0,0,0.0,0.0,0,-,-,-,-
"Asper, Mark",BUF,6,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Blake, Antwon",PIT,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Branch, Andre",JAX,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Brewster, Mike",JAX,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Davis, Ryan",JAX,7,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Harris, Mike",JAX,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Marshall, Brandon",DEN,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Pasztor, Austin",JAX,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Pendleton, Jeris",IND,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Smith, D'Anthony",SEA,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Brown, Omar",BAL,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Gradkowski, Gino",BAL,16,0,0,0.0,0,0,0,-,0.0,0,-,-,-,-
"Jackson, Asa",BAL,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Levine, Anthony",BAL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Osemele, Kelechi",BAL,7,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Tucker, Justin",BAL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Tyson, DeAngelo",BAL,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Upshaw, Courtney",BAL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Brooks, Brandon",HOU,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Carmichael, Roc",PHI,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Crick, Jared",HOU,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jones, Ben",HOU,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Mercilus, Whitney",HOU,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Pleasant, Eddie",HOU,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Freeman, Jerrell",IND,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Bilukidi, Christo",[],7,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Harrison, Damon",NYJ,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Bethel, Justin",ARZ,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Stanford, Julian",DET,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Alford, Robert",ATL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Bartu, Joplo",ATL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Davis, Dominique",ATL,1,0,0,0.0,0,34,-,-,-,-,-,-,-,-
"Goodman, Malliciah",ATL,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Gunn, Harland",ATL,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Ishmael, Kemal",ATL,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Maponga, Stansly",ATL,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Motta, Zeke",ATL,10,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Schraeder, Ryan",ATL,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Trufant, Desmond",ATL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Worrilow, Paul",ATL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Alonso, Kiko",BUF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Meeks, Jonathan",BUF,8,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Robey, Nickell",BUF,16,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Williams, Duke",BUF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Boggs, Taylor",CHI,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Bostic, Jonathan",CHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Ford, Michael",CHI,12,37,0,0.0,0,37,-,-,-,-,-,-,-,-
"Frey, Isaiah",CHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Greene, Khaseem",CHI,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Mills, Jordan",CHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Minter, Zach",CHI,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Tupou, Christian",CHI,5,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Washington, Cornelius",CHI,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Wilson, C.J.",CHI,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Burkhead, Rex",CIN,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"DiManche, Jayson",CIN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Dye, Tony",CIN,1,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Hawkinson, Tanner",CIN,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Hunt, Margus",CIN,10,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Schwenke, Brian",TEN,9,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Stafford, Daimion",TEN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Warmack, Chance",TEN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Wreh-Wilson, Blidi",TEN,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Adams, Johnny",BUF,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Adongo, Daniel",IND,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Chapman, Josh",IND,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Holmes, Khaled",IND,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Hughes, Montori",IND,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McNary, Josh",IND,5,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Rayford, Caesar",DAL,7,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Thornton, Hugh",IND,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Werner, Bjoern",IND,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Williams, Kerwynn",IND,1,28,0,0.0,0,28,-,-,-,-,-,-,-,-
"Catapano, Mike",KC,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Commings, Sanders",KC,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Fisher, Eric",KC,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Johnson, Nico",KC,6,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Kelce, Travis",KC,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Kush, Eric",KC,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Martin, Josh",KC,5,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McDougald, Bradley",[],4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Bass, David",CHI,12,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Casey, Chance",OAK,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Hayden, DJ",OAK,8,22,0,0.0,0,22,-,-,-,-,-,-,-,-
"Jenkins, Greg",OAK,6,270,0,0.0,1,270,-,-,-,-,0,-,0.0,0
"Johnson, Shelton",OAK,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"King, Marquette",OAK,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Mady, Lamar",OAK,7,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McGee, Stacy",OAK,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Moore, Sio",OAK,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Robinson, Ryan",OAK,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Watson, Menelik",OAK,5,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Armstrong, Ray Ray",STL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Bates, Daren",STL,15,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Davis, Cody",STL,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jones, Barrett",STL,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McDonald, T.J.",STL,10,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McGee, Brandon",STL,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Ogletree, Alec",STL,16,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Reynolds, Chase",STL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Rivers, Gerald",STL,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Steeples, Robert",MIN,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Veltung, Justin",STL,3,61,0,0.0,0,61,-,-,-,-,-,-,-,-
"Washington, Brandon",STL,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Barker, Chris",NE,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Brenner, Sam",MIA,7,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Davis, Will",MIA,5,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jenkins, Jelani",MIA,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Johnson, Keelan",PHI,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jones, Don",MIA,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jordan, Dion",MIA,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Kovacs, Jordan",MIA,9,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McCray, Kelcie",[],15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Robertson, Tracy",CHI,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Sturgis, Caleb",MIA,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Taylor, Jamar",MIA,9,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Thomas, Dallas",MIA,6,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Baca, Jeff",MIN,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Baker, Chase",MIN,5,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Bond, Travis",CAR,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Dawkins, Everett",DAL,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Eubanks, Darius",CLE,9,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Floyd, Sharrif",MIN,16,9,0,0.0,0,9,-,-,-,-,-,-,-,-
"Hodges, Gerald",MIN,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Locke, Jeff",MIN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Mauti, Michael",MIN,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Rhodes, Xavier",MIN,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Smith, Rodney",MIN,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Allen, Ryan",NE,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Beauharnais, Steve",NE,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Buchanan, Michael",NE,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Collins, Jamie",NE,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Davis, Ja'Gared",NE,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Davis, Kanorris",NE,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Green, Justin",NE,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Harmon, Duron",NE,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Kline, Josh",NE,7,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Ryan, Logan",NE,16,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Vellano, Joe",NE,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Aaitui, Isaako",MIA,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Armstead, Terron",NO,6,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Foster, Glenn",NO,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jenkins, John",NO,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Lelito, Tim",NO,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Milton, Keavon",CLE,8,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Reddick, Kevin",NO,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Sweeting, Rod",NO,9,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Vaccaro, Kenny",NO,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Walker, Tyrunn",NO,7,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Goodin, Stephen",NYG,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Hankins, Johnathan",NYG,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McCants, Matt",OAK,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Moore, Damontre",NYG,15,12,0,0.0,0,12,-,-,-,-,-,-,-,-
"Mosley, Brandon",NYG,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Pugh, Justin",NYG,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Talley, Julian",NYG,2,0,0,0.0,0,0,-,-,-,-,0,-,0.0,0
"Taylor, Cooper",NYG,10,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Aboushi, Oday",NYJ,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Campbell, Michael",NYJ,4,0,0,0.0,0,0,-,-,-,-,0,-,0.0,0
"Davis, Troy",NYJ,4,7,0,0.0,0,7,-,-,-,-,-,-,-,-
"Miles, Rontez",NYJ,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Milliner, Dee",NYJ,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Quigley, Ryan",NYJ,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Spadola, Ryan",[],4,0,0,0.0,0,0,-,-,-,-,0,-,0.0,0
"Winters, Brian",NYJ,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Acho, Emmanuel",PHI,6,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Cunningham, B.J.",PHI,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Johnson, Lane",PHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Knott, Jake",PHI,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Logan, Bennie",PHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Poyer, Jordan",[],12,114,0,0.0,0,114,-,-,-,-,-,-,-,-
"Shepard, Russell",TB,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Square, Damion",PHI,10,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Tobin, Matt",PHI,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Tucker, Matthew",PHI,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Wolff, Earl",PHI,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Demens, Kenny",ARZ,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jefferson, D.C.",ARZ,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jefferson, Tony",ARZ,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Mathieu, Tyrann",ARZ,13,8,0,0.0,0,8,-,-,-,-,-,-,-,-
"Minter, Kevin",ARZ,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Okafor, Alex",ARZ,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Arnfelt, Brian",PIT,2,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Garvin, Terence",PIT,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Green, Isaiah",PIT,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jones, Jarvis",PIT,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Ta'amu, Alameda",ARZ,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Thomas, Shamarko",PIT,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Williams, Vince",PIT,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Addae, Jahleel",SD,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Becton, Nick",SD,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Fluker, D.J.",SD,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Geathers, Kwame",SD,7,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Te'o, Manti",SD,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Troutman, Johnnie",SD,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Williams, Tourek",SD,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Cooper, Marcus",KC,16,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Dial, Quinton",SF,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Lemonier, Corey",SF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Looney, Joe",SF,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McDermott, Kevin",SF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Moody, Nick",SF,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Morris, Darryl",SF,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Reid, Eric",SF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Stupar, Nate",[],12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Thomas, Michael",MIA,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Bailey, Alvin",SEA,14,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Brooks, Michael",SEA,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Harper, Chris",GB,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Hill, Jordan",SEA,4,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Johnson, Rishaw",KC,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
