Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Chris Ivory,New York Jets,1,16,62,0,0,0,0,0,Away,Miami Dolphins,13
Marcel Reece,Oakland Raiders,1,4,12,0,8,6,48,0,Home,St. Louis Rams,13
LeGarrette Blount,New England Patriots,1,10,58,0,0,0,0,0,Home,Green Bay Packers,13
Matt Forte,Chicago Bears,1,5,6,0,9,6,52,0,Home,Detroit Lions,13
Matt Asiata,Minnesota Vikings,1,14,52,0,4,4,5,0,Away,Carolina Panthers,13
Carlos Hyde,San Francisco 49ers,1,5,19,0,3,3,38,0,Away,Seattle Seahawks,13
Charles Sims,Tampa Bay Buccaneers,1,5,6,0,4,4,49,0,Away,Cincinnati Bengals,13
Theo Riddick,Detroit Lions,1,0,0,0,7,6,54,0,Away,Chicago Bears,13
Denard Robinson,Jacksonville Jaguars,1,11,44,0,4,3,10,0,Away,New York Giants,13
Giovani Bernard,Cincinnati Bengals,1,10,49,0,1,1,4,0,Home,Tampa Bay Buccaneers,13
Jeremy Hill,Cincinnati Bengals,1,13,40,0,4,4,12,0,Home,Tampa Bay Buccaneers,13
Bobby Rainey,Tampa Bay Buccaneers,1,1,11,0,2,2,41,0,Away,Cincinnati Bengals,13
Chris Polk,Philadelphia Eagles,1,11,49,0,0,0,0,0,Home,Dallas Cowboys,13
Darren McFadden,Oakland Raiders,1,11,27,0,2,2,18,0,Home,St. Louis Rams,13
Isaiah Crowell,Cleveland Browns,1,17,29,0,2,1,15,0,Home,Buffalo Bills,13
Maurice Jones-Drew,Oakland Raiders,1,5,21,0,4,3,23,0,Home,St. Louis Rams,13
Dexter McCluster,Tennessee Titans,1,9,33,0,3,2,11,0,Home,Houston Texans,13
Bishop Sankey,Tennessee Titans,1,10,42,0,0,0,0,0,Home,Houston Texans,13
Marion Grice,Arizona Cardinals,1,5,16,0,3,3,24,0,Home,Atlanta Falcons,13
Juwan Thompson,Denver Broncos,1,10,39,0,0,0,0,0,Home,Kansas City Chiefs,13
Pierre Thomas,New Orleans Saints,1,3,21,0,4,2,16,0,Home,Pittsburgh Steelers,13
Andre Williams,New York Giants,1,8,21,0,3,2,16,0,Home,Jacksonville Jaguars,13
Frank Gore,San Francisco 49ers,1,10,28,0,2,1,8,0,Away,Seattle Seahawks,13
James Starks,Green Bay Packers,1,1,2,0,2,2,34,0,Away,New England Patriots,13
Terrance West,Cleveland Browns,1,7,32,0,1,1,4,0,Home,Buffalo Bills,13
Darren Sproles,Philadelphia Eagles,1,1,13,0,3,3,19,0,Home,Dallas Cowboys,13
Shane Vereen,New England Patriots,1,3,6,0,2,1,26,0,Home,Green Bay Packers,13
Devonta Freeman,Atlanta Falcons,1,8,26,0,1,1,4,0,Away,Arizona Cardinals,13
Zac Stacy,St. Louis Rams,1,6,27,0,0,0,0,0,Away,Oakland Raiders,13
Anthony Dixon,Buffalo Bills,1,6,25,0,0,0,0,0,Away,Cleveland Browns,13
Jacquizz Rodgers,Atlanta Falcons,1,4,7,0,3,3,18,0,Away,Arizona Cardinals,13
Bilal Powell,New York Jets,1,2,4,0,3,2,19,0,Away,Miami Dolphins,13
Christine Michael,Seattle Seahawks,1,3,10,0,1,1,12,0,Home,San Francisco 49ers,13
DeAngelo Williams,Carolina Panthers,1,7,21,0,0,0,0,0,Home,Minnesota Vikings,13
Bernard Pierce,Baltimore Ravens,1,6,16,0,1,0,0,0,Away,San Diego Chargers,13
Fozzy Whittaker,Carolina Panthers,1,1,16,0,0,0,0,0,Home,Minnesota Vikings,13
Ka'Deem Carey,Chicago Bears,1,2,8,0,1,1,7,0,Home,Detroit Lions,13
Lance Dunbar,Dallas Cowboys,1,2,15,0,0,0,0,0,Away,Philadelphia Eagles,13
Ben Tate,Minnesota Vikings,1,5,15,0,0,0,0,0,Away,Carolina Panthers,13
Jonathan Grimes,Houston Texans,1,5,13,0,0,0,0,0,Away,Tennessee Titans,13
Andre Ellington,Arizona Cardinals,1,5,12,0,0,0,0,0,Home,Atlanta Falcons,13
Trent Richardson,Indianapolis Colts,1,8,12,0,0,0,0,0,Away,Washington Redskins,13
Bryce Brown,Buffalo Bills,1,3,11,0,0,0,0,0,Away,Cleveland Browns,13
Travaris Cadet,New Orleans Saints,1,0,0,0,2,2,11,0,Home,Pittsburgh Steelers,13
Joe Banyard,Minnesota Vikings,1,2,8,0,0,0,0,0,Away,Carolina Panthers,13
Daniel Thomas,Miami Dolphins,1,1,5,0,1,1,3,0,Home,New York Jets,13
Leon Washington,Tennessee Titans,1,0,0,0,1,1,8,0,Home,Houston Texans,13
Toby Gerhart,Jacksonville Jaguars,1,5,7,0,0,0,0,0,Away,New York Giants,13
Branden Oliver,San Diego Chargers,1,1,7,0,0,0,0,0,Home,Baltimore Ravens,13
Alfred Blue,Houston Texans,1,7,6,0,0,0,0,0,Away,Tennessee Titans,13
Jordan Todman,Jacksonville Jaguars,1,1,-1,0,2,1,7,0,Away,New York Giants,13
Joseph Randle,Dallas Cowboys,1,2,6,0,1,1,-1,0,Away,Philadelphia Eagles,13
De'Anthony Thomas,Kansas City Chiefs,1,0,0,0,2,2,5,0,Away,Denver Broncos,13
Mike Tolbert,Carolina Panthers,1,2,5,0,2,2,0,0,Home,Minnesota Vikings,13
Donald Brown,San Diego Chargers,1,1,-2,0,1,1,6,0,Home,Baltimore Ravens,13
Jonas Gray,New England Patriots,1,1,4,0,0,0,0,0,Home,Green Bay Packers,13
Benny Cunningham,St. Louis Rams,1,2,3,0,0,0,0,0,Away,Oakland Raiders,13
John Conner,New York Jets,1,1,2,0,0,0,0,0,Away,Miami Dolphins,13
Ray Agnew,Cleveland Browns,1,0,0,0,1,1,0,0,Home,Buffalo Bills,13
Dri Archer,Pittsburgh Steelers,1,1,0,0,0,0,0,0,Away,New Orleans Saints,13
Patrick DiMarco,Atlanta Falcons,1,0,0,0,1,0,0,0,Away,Arizona Cardinals,13
Shonn Greene,Tennessee Titans,1,2,0,0,0,0,0,0,Home,Houston Texans,13
Kyle Juszczyk,Baltimore Ravens,1,0,0,0,2,0,0,0,Away,San Diego Chargers,13
Bruce Miller,San Francisco 49ers,1,0,0,0,1,0,0,0,Away,Seattle Seahawks,13
Darrel Young,Washington Redskins,1,0,0,0,1,0,0,0,Home,Indianapolis Colts,13
Senorise Perry,Chicago Bears,1,0,0,0,1,1,-1,0,Home,Detroit Lions,13
