Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Kendall Hunter,San Francisco 49ers,1,4,14,1,1,1,4,0,Away,Indianapolis Colts,3
Mike Tolbert,Carolina Panthers,1,9,18,1,0,0,0,0,Away,New York Giants,3
Michael Bush,Chicago Bears,1,8,9,1,1,0,0,0,Home,Pittsburgh Steelers,3
Marshawn Lynch,Seattle Seahawks,1,17,69,0,0,0,0,0,Away,Jacksonville Jaguars,3
Darren McFadden,Oakland Raiders,1,12,9,1,1,0,0,0,Home,Denver Broncos,3
Pierre Thomas,New Orleans Saints,1,11,28,0,6,6,39,0,Away,Arizona Cardinals,3
Ronnie Brown,San Diego Chargers,1,5,6,1,0,0,0,0,Home,Tennessee Titans,3
LeGarrette Blount,New England Patriots,1,14,65,0,0,0,0,0,Away,Tampa Bay Buccaneers,3
Jordan Todman,Jacksonville Jaguars,1,2,5,1,0,0,0,0,Home,Seattle Seahawks,3
Lamar Miller,Miami Dolphins,1,8,62,0,3,1,2,0,Away,Atlanta Falcons,3
Isaiah Pead,St. Louis Rams,1,6,20,0,7,7,43,0,Home,Dallas Cowboys,3
Montee Ball,Denver Broncos,1,11,61,0,0,0,0,0,Away,Oakland Raiders,3
Ryan Mathews,San Diego Chargers,1,16,58,0,0,0,0,0,Home,Tennessee Titans,3
Darren Sproles,New Orleans Saints,1,3,17,0,6,4,39,0,Away,Arizona Cardinals,3
Andre Ellington,Arizona Cardinals,1,3,19,0,6,3,36,0,Home,New Orleans Saints,3
James Starks,Green Bay Packers,1,14,55,0,0,0,0,0,Home,Cincinnati Bengals,3
Chris Ogbonnaya,Cleveland Browns,1,2,23,0,5,4,30,0,Home,Minnesota Vikings,3
Arian Foster,Houston Texans,1,12,54,0,2,1,-2,0,Home,Baltimore Ravens,3
Jonathan Dwyer,Pittsburgh Steelers,1,12,39,0,3,1,9,0,Away,Chicago Bears,3
Felix Jones,Pittsburgh Steelers,1,7,34,0,2,2,13,0,Away,Chicago Bears,3
Knowshon Moreno,Denver Broncos,1,12,39,0,2,1,6,0,Away,Oakland Raiders,3
Stevan Ridley,New England Patriots,1,11,35,0,1,1,8,0,Away,Tampa Bay Buccaneers,3
Ben Tate,Houston Texans,1,9,36,0,4,3,7,0,Home,Baltimore Ravens,3
Rashard Mendenhall,Arizona Cardinals,1,9,29,0,1,1,12,0,Home,New Orleans Saints,3
David Wilson,New York Giants,1,11,39,0,0,0,0,0,Home,Carolina Panthers,3
Khiry Robinson,New Orleans Saints,1,4,38,0,0,0,0,0,Away,Arizona Cardinals,3
Christine Michael,Seattle Seahawks,1,9,37,0,0,0,0,0,Away,Jacksonville Jaguars,3
Roy Helu,Washington Redskins,1,0,0,0,3,3,35,0,Away,Detroit Lions,3
Donald Brown,Indianapolis Colts,1,3,25,0,1,0,0,0,Home,San Francisco 49ers,3
Knile Davis,Kansas City Chiefs,1,6,25,0,0,0,0,0,Home,Philadelphia Eagles,3
Benny Cunningham,St. Louis Rams,1,4,16,0,3,1,6,0,Home,Dallas Cowboys,3
Da'Rel Scott,New York Giants,1,1,5,0,3,2,17,0,Home,Carolina Panthers,3
Bobby Rainey,Cleveland Browns,1,4,17,0,1,1,4,0,Home,Minnesota Vikings,3
Lance Dunbar,Dallas Cowboys,1,5,19,0,0,0,0,0,Away,St. Louis Rams,3
Vonta Leach,Baltimore Ravens,1,3,8,0,2,2,11,0,Away,Houston Texans,3
Brian Leonard,Tampa Bay Buccaneers,1,0,0,0,2,1,17,0,Home,New England Patriots,3
Rashad Jennings,Oakland Raiders,1,0,0,0,2,2,15,0,Home,Denver Broncos,3
Toby Gerhart,Minnesota Vikings,1,0,0,0,2,2,14,0,Away,Cleveland Browns,3
Alex Green,New York Jets,1,5,14,0,0,0,0,0,Away,Buffalo Bills,3
Jackie Battle,Tennessee Titans,1,4,12,0,0,0,0,0,Away,San Diego Chargers,3
Bruce Miller,San Francisco 49ers,1,0,0,0,1,1,10,0,Away,Indianapolis Colts,3
Anthony Sherman,Kansas City Chiefs,1,0,0,0,2,1,10,0,Home,Philadelphia Eagles,3
C.J. Spiller,Buffalo Bills,1,10,9,0,1,1,1,0,Home,New York Jets,3
Tommy Bohanon,New York Jets,1,1,0,0,1,1,9,0,Away,Buffalo Bills,3
Willis McGahee,Cleveland Browns,1,8,9,0,0,0,0,0,Home,Minnesota Vikings,3
Bryce Brown,Philadelphia Eagles,1,3,7,0,0,0,0,0,Away,Kansas City Chiefs,3
Theo Riddick,Detroit Lions,1,2,-2,0,2,1,8,0,Home,Washington Redskins,3
Jed Collins,New Orleans Saints,1,0,0,0,1,1,5,0,Away,Arizona Cardinals,3
Henry Hynoski,New York Giants,1,0,0,0,1,1,5,0,Home,Carolina Panthers,3
Chris Ivory,New York Jets,1,4,5,0,0,0,0,0,Away,Buffalo Bills,3
Mike James,Tampa Bay Buccaneers,1,1,5,0,0,0,0,0,Home,New England Patriots,3
Will Johnson,Pittsburgh Steelers,1,0,0,0,1,1,5,0,Away,Chicago Bears,3
Robert Turbin,Seattle Seahawks,1,3,5,0,1,0,0,0,Away,Jacksonville Jaguars,3
Cierre Wood,Houston Texans,1,2,4,0,0,0,0,0,Home,Baltimore Ravens,3
Shaun Draughn,Baltimore Ravens,1,4,2,0,0,0,0,0,Away,Houston Texans,3
Brandon Jacobs,New York Giants,1,3,2,0,0,0,0,0,Home,Carolina Panthers,3
Stepfan Taylor,Arizona Cardinals,1,0,0,0,1,1,2,0,Home,New Orleans Saints,3
Erik Lorig,Tampa Bay Buccaneers,1,0,0,0,1,1,1,0,Home,New England Patriots,3
Le'Ron McClain,San Diego Chargers,1,1,7,0,1,1,-6,0,Home,Tennessee Titans,3
Stanley Havili,Indianapolis Colts,1,0,0,0,1,1,0,0,Home,San Francisco 49ers,3
Zach Line,Minnesota Vikings,1,0,0,0,1,0,0,0,Away,Cleveland Browns,3
Armond Smith,Carolina Panthers,1,3,0,0,0,0,0,0,Away,New York Giants,3
Tashard Choice,Buffalo Bills,1,2,-1,0,1,0,0,0,Home,New York Jets,3
Anthony Dixon,San Francisco 49ers,1,1,-1,0,0,0,0,0,Away,Indianapolis Colts,3
Phillip Tanner,Dallas Cowboys,1,3,-1,0,0,0,0,0,Away,St. Louis Rams,3
Dexter McCluster,Kansas City Chiefs,1,1,-3,0,4,1,1,0,Home,Philadelphia Eagles,3
Denard Robinson,Jacksonville Jaguars,1,1,-2,0,0,0,0,0,Home,Seattle Seahawks,3
