Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Jacquizz Rodgers,Atlanta Falcons,1,3,31,0,7,5,28,0,Away,Seattle Seahawks,10
Dan Herron,Indianapolis Colts,1,1,0,0,1,1,57,0,Away,St. Louis Rams,10
Ray Rice,Baltimore Ravens,1,18,30,0,6,6,26,0,Away,Cincinnati Bengals,10
Rashard Mendenhall,Arizona Cardinals,1,13,42,0,1,1,9,0,Away,Houston Texans,10
Matt Forte,Chicago Bears,1,17,33,0,7,4,16,0,Away,Detroit Lions,10
Bernard Pierce,Baltimore Ravens,1,8,31,0,3,2,12,0,Away,Cincinnati Bengals,10
Joique Bell,Detroit Lions,1,10,41,0,1,0,0,0,Home,Chicago Bears,10
Jonathan Dwyer,Pittsburgh Steelers,1,6,38,0,1,1,3,0,Away,Buffalo Bills,10
Mike James,Tampa Bay Buccaneers,1,5,41,0,0,0,0,0,Away,Miami Dolphins,10
Jonathan Stewart,Carolina Panthers,1,13,41,0,0,0,0,0,Home,San Francisco 49ers,10
Ronnie Brown,San Diego Chargers,1,9,36,0,0,0,0,0,Away,Denver Broncos,10
BenJarvus Green-Ellis,Cincinnati Bengals,1,9,36,0,0,0,0,0,Home,Baltimore Ravens,10
Trent Richardson,Indianapolis Colts,1,5,2,0,5,3,33,0,Away,St. Louis Rams,10
C.J. Spiller,Buffalo Bills,1,8,23,0,3,3,11,0,Home,Pittsburgh Steelers,10
Christine Michael,Seattle Seahawks,1,8,33,0,0,0,0,0,Home,Atlanta Falcons,10
Shonn Greene,Tennessee Titans,1,9,22,0,3,3,10,0,Away,Jacksonville Jaguars,10
Jason Snelling,Atlanta Falcons,1,1,7,0,4,3,25,0,Away,Seattle Seahawks,10
Roy Helu,Washington Redskins,1,2,8,0,4,3,23,0,Home,Minnesota Vikings,10
Marcel Reece,Oakland Raiders,1,0,0,0,3,3,30,0,Home,New York Giants,10
Stanley Havili,Indianapolis Colts,1,1,1,0,4,3,25,0,Away,St. Louis Rams,10
Mike Tolbert,Carolina Panthers,1,2,7,0,3,2,16,0,Home,San Francisco 49ers,10
Peyton Hillis,New York Giants,1,5,21,0,2,1,0,0,Away,Oakland Raiders,10
Dennis Johnson,Houston Texans,1,4,7,0,1,1,14,0,Home,Arizona Cardinals,10
Montee Ball,Denver Broncos,1,5,20,0,0,0,0,0,Home,San Diego Chargers,10
Steven Jackson,Atlanta Falcons,1,9,11,0,5,3,9,0,Away,Seattle Seahawks,10
Greg Jones,Houston Texans,1,0,0,0,1,1,19,0,Home,Arizona Cardinals,10
Felix Jones,Pittsburgh Steelers,1,4,16,0,0,0,0,0,Away,Buffalo Bills,10
James Starks,Green Bay Packers,1,4,5,0,1,1,9,0,Away,Philadelphia Eagles,10
John Kuhn,Green Bay Packers,1,1,2,0,2,2,10,0,Away,Philadelphia Eagles,10
Bryce Brown,Philadelphia Eagles,1,4,11,0,0,0,0,0,Home,Green Bay Packers,10
Lamar Miller,Miami Dolphins,1,7,2,0,3,2,9,0,Home,Tampa Bay Buccaneers,10
Bruce Miller,San Francisco 49ers,1,0,0,0,2,1,10,0,Away,Carolina Panthers,10
Kendall Hunter,San Francisco 49ers,1,3,8,0,1,0,0,0,Away,Carolina Panthers,10
Robert Turbin,Seattle Seahawks,1,7,13,0,1,1,-5,0,Home,Atlanta Falcons,10
Stepfan Taylor,Arizona Cardinals,1,2,6,0,0,0,0,0,Away,Houston Texans,10
Tony Fiammetta,Chicago Bears,1,0,0,0,1,1,4,0,Away,Detroit Lions,10
Toby Gerhart,Minnesota Vikings,1,1,4,0,0,0,0,0,Away,Washington Redskins,10
Denard Robinson,Jacksonville Jaguars,1,4,3,0,0,0,0,0,Home,Tennessee Titans,10
Vonta Leach,Baltimore Ravens,1,2,2,0,0,0,0,0,Away,Cincinnati Bengals,10
Michael Bush,Chicago Bears,1,1,0,0,0,0,0,0,Away,Detroit Lions,10
Darrel Young,Washington Redskins,1,1,0,0,1,0,0,0,Home,Minnesota Vikings,10
LaMichael James,San Francisco 49ers,1,1,-1,0,0,0,0,0,Away,Carolina Panthers,10
Daniel Thomas,Miami Dolphins,1,4,-2,0,0,0,0,0,Home,Tampa Bay Buccaneers,10
