Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Montee Ball,Denver Broncos,1,11,37,1,1,0,0,0,Away,Washington Redskins,8
Pierre Thomas,New Orleans Saints,1,14,65,0,3,3,29,0,Away,Buffalo Bills,8
Brandon Bolden,New England Patriots,1,8,22,1,2,2,7,0,Away,Miami Dolphins,8
Toby Gerhart,Minnesota Vikings,1,1,13,1,2,2,15,0,Away,Green Bay Packers,8
Peyton Hillis,New York Giants,1,20,70,0,5,3,15,0,Home,Philadelphia Eagles,8
Kendall Hunter,San Francisco 49ers,1,9,84,0,0,0,0,0,Home,Jacksonville Jaguars,8
Anthony Sherman,Kansas City Chiefs,1,0,0,0,3,3,23,1,Away,Cleveland Browns,8
LeSean McCoy,Philadelphia Eagles,1,15,48,0,5,4,18,0,Away,New York Giants,8
Mike James,Tampa Bay Buccaneers,1,10,39,0,5,4,25,0,Away,Carolina Panthers,8
Bruce Miller,San Francisco 49ers,1,1,0,0,3,2,56,0,Home,Jacksonville Jaguars,8
Daryl Richardson,St. Louis Rams,1,8,39,0,1,1,8,0,Away,Seattle Seahawks,8
LeGarrette Blount,New England Patriots,1,11,46,0,0,0,0,0,Away,Miami Dolphins,8
Joseph Randle,Dallas Cowboys,1,14,26,0,4,3,18,0,Home,Detroit Lions,8
Brian Leonard,Tampa Bay Buccaneers,1,1,7,0,7,6,32,0,Away,Carolina Panthers,8
Bilal Powell,New York Jets,1,10,19,0,6,4,20,0,Home,Cincinnati Bengals,8
Stepfan Taylor,Arizona Cardinals,1,14,38,0,0,0,0,0,Away,Atlanta Falcons,8
Tashard Choice,Buffalo Bills,1,7,35,0,0,0,0,0,Home,New Orleans Saints,8
BenJarvus Green-Ellis,Cincinnati Bengals,1,11,33,0,0,0,0,0,Away,New York Jets,8
Michael Cox,New York Giants,1,9,19,0,1,1,11,0,Home,Philadelphia Eagles,8
Willis McGahee,Cleveland Browns,1,9,28,0,2,2,0,0,Home,Kansas City Chiefs,8
Giovani Bernard,Cincinnati Bengals,1,5,18,0,2,1,9,0,Away,New York Jets,8
Alex Green,New York Jets,1,3,20,0,1,1,7,0,Home,Cincinnati Bengals,8
Marshawn Lynch,Seattle Seahawks,1,8,23,0,1,1,4,0,Home,St. Louis Rams,8
Chris Ogbonnaya,Cleveland Browns,1,3,12,0,4,3,15,0,Home,Kansas City Chiefs,8
Knile Davis,Kansas City Chiefs,1,3,13,0,1,1,12,0,Away,Cleveland Browns,8
Roy Helu,Washington Redskins,1,5,11,0,1,1,14,0,Home,Denver Broncos,8
Phillip Tanner,Dallas Cowboys,1,2,8,0,1,1,17,0,Home,Detroit Lions,8
C.J. Anderson,Denver Broncos,1,4,22,0,0,0,0,0,Away,Washington Redskins,8
Robert Turbin,Seattle Seahawks,1,3,5,0,1,1,16,0,Home,St. Louis Rams,8
Felix Jones,Pittsburgh Steelers,1,1,-1,0,3,2,20,0,Home,Oakland Raiders,8
Jacquizz Rodgers,Atlanta Falcons,1,2,8,0,5,2,11,0,Home,Arizona Cardinals,8
Lance Dunbar,Dallas Cowboys,1,5,16,0,0,0,0,0,Home,Detroit Lions,8
Denard Robinson,Jacksonville Jaguars,1,4,15,0,0,0,0,0,Away,San Francisco 49ers,8
Theo Riddick,Detroit Lions,1,1,7,0,1,1,7,0,Away,Dallas Cowboys,8
Steven Jackson,Atlanta Falcons,1,11,6,0,5,3,7,0,Home,Arizona Cardinals,8
John Conner,New York Giants,1,0,0,0,1,1,12,0,Home,Philadelphia Eagles,8
Chris Ivory,New York Jets,1,6,11,0,0,0,0,0,Home,Cincinnati Bengals,8
Cedric Peerman,Cincinnati Bengals,1,6,11,0,0,0,0,0,Away,New York Jets,8
Marcel Reece,Oakland Raiders,1,3,10,0,0,0,0,0,Away,Pittsburgh Steelers,8
Jonathan Dwyer,Pittsburgh Steelers,1,3,9,0,0,0,0,0,Home,Oakland Raiders,8
Khiry Robinson,New Orleans Saints,1,7,9,0,0,0,0,0,Away,Buffalo Bills,8
Jed Collins,New Orleans Saints,1,0,0,0,1,1,8,0,Away,Buffalo Bills,8
Rashad Jennings,Oakland Raiders,1,2,8,0,0,0,0,0,Away,Pittsburgh Steelers,8
John Kuhn,Green Bay Packers,1,0,0,0,2,1,7,0,Home,Minnesota Vikings,8
Justin Forsett,Jacksonville Jaguars,1,0,0,0,3,3,6,0,Away,San Francisco 49ers,8
Kenjon Barner,Carolina Panthers,1,1,1,0,1,1,2,0,Home,Tampa Bay Buccaneers,8
Frank Summers,Buffalo Bills,1,1,3,0,1,0,0,0,Home,New Orleans Saints,8
Anthony Dixon,San Francisco 49ers,1,1,2,0,0,0,0,0,Home,Jacksonville Jaguars,8
Erik Lorig,Tampa Bay Buccaneers,1,0,0,0,1,1,2,0,Away,Carolina Panthers,8
Bryce Brown,Philadelphia Eagles,1,3,-1,0,1,1,2,0,Away,New York Giants,8
Michael Robinson,Seattle Seahawks,1,1,0,0,0,0,0,0,Home,St. Louis Rams,8
Darren Sproles,New Orleans Saints,1,0,0,0,4,4,0,0,Away,Buffalo Bills,8
