,Unnamed: 0,playerId,rushAtt,rushYds,rushTds,rec,recYds,recTds,fumbles,analyst,player,position,games,rush40,rec40,returnYds,returnTds,twoPts,Fantasy Points
417,418,2541161,13.6,58.0,0.4,2.4,18.9,0.1,,4,Latavius Murray,RB,,,,,,,
418,419,2543551,7.3,31.2,0.2,1.6,12.7,0.0,,4,KaDeem Carey,RB,,,,,,,
419,420,2543565,1.7,7.0,0.0,0.6,4.8,0.0,,4,Andre Williams,RB,,,,,,,
420,421,2543583,12.6,57.4,0.5,3.1,27.2,0.1,,4,Devonta Freeman,RB,,,,,,,
421,422,2543600,2.7,9.9,0.1,0.3,1.9,0.0,,4,Alfred Blue,RB,,,,,,,
422,423,2543603,14.5,51.6,0.4,1.2,7.5,0.0,,4,Jeremy Hill,RB,,,,,,,
423,424,2543664,11.6,44.7,0.3,1.9,14.8,0.1,,4,Terrance West,RB,,,,,,,
424,425,2543715,11.2,48.8,0.3,2.6,17.8,0.1,,4,Jerick McKinnon,RB,,,,,,,
425,426,2543743,13.3,45.6,0.3,2.4,15.0,0.1,,4,Carlos Hyde,RB,,,,,,,
426,427,2543770,14.7,57.5,0.4,3.1,27.3,0.1,,4,Charles Sims,RB,,,,,,,
427,428,2543773,3.9,15.5,0.1,3.4,27.6,0.1,,4,James White,RB,,,,,,,
428,429,2550189,18.0,76.7,0.4,1.2,9.3,0.0,,4,Isaiah Crowell,RB,,,,,,,
429,430,2550206,0.0,0.0,0.0,0.5,2.8,0.0,,4,Ryan Hewitt,RB,,,,,,,
430,431,2550268,1.9,7.0,0.1,0.5,3.4,0.0,,4,Charcandrick West,RB,,,,,,,
431,432,2550481,1.9,8.4,0.1,0.3,1.9,0.0,,4,Orleans Darkwa,RB,,,,,,,
432,433,2550512,2.5,11.3,0.1,1.5,14.2,0.1,,4,Damien Williams,RB,,,,,,,
433,434,2550542,0.5,2.1,0.0,0.4,2.7,0.0,,4,Kapri Bibbs,RB,,,,,,,
434,435,2550738,2.7,10.9,0.1,0.6,4.5,0.0,,4,Fitzgerald Toussaint,RB,,,,,,,
435,436,2552375,5.9,23.4,0.2,0.4,3.2,0.0,,4,Cameron Artis-Payne,RB,,,,,,,
436,437,2552379,12.1,48.7,0.4,2.3,21.3,0.1,,4,Jeremy Langford,RB,,,,,,,
437,438,2552382,0.8,2.8,0.0,0.2,1.7,0.0,,4,Malcolm Brown,RB,,,,,,,
438,439,2552453,9.4,44.1,0.4,3.4,27.8,0.1,,4,Tevin Coleman,RB,,,,,,,
439,440,2552461,6.1,25.3,0.1,3.5,28.4,0.1,,4,Duke Johnson,RB,,,,,,,
440,441,2552464,0.1,0.4,0.0,0.2,1.8,0.0,,4,Jalston Fowler,RB,,,,,,,
441,442,2552469,15.9,66.2,0.4,3.5,24.9,0.1,,4,Melvin Gordon,RB,,,,,,,
442,443,2552471,9.0,34.1,0.2,2.4,17.9,0.1,,4,T.J. Yeldon,RB,,,,,,,
443,444,2552475,18.4,75.2,0.7,2.5,20.1,0.1,,4,Todd Gurley,RB,,,,,,,
444,445,2552477,0.3,0.9,0.0,0.2,1.8,0.0,,4,Aaron Ripkowski,RB,,,,,,,
445,446,2552582,9.8,42.3,0.3,1.0,8.4,0.0,,4,Jay Ajayi,RB,,,,,,,
446,447,2552635,13.3,54.5,0.3,1.2,11.3,0.0,,4,Matt Jones,RB,,,,,,,
447,448,2552636,0.2,0.7,0.0,0.2,1.1,0.0,,4,Michael Burton,RB,,,,,,,
448,449,2553435,16.4,73.5,0.6,3.6,34.3,0.2,,4,David Johnson,RB,,,,,,,
449,450,2553439,0.7,2.2,0.0,0.3,1.7,0.0,,4,Mike Davis,RB,,,,,,,
450,451,2553446,0.3,0.9,0.0,0.4,3.4,0.0,,4,Malcolm Johnson,RB,,,,,,,
451,452,2553631,2.3,9.2,0.1,0.5,3.5,0.0,,4,Zach Zenner,RB,,,,,,,
452,453,2553650,0.2,0.8,0.0,0.0,0.0,0.0,,4,Corey Grant,RB,,,,,,,
453,454,2553733,12.0,53.6,0.3,1.3,11.6,0.1,,4,Thomas Rawls,RB,,,,,,,
454,455,2555219,0.3,1.0,0.0,0.2,1.2,0.0,,4,Daniel Lasco,RB,,,,,,,
455,456,2555223,6.4,27.3,0.2,0.4,2.7,0.0,,4,Devontae Booker,RB,,,,,,,
456,457,2555224,18.3,74.5,0.6,1.6,13.6,0.1,,4,Ezekiel Elliott,RB,,,,,,,
457,458,2555230,10.6,48.4,0.4,2.1,16.7,0.1,,4,Kenyan Drake,RB,,,,,,,
458,459,2555234,1.7,6.9,0.0,0.8,6.4,0.0,,4,Tyler Ervin,RB,,,,,,,
459,460,2555417,2.2,9.0,0.1,1.4,12.1,0.1,,4,C.J. Prosise,RB,,,,,,,
460,461,2555418,5.2,21.5,0.2,0.8,6.1,0.0,,4,Jordan Howard,RB,,,,,,,
461,462,2555432,0.4,1.4,0.0,0.0,0.0,0.0,,4,Andy Janovich,RB,,,,,,,
462,463,2555461,1.3,5.4,0.0,0.1,1.0,0.0,,4,Wendell Smallwood,RB,,,,,,,
463,464,2555464,5.4,22.4,0.1,0.8,6.3,0.0,,4,DeAndre Washington,RB,,,,,,,
464,465,2556075,8.0,32.6,0.3,1.4,12.0,0.1,,4,Derrick Henry,RB,,,,,,,
465,466,2556118,5.7,24.5,0.1,0.9,6.9,0.0,,4,Dwayne Washington,RB,,,,,,,
466,467,2556411,2.8,12.4,0.1,0.6,4.4,0.0,,4,Josh Ferguson,RB,,,,,,,
467,468,2556801,5.2,22.0,0.1,1.8,14.4,0.1,,4,Kenneth Farrow,RB,,,,,,,
468,469,2556885,3.8,16.0,0.1,1.0,8.4,0.0,,4,Jalen Richard,RB,,,,,,,
469,470,230,,,,,1.0,,,5,Jerome Felton,RB,,,,,,,
470,471,234,,72.0,1.0,,35.0,1.0,,5,Matt Forte,RB,,,,,,,
471,472,262,,20.0,,,2.0,,,5,Chris Johnson,RB,,,,,,,
472,473,284,,40.0,,,13.0,1.0,,5,Darren McFadden,RB,,,,,,,
473,474,925,,51.0,,,28.0,,,5,Jamaal Charles,RB,,,,,,,
474,475,927,,77.0,1.0,,18.0,,1.0,5,Justin Forsett,RB,,,,,,,
475,476,949,,78.0,,,11.0,,,5,Jonathan Stewart,RB,,,,,,,
476,477,4327,,28.0,1.0,,35.0,,,5,Danny Woodhead,RB,,,,,,,
477,478,4383,,31.0,,,6.0,,,5,Tim Hightower,RB,,,,,,,
478,479,4433,,3.0,,,21.0,,,5,Marcel Reece,RB,,,,,,,
479,480,71345,,56.0,,,19.0,1.0,,5,Rashad Jennings,RB,,,,,,,
480,481,79555,,14.0,,,9.0,,,5,Arian Foster,RB,,,,,,,
481,482,79607,,65.0,,,20.0,,,5,LeSean McCoy,RB,,,,,,,
482,483,79619,,,,,,,,5,Knowshon Moreno,RB,,,,,,,
483,484,79629,,2.0,,,2.0,,,5,Cedric Peerman,RB,,,,,,,
484,485,163982,,,,,,,,5,Will Johnson,RB,,,,,,,
485,486,497145,,,,,,,,5,Joique Bell,RB,,,,,,,
486,487,497149,,68.0,,,2.0,,,5,LeGarrette Blount,RB,,,,,,,
487,488,497172,,,,,,,,5,Anthony Dixon,RB,,,,,,,
488,489,497176,,,,,,,,5,Toby Gerhart,RB,,,,,,,
489,490,497188,,59.0,,,10.0,,,5,Ryan Mathews,RB,,,,,,,
490,491,497190,,,,,,,,5,Dexter McCluster,RB,,,,,,,
491,492,497204,,8.0,,,13.0,,,5,C.J. Spiller,RB,,,,,,,
492,493,497206,,30.0,,,18.0,,,5,James Starks,RB,,,,,,,
493,494,2495161,,,,,,,,5,Roy Helu,RB,,,,,,,
494,495,2495172,,,,,,,,5,Kendall Hunter,RB,,,,,,,
495,496,2495207,,76.0,,,24.0,,,5,DeMarco Murray,RB,,,,,,,
496,497,2495258,,6.0,,,9.0,1.0,,5,Matt Asiata,RB,,,,,,,
497,498,2495314,,,,,,,,5,Bruce Miller,RB,,,,,,,
498,499,2495328,,11.0,,,16.0,,,5,Bilal Powell,RB,,,,,,,
499,500,2495340,,,,,2.0,,,5,Anthony Sherman,RB,,,,,,,
500,501,2495461,,5.0,,,5.0,,,5,Shaun Draughn,RB,,,,,,,
501,502,2495466,,73.0,1.0,,21.0,,,5,Mark Ingram,RB,,,,,,,
502,503,2495467,,5.0,,,4.0,,,5,Taiwan Jones,RB,,,,,,,
503,504,2495469,,,,,,,,5,Dion Lewis,RB,,,,,,,
504,505,2495471,,13.0,,,7.0,,,5,Jacquizz Rodgers,RB,,,,,,,
505,506,2495472,,6.0,,,7.0,,,5,Jordan Todman,RB,,,,,,,
506,507,2495473,,17.0,,,27.0,,,5,Shane Vereen,RB,,,,,,,
507,508,2495560,,,,,,,,5,Ahmad Bradshaw,RB,,,,,,,
508,509,2495663,,,,,,,,5,Marshawn Lynch,RB,,,,,,,
509,510,2495979,,76.0,1.0,,23.0,,,5,DeAngelo Williams,RB,,,,,,,
510,511,2505936,,,,,,,,5,Steven Jackson,RB,,,,,,,
511,512,2506147,,1.0,,,3.0,,,5,John Kuhn,RB,,,,,,,
512,513,2506404,,74.0,1.0,,17.0,,,5,Frank Gore,RB,,,,,,,
513,514,2506467,,21.0,,,27.0,,,5,Darren Sproles,RB,,,,,,,
514,515,2506871,,,,,,,,5,Fred Jackson,RB,,,,,,,
515,516,2506874,,10.0,,,10.0,,,5,Reggie Bush,RB,,,,,,,
516,517,2507164,,65.0,,,15.0,,,5,Adrian Peterson,RB,,,,,,,
517,518,2507428,,13.0,,,8.0,1.0,1.0,5,Mike Tolbert,RB,,,,,,,
518,519,2507779,,,,,,,,5,Donald Brown,RB,,,,,,,
519,520,2507999,,63.0,,,17.0,,,5,Chris Ivory,RB,,,,,,,
520,521,2508096,,,,,,,,5,Tyler Clutts,RB,,,,,,,
521,522,2508101,,,,,3.0,,,5,James Develin,RB,,,,,,,
522,523,2530690,,14.0,,,5.0,,,5,DuJuan Harris,RB,,,,,,,
523,524,2530763,,,,,6.0,,,5,Patrick DiMarco,RB,,,,,,,
524,525,2532797,,,,,,,,5,Brandon Bolden,RB,,,,,,,
525,526,2532851,,,,,,,,5,Cyrus Gray,RB,,,,,,,
526,527,2532864,,,,,,,,5,Dan Herron,RB,,,,,,,
527,528,2532899,,74.0,,,14.0,,,5,Doug Martin,RB,,,,,,,
528,529,2532926,,,,,,,,5,Isaiah Pead,RB,,,,,,,
529,530,2533012,,,,,,,,5,Vick Ballard,RB,,,,,,,
530,531,2533030,,,,,,,,5,Jonas Gray,RB,,,,,,,
531,532,2533034,,79.0,,,19.0,,1.0,5,Lamar Miller,RB,,,,,,,
532,533,2533036,,,,,,,,5,LaMichael James,RB,,,,,,,
533,534,2533037,,,,,,,,5,Chris Polk,RB,,,,,,,
534,535,2533437,,,,,,,,5,Ronnie Hillman,RB,,,,,,,
535,536,2533457,,13.0,,,7.0,,,5,Alfred Morris,RB,,,,,,,
536,537,2533460,,20.0,,,8.0,,,5,Robert Turbin,RB,,,,,,,
537,538,2533545,,,,,,,,5,Bernard Pierce,RB,,,,,,,
538,539,2534437,,,,,,,,5,Austin Johnson,RB,,,,,,,
539,540,2534571,,,,,,,,5,Bobby Rainey,RB,,,,,,,
540,541,2534770,,9.0,,,9.0,,,5,Jonathan Grimes,RB,,,,,,,
541,542,2534789,,12.0,,,6.0,,,5,Daryl Richardson,RB,,,,,,,
542,543,2534796,,,,,,,,5,Bryce Brown,RB,,,,,,,
543,544,2534871,,,,,,,,5,Derrick Coleman,RB,,,,,,,
544,545,2535696,,,,,,,,5,Joe Banyard,RB,,,,,,,
545,546,2535708,,6.0,,,18.0,,,5,Lance Dunbar,RB,,,,,,,
546,547,2535890,,4.0,,,24.0,,,5,Travaris Cadet,RB,,,,,,,
547,548,2536044,,,,,,,,5,Jamize Olawale,RB,,,,,,,
548,549,2536532,,,,,,,,5,Jorvorskie Lane,RB,,,,,,,
549,550,2539217,,10.0,,,6.0,,,5,Andre Ellington,RB,,,,,,,
550,551,2539260,,19.0,,,7.0,,,5,Denard Robinson,RB,,,,,,,
551,552,2539265,,,,,,,,5,Rex Burkhead,RB,,,,,,,
552,553,2539289,,9.0,,,6.0,,,5,Kenjon Barner,RB,,,,,,,
553,554,2539303,,1.0,,,4.0,,,5,Zach Line,RB,,,,,,,
554,555,2539322,,31.0,1.0,,7.0,,1.0,5,Christine Michael,RB,,,,,,,
555,556,2539341,,,,,,,,5,Montee Ball,RB,,,,,,,
556,557,2539663,,23.0,,,6.0,,,5,Mike Gillislee,RB,,,,,,,
557,558,2540011,,15.0,,,24.0,,1.0,5,Chris Thompson,RB,,,,,,,
558,559,2540020,,9.0,,,33.0,,,5,Theo Riddick,RB,,,,,,,
559,560,2540037,,6.0,,,5.0,,,5,Fozzy Whittaker,RB,,,,,,,
560,561,2540156,,37.0,,,29.0,,1.0,5,Giovani Bernard,RB,,,,,,,
561,562,2540168,,64.0,1.0,,20.0,,,5,Eddie Lacy,RB,,,,,,,
562,563,2540171,,,,,,,,5,Joseph Randle,RB,,,,,,,
563,564,2540175,,,,,,,,5,LeVeon Bell,RB,,,,,,,
564,565,2540178,,6.0,,,3.0,,,5,Knile Davis,RB,,,,,,,
565,566,2540204,,17.0,,,5.0,,,5,Spencer Ware,RB,,,,,,,
566,567,2540224,,,,,,,,5,Mike James,RB,,,,,,,
567,568,2540225,,,,,,,,5,Tommy Bohanon,RB,,,,,,,
568,569,2540230,,,,,17.0,,,5,Kyle Juszczyk,RB,,,,,,,
569,570,2540269,,86.0,,,19.0,,,5,C.J. Anderson,RB,,,,,,,
570,571,2541161,,69.0,,,17.0,,,5,Latavius Murray,RB,,,,,,,
571,572,2541544,,8.0,,,17.0,,,5,Benny Cunningham,RB,,,,,,,
572,573,2541778,,,,,,,,5,Kendall Gaskins,RB,,,,,,,
573,574,2543502,,,,,,,,5,Tre Mason,RB,,,,,,,
574,575,2543551,,14.0,,,5.0,,,5,KaDeem Carey,RB,,,,,,,
575,576,2543565,,23.0,,,3.0,,,5,Andre Williams,RB,,,,,,,
576,577,2543570,,,,,,,,5,Storm Johnson,RB,,,,,,,
577,578,2543583,,87.0,1.0,,34.0,,1.0,5,Devonta Freeman,RB,,,,,,,
578,579,2543596,,,,,,,,5,Dri Archer,RB,,,,,,,
579,580,2543600,,21.0,,,5.0,,,5,Alfred Blue,RB,,,,,,,
580,581,2543603,,58.0,,,10.0,,,5,Jeremy Hill,RB,,,,,,,
581,582,2543655,,,,,,,,5,Tyler Gaffney,RB,,,,,,,
582,583,2543664,,31.0,1.0,,5.0,,,5,Terrance West,RB,,,,,,,
583,584,2543690,,,,,,,,5,Marion Grice,RB,,,,,,,
584,585,2543695,,2.0,,,3.0,,,5,Jay Prosch,RB,,,,,,,
585,586,2543715,,14.0,,,13.0,,,5,Jerick McKinnon,RB,,,,,,,
586,587,2543743,,59.0,,,16.0,,,5,Carlos Hyde,RB,,,,,,,
587,588,2543770,,23.0,,,23.0,1.0,,5,Charles Sims,RB,,,,,,,
588,589,2543773,,7.0,,,27.0,,,5,James White,RB,,,,,,,
589,590,2550189,,59.0,1.0,,7.0,,,5,Isaiah Crowell,RB,,,,,,,
590,591,2550233,,,,,,,,5,Rajion Neal,RB,,,,,,,
591,592,2550268,,15.0,,,7.0,,,5,Charcandrick West,RB,,,,,,,
592,593,2550270,,,,,4.0,,,5,Nikita Whitlock,RB,,,,,,,
593,594,2550474,,,,,,,,5,Antonio Andrews,RB,,,,,,,
594,595,2550481,,,,,,,,5,Orleans Darkwa,RB,,,,,,,
595,596,2550512,,6.0,,,12.0,,,5,Damien Williams,RB,,,,,,,
596,597,2550529,,,,,,,,5,Silas Redd,RB,,,,,,,
597,598,2550540,,4.0,,,2.0,,,5,George Atkinson,RB,,,,,,,
598,599,2550542,,9.0,,,5.0,,,5,Kapri Bibbs,RB,,,,,,,
599,600,2550596,,,,,,,,5,Darrin Reaves,RB,,,,,,,
600,601,2550658,,,,,,,,5,Branden Oliver,RB,,,,,,,
601,602,2550738,,21.0,,,8.0,,,5,Fitzgerald Toussaint,RB,,,,,,,
602,603,2552374,,54.0,,,12.0,,,5,Ameer Abdullah,RB,,,,,,,
603,604,2552375,,14.0,,,5.0,,,5,Cameron Artis-Payne,RB,,,,,,,
604,605,2552376,,,,,,,,5,David Cobb,RB,,,,,,,
605,606,2552379,,67.0,1.0,,28.0,,,5,Jeremy Langford,RB,,,,,,,
606,607,2552382,,10.0,,,4.0,,,5,Malcolm Brown,RB,,,,,,,
607,608,2552453,,18.0,,,5.0,,,5,Tevin Coleman,RB,,,,,,,
608,609,2552461,,25.0,,,25.0,,,5,Duke Johnson,RB,,,,,,,
609,610,2552464,,,,,,,,5,Jalston Fowler,RB,,,,,,,
610,611,2552469,,56.0,,,12.0,,,5,Melvin Gordon,RB,,,,,,,
611,612,2552471,,12.0,,,7.0,,,5,T.J. Yeldon,RB,,,,,,,
612,613,2552475,,60.0,,,14.0,,,5,Todd Gurley,RB,,,,,,,
613,614,2552476,,,,,,,,5,Kenny Hilliard,RB,,,,,,,
614,615,2552477,,2.0,,,7.0,,,5,Aaron Ripkowski,RB,,,,,,,
615,616,2552582,,62.0,1.0,,19.0,,,5,Jay Ajayi,RB,,,,,,,
616,617,2552631,,23.0,,,10.0,,,5,Javorius Allen,RB,,,,,,,
617,618,2552634,,,,,,,,5,Joey Iosefa,RB,,,,,,,
618,619,2552635,,58.0,,,16.0,,,5,Matt Jones,RB,,,,,,,
619,620,2552636,,,,,,,,5,Michael Burton,RB,,,,,,,
620,621,2552647,,,,,,,,5,Marcus Murphy,RB,,,,,,,
621,622,2553117,,,,,,,,5,Jarryd Hayne,RB,,,,,,,
622,623,2553435,,79.0,1.0,,35.0,,,5,David Johnson,RB,,,,,,,
623,624,2553439,,10.0,,,7.0,,,5,Mike Davis,RB,,,,,,,
624,625,2553446,,1.0,,,3.0,,,5,Malcolm Johnson,RB,,,,,,,
625,626,2553511,,,,,,,,5,John Crockett,RB,,,,,,,
626,627,2553533,,,,,,,,5,Alonzo Harris,RB,,,,,,,
627,628,2553650,,6.0,,,3.0,,,5,Corey Grant,RB,,,,,,,
628,629,2553662,,,,,,,,5,Gus Johnson,RB,,,,,,,
629,630,2553728,,5.0,,,2.0,,,5,Raheem Mostert,RB,,,,,,,
630,631,2553733,,76.0,1.0,,13.0,,,5,Thomas Rawls,RB,,,,,,,
631,632,2553743,,,,,1.0,,,5,Rod Smith,RB,,,,,,,
632,633,2553762,,10.0,,,5.0,,,5,Terron Ward,RB,,,,,,,
633,634,2553797,,,,,,,,5,Michael Dyer,RB,,,,,,,
634,635,2555219,,9.0,,,4.0,,,5,Daniel Lasco,RB,,,,,,,
635,636,2555223,,12.0,,,5.0,,,5,Devontae Booker,RB,,,,,,,
636,637,2555224,,46.0,1.0,,17.0,,,5,Ezekiel Elliott,RB,,,,,,,
637,638,2555229,,,,,,,,5,Kenneth Dixon,RB,,,,,,,
638,639,2555230,,,,,,,,5,Kenyan Drake,RB,,,,,,,
639,640,2555234,,9.0,,,5.0,,,5,Tyler Ervin,RB,,,,,,,
640,641,2555417,,15.0,,,6.0,,,5,C.J. Prosise,RB,,,,,,,
641,642,2555418,,12.0,,,5.0,,,5,Jordan Howard,RB,,,,,,,
642,643,2555430,,,,,,,,5,Alex Collins,RB,,,,,,,
643,644,2555432,,1.0,,,4.0,,,5,Andy Janovich,RB,,,,,,,
644,645,2555459,,,,,,,,5,Keith Marshall,RB,,,,,,,
645,646,2555460,,,,,,,,5,Paul Perkins,RB,,,,,,,
646,647,2555464,,17.0,,,5.0,,1.0,5,DeAndre Washington,RB,,,,,,,
647,648,2556075,,12.0,,,4.0,,,5,Derrick Henry,RB,,,,,,,
648,649,2556118,,19.0,,,5.0,,,5,Dwayne Washington,RB,,,,,,,
649,650,2556273,,,,,,,,5,Darius Jackson,RB,,,,,,,
650,651,2556379,,,,,,,,5,Zac Brooks,RB,,,,,,,
651,652,2556411,,12.0,1.0,,12.0,1.0,,5,Josh Ferguson,RB,,,,,,,
652,653,2556414,,10.0,,,3.0,,,5,Rob Kelley,RB,,,,,,,
653,654,2556466,,,,,,,,5,Peyton Barber,RB,,,,,,,
654,655,2556507,,,,,,,,5,Marshaun Coprich,RB,,,,,,,
655,656,2556528,,,,,,,,5,D.J. Foster,RB,,,,,,,
656,657,2556544,,,,,,,,5,Glenn Gronkowski,RB,,,,,,,
657,658,2556603,,,,,,,,5,Tre Madden,RB,,,,,,,
658,659,2556801,,14.0,,,6.0,,,5,Kenneth Farrow,RB,,,,,,,
659,660,2556885,,18.0,,,6.0,,1.0,5,Jalen Richard,RB,,,,,,,
660,661,2557531,,15.0,,,7.0,,,5,Troymaine Pope,RB,,,,,,,
661,662,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Jerome Felton,RB,,,,,,0.0,
662,663,234,16.5,73.2,0.6,4.1,33.3,0.2,0.3,6,Matt Forte,RB,,,,,,0.0,
663,664,262,6.6,29.4,0.4,0.5,4.0,0.0,0.1,6,Chris Johnson,RB,,,,,,0.0,
664,665,284,,,,,,,,6,Darren McFadden,RB,,,,,,,
665,666,925,12.5,58.6,0.5,1.9,15.8,0.1,0.2,6,Jamaal Charles,RB,,,,,,0.0,
666,667,927,12.5,48.2,0.4,2.7,17.3,0.1,0.3,6,Justin Forsett,RB,,,,,,0.0,
667,668,949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Jonathan Stewart,RB,,,,,,0.0,
668,669,4327,,,,,,,,6,Danny Woodhead,RB,,,,,,,
669,670,4383,2.4,8.6,0.1,0.4,3.8,0.0,0.1,6,Tim Hightower,RB,,,,,,0.0,
670,671,4433,,,,,,,,6,Marcel Reece,RB,,,,,,,
671,672,71345,12.8,61.0,0.6,1.8,17.6,0.1,0.2,6,Rashad Jennings,RB,,,,,,0.0,
672,673,79555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Arian Foster,RB,,,,,,0.0,
673,674,79607,18.9,80.0,0.6,2.8,22.6,0.1,0.3,6,LeSean McCoy,RB,,,,,,0.1,
674,675,79629,,,,,,,,6,Cedric Peerman,RB,,,,,,,
675,676,89798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Antone Smith,RB,,,,,,0.0,
676,677,163982,,,,,,,,6,Will Johnson,RB,,,,,,,
677,678,497149,16.5,73.1,0.6,0.2,1.2,0.0,0.2,6,LeGarrette Blount,RB,,,,,,0.0,
678,679,497188,15.9,62.4,0.5,1.8,13.7,0.1,0.3,6,Ryan Mathews,RB,,,,,,0.0,
679,680,497190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Dexter McCluster,RB,,,,,,0.0,
680,681,497206,7.5,32.6,0.4,1.4,12.5,0.1,0.2,6,James Starks,RB,,,,,,0.0,
681,682,2495207,15.1,57.8,0.5,3.0,22.1,0.1,0.3,6,DeMarco Murray,RB,,,,,,0.0,
682,683,2495258,10.0,33.1,0.3,1.3,7.8,0.1,0.2,6,Matt Asiata,RB,,,,,,0.0,
683,684,2495328,4.7,21.7,0.3,1.3,10.1,0.1,0.1,6,Bilal Powell,RB,,,,,,0.0,
684,685,2495340,0.2,0.1,0.0,0.0,0.1,0.0,0.0,6,Anthony Sherman,RB,,,,,,0.0,
685,686,2495461,6.5,23.8,0.2,2.5,16.6,0.1,0.1,6,Shaun Draughn,RB,,,,,,0.0,
686,687,2495466,13.5,57.9,0.6,3.0,23.7,0.2,0.2,6,Mark Ingram,RB,,,,,,0.0,
687,688,2495467,0.0,0.2,0.0,0.0,0.0,0.0,0.0,6,Taiwan Jones,RB,,,,,,0.0,
688,689,2495469,,,,,,,,6,Dion Lewis,RB,,,,,,,
689,690,2495471,4.6,16.2,0.1,0.9,5.5,0.0,0.1,6,Jacquizz Rodgers,RB,,,,,,0.0,
690,691,2495472,0.0,0.3,0.0,0.0,0.1,0.0,0.0,6,Jordan Todman,RB,,,,,,0.0,
691,692,2495473,7.7,35.3,0.4,3.4,27.9,0.3,0.2,6,Shane Vereen,RB,,,,,,0.0,
692,693,2495979,18.7,84.1,0.9,4.4,40.0,0.2,0.3,6,DeAngelo Williams,RB,,,,,,0.0,
693,694,2506147,0.0,0.0,0.0,0.0,0.2,0.0,0.0,6,John Kuhn,RB,,,,,,0.0,
694,695,2506404,15.5,68.5,0.7,1.8,16.1,0.1,0.3,6,Frank Gore,RB,,,,,,0.0,
695,696,2506467,6.3,22.6,0.2,2.6,17.8,0.1,0.1,6,Darren Sproles,RB,,,,,,0.0,
696,697,2506874,1.4,5.1,0.1,0.2,1.2,0.0,0.0,6,Reggie Bush,RB,,,,,,0.0,
697,698,2507164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Adrian Peterson,RB,,,,,,0.0,
698,699,2507428,4.0,16.1,0.1,1.0,7.4,0.0,0.1,6,Mike Tolbert,RB,,,,,,0.0,
699,700,2507999,10.8,38.4,0.4,1.3,8.7,0.1,0.2,6,Chris Ivory,RB,,,,,,0.0,
700,701,2508101,0.2,0.0,0.0,0.5,2.9,0.0,0.0,6,James Develin,RB,,,,,,0.0,
701,702,2527672,,,,,,,,6,Will Tukuafu,RB,,,,,,,
702,703,2530763,0.1,0.2,0.0,0.3,2.0,0.0,0.0,6,Patrick DiMarco,RB,,,,,,0.0,
703,704,2531218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Chase Reynolds,RB,,,,,,0.0,
704,705,2532797,0.7,2.2,0.0,0.0,0.3,0.0,0.0,6,Brandon Bolden,RB,,,,,,0.0,
705,706,2532851,,,,,,,,6,Cyrus Gray,RB,,,,,,,
706,707,2532899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Doug Martin,RB,,,,,,0.0,
707,708,2532926,0.1,0.6,0.0,0.0,0.1,0.0,0.0,6,Isaiah Pead,RB,,,,,,0.0,
708,709,2533034,20.3,84.5,0.7,2.9,22.5,0.2,0.3,6,Lamar Miller,RB,,,,,,0.0,
709,710,2533457,6.0,23.4,0.2,0.2,2.1,0.0,0.2,6,Alfred Morris,RB,,,,,,0.0,
710,711,2533460,4.2,19.8,0.2,0.8,6.4,0.0,0.1,6,Robert Turbin,RB,,,,,,0.0,
711,712,2534571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Bobby Rainey,RB,,,,,,0.0,
712,713,2534770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Jonathan Grimes,RB,,,,,,0.0,
713,714,2534789,0.6,1.8,0.0,0.1,0.3,0.0,0.0,6,Daryl Richardson,RB,,,,,,0.0,
714,715,2535696,,,,,,,,6,Joe Banyard,RB,,,,,,,
715,716,2535708,1.6,6.4,0.0,0.9,6.2,0.0,0.1,6,Lance Dunbar,RB,,,,,,0.0,
716,717,2535890,2.2,6.1,0.1,3.2,22.6,0.2,0.1,6,Travaris Cadet,RB,,,,,,0.0,
717,718,2536044,2.8,6.3,0.1,1.5,9.7,0.1,0.1,6,Jamize Olawale,RB,,,,,,0.0,
718,719,2539217,3.5,17.5,0.2,1.1,9.4,0.1,0.1,6,Andre Ellington,RB,,,,,,0.0,
719,720,2539260,0.5,1.9,0.0,0.1,0.6,0.0,0.0,6,Denard Robinson,RB,,,,,,0.0,
720,721,2539265,0.3,0.5,0.0,0.0,0.2,0.0,0.0,6,Rex Burkhead,RB,,,,,,0.0,
721,722,2539289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Kenjon Barner,RB,,,,,,0.0,
722,723,2539303,0.2,0.1,0.0,0.0,0.1,0.0,0.0,6,Zach Line,RB,,,,,,0.0,
723,724,2539315,0.3,1.4,0.0,0.0,0.1,0.0,0.0,6,Stepfan Taylor,RB,,,,,,0.0,
