,player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
117,Jared Abbrederis,WR,1.54,0.0,1.54,1.54,1.54,1.54
122,Bennie Fowler,WR,1.39,0.0,1.39,1.39,1.3900000000000001,1.39
173,Aaron Burbridge,WR,1.3,0.0,1.3,1.3,1.3,1.3
1,Harry Douglas,WR,1.29,0.0,1.29,1.29,1.29,1.29
166,Malcolm Mitchell,WR,1.28,0.0,1.28,1.28,1.28,1.28
187,Robby Anderson,WR,1.19,0.0,1.19,1.19,1.19,1.19
23,Dwayne Harris,WR,1.19,0.0,1.19,1.19,1.19,1.19
85,Cordarrelle Patterson,WR,1.12,0.0,1.12,1.12,1.12,1.12
92,Brice Butler,WR,1.12,0.0,1.12,1.12,1.12,1.12
126,Brandon Coleman,WR,1.11,0.0,1.11,1.11,1.1099999999999999,1.11
163,Chris Moore,WR,1.0,0.0,1.0,1.0,1.0,1.0
160,Adam Humphries,WR,0.98,0.0,0.98,0.98,0.98,0.98
116,Ryan Grant,WR,0.9,0.0,0.9,0.9,0.9,0.9
158,Bradley Marquez,WR,0.8,0.0,0.8,0.8,0.8,0.8
184,Tyreek Hill,WR,0.74,0.0,0.74,0.74,0.74,0.74
179,Ricardo Louis,WR,0.71,0.0,0.71,0.71,0.71,0.71
192,Tommylee Lewis,WR,0.68,0.0,0.68,0.68,0.6799999999999999,0.68
156,Lucky Whitehead,WR,0.63,0.0,0.63,0.63,0.63,0.63
69,Deonte Thompson,WR,0.59,0.0,0.59,0.59,0.5900000000000001,0.59
188,Alex Erickson,WR,0.52,0.0,0.52,0.52,0.52,0.52
175,Trevor Davis,WR,0.49,0.0,0.49,0.49,0.49,0.49
112,DeAnthony Thomas,WR,0.48,0.0,0.48,0.48,0.48,0.48
121,James Wright,WR,0.45,0.0,0.45,0.45,0.45,0.45
74,Josh Bellamy,WR,0.43,0.0,0.43,0.43,0.43,0.43
181,Demarcus Robinson,WR,0.42,0.0,0.42,0.42,0.42000000000000004,0.42
96,Russell Shepard,WR,0.36,0.0,0.36,0.36,0.36000000000000004,0.36
140,Ty Montgomery,WR,0.1,0.0,0.1,0.1,0.10000000000000002,0.1
142,Vince Mayle,WR,0.0,0.0,0.0,0.0,--,0.0
169,Cody Core,WR,0.0,0.0,0.0,0.0,--,0.0
68,Rueben Randle,WR,0.0,0.0,0.0,0.0,--,0.0
65,Jarius Wright,WR,0.0,0.0,0.0,0.0,--,0.0
63,Nick Toon,WR,0.0,0.0,0.0,0.0,--,0.0
60,Keshawn Martin,WR,0.0,0.0,0.0,0.0,--,0.0
174,Jordan Payton,WR,0.0,0.0,0.0,0.0,--,0.0
50,Jeremy Ross,WR,0.0,0.0,0.0,0.0,--,0.0
48,Bryan Walters,WR,0.0,0.0,0.0,0.0,--,0.0
47,Vincent Brown,WR,0.0,0.0,0.0,0.0,--,0.0
42,James Jones,WR,0.0,0.0,0.0,0.0,--,0.0
40,Eric Weems,WR,0.0,0.0,0.0,0.0,--,0.0
180,Charone Peake,WR,0.0,0.0,0.0,0.0,--,0.0
39,Devin Hester,WR,0.0,0.0,0.0,0.0,--,0.0
182,Anthony Dable,WR,0.0,0.0,0.0,0.0,--,0.0
183,Jakeem Grant,WR,0.0,0.0,0.0,0.0,--,0.0
32,Dwayne Bowe,WR,0.0,0.0,0.0,0.0,--,0.0
17,Riley Cooper,WR,0.0,0.0,0.0,0.0,--,0.0
186,Chester Rogers,WR,0.0,0.0,0.0,0.0,--,0.0
14,Brandon Tate,WR,0.0,0.0,0.0,0.0,--,0.0
8,Matt Slater,WR,0.0,0.0,0.0,0.0,--,0.0
189,Roger Lewis,WR,0.0,0.0,0.0,0.0,--,0.0
2,Jerome Simpson,WR,0.0,0.0,0.0,0.0,--,0.0
191,Nelson Spruce,WR,0.0,0.0,0.0,0.0,--,0.0
70,Chris Givens,WR,0.0,0.0,0.0,0.0,--,0.0
73,Griff Whalen,WR,0.0,0.0,0.0,0.0,--,0.0
75,Brenton Bersin,WR,0.0,0.0,0.0,0.0,--,0.0
111,Walt Powell,WR,0.0,0.0,0.0,0.0,--,0.0
137,Kenny Bell,WR,0.0,0.0,0.0,0.0,--,0.0
136,Keith Mumphery,WR,0.0,0.0,0.0,0.0,--,0.0
132,Taylor Gabriel,WR,0.0,0.0,0.0,0.0,--,0.0
129,Corey Washington,WR,0.0,0.0,0.0,0.0,--,0.0
127,Kain Colter,WR,0.0,0.0,0.0,0.0,--,0.0
123,Jonathan Krause,WR,0.0,0.0,0.0,0.0,--,0.0
119,T.J. Jones,WR,0.0,0.0,0.0,0.0,--,0.0
115,Jeff Janis,WR,0.0,0.0,0.0,0.0,--,0.0
113,Devin Street,WR,0.0,0.0,0.0,0.0,--,0.0
152,Geremy Davis,WR,0.0,0.0,0.0,0.0,--,0.0
154,Evan Spencer,WR,0.0,0.0,0.0,0.0,--,0.0
76,Brittan Golden,WR,0.0,0.0,0.0,0.0,--,0.0
155,Cameron Meredith,WR,0.0,0.0,0.0,0.0,--,0.0
95,Rashad Ross,WR,0.0,0.0,0.0,0.0,--,0.0
157,Chris Harper,WR,0.0,0.0,0.0,0.0,--,0.0
94,Frankie Hammond,WR,0.0,0.0,0.0,0.0,--,0.0
90,Nick Williams,WR,0.0,0.0,0.0,0.0,--,0.0
86,Justin Hunter,WR,0.0,0.0,0.0,0.0,--,0.0
161,Darius Jennings,WR,0.0,0.0,0.0,0.0,--,0.0
84,Marlon Brown,WR,0.0,0.0,0.0,0.0,--,0.0
80,Aaron Dobson,WR,0.0,0.0,0.0,0.0,--,0.0
78,Kenbrell Thompkins,WR,0.0,0.0,0.0,0.0,--,0.0
0,Andre Caldwell,WR,0.0,0.0,0.0,0.0,--,0.0
