,player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
44,Sean McGrath,TE,1.02,0.0,1.02,1.02,1.02,1.02
87,Geoff Swaim,TE,0.98,0.0,0.98,0.98,0.98,0.98
37,Rhett Ellison,TE,0.97,0.0,0.97,0.97,0.97,0.97
51,Levine Toilolo,TE,0.9,0.0,0.9,0.9,0.9,0.9
92,Nick Vannett,TE,0.81,0.0,0.81,0.81,0.81,0.81
62,Josh Hill,TE,0.76,0.0,0.76,0.76,0.76,0.76
65,Troy Niklas,TE,0.63,0.0,0.63,0.63,0.63,0.63
59,Demetrius Harris,TE,0.57,0.0,0.57,0.57,0.5700000000000001,0.57
41,Cory Harkey,TE,0.54,0.0,0.54,0.54,0.54,0.54
14,Clay Harbor,TE,0.52,0.0,0.52,0.52,0.52,0.52
43,Phillip Supernaw,TE,0.48,0.0,0.48,0.48,0.48,0.48
80,Maxx Williams,TE,0.46,0.0,0.46,0.46,0.46,0.46
94,Jerell Adams,TE,0.45,0.0,0.45,0.45,0.45,0.45
100,Cole Wick,TE,0.43,0.0,0.43,0.43,0.43,0.43
20,Luke Stocker,TE,0.42,0.0,0.42,0.42,0.42000000000000004,0.42
79,Nick OLeary,TE,0.41,0.0,0.41,0.41,0.41000000000000003,0.41
46,Brandon Williams,TE,0.4,0.0,0.4,0.4,0.4,0.4
28,Anthony Fasano,TE,0.39,0.0,0.39,0.39,0.39,0.39
88,Khari Lee,TE,0.37,0.0,0.37,0.37,0.37,0.37
52,Gavin Escobar,TE,0.36,0.0,0.36,0.36,0.36000000000000004,0.36
5,John Phillips,TE,0.36,0.0,0.36,0.36,0.36000000000000004,0.36
10,Jim Dray,TE,0.33,0.0,0.33,0.33,0.33,0.33
48,Zach Ertz,TE,0.0,0.0,0.0,0.0,--,0.0
89,Mitchell Henry,TE,0.0,0.0,0.0,0.0,--,0.0
98,Temarrick Hemingway,TE,0.0,0.0,0.0,0.0,--,0.0
3,Chase Coffman,TE,0.0,0.0,0.0,0.0,--,0.0
40,Orson Charles,TE,0.0,0.0,0.0,0.0,--,0.0
93,David Morgan,TE,0.0,0.0,0.0,0.0,--,0.0
36,Rob Housler,TE,0.0,0.0,0.0,0.0,--,0.0
91,Brian Parker,TE,0.0,0.0,0.0,0.0,--,0.0
71,Marcel Jensen,TE,0.0,0.0,0.0,0.0,--,0.0
86,James OShaughnessy,TE,0.0,0.0,0.0,0.0,--,0.0
56,MarQueis Gray,TE,0.0,0.0,0.0,0.0,--,0.0
70,Nic Jacobs,TE,0.0,0.0,0.0,0.0,--,0.0
85,Randall Telfer,TE,0.0,0.0,0.0,0.0,--,0.0
35,Logan Paulsen,TE,0.0,0.0,0.0,0.0,--,0.0
7,Brandon Myers,TE,0.0,0.0,0.0,0.0,--,0.0
58,Ifeanyi Momah,TE,0.0,0.0,0.0,0.0,--,0.0
64,Jace Amaro,TE,0.0,0.0,0.0,0.0,--,0.0
17,Andrew Quarless,TE,0.0,0.0,0.0,0.0,--,0.0
75,Jerome Cunningham,TE,0.0,0.0,0.0,0.0,--,0.0
16,Tony Moeaki,TE,0.0,0.0,0.0,0.0,--,0.0
72,Asante Cleveland,TE,0.0,0.0,0.0,0.0,--,0.0
