Player,Team,Games Played,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Yards,Interception Touchdowns,Interception Return Long,Forced Fumbles,Fumbles Recovered,Fumble Recovery Touchdowns,Passes Defensed,Safeties,Stuffs,Stuff Yards
"Hughes III, John",CLE,16,24,12,12,1.5,8,0,0,0,0,1,1,0,0,0,1.0,1.0
"Branch, Andre",JAX,13,24,18,6,4.0,36,0,0,0,0,2,1,1,4,0,2.0,4.0
"Hill, Jordan",SEA,10,24,12,12,0.0,0,0,0,0,0,0,1,0,1,0,3.5,6.0
"Carrethers, Ryan",SD,14,24,13,11,0.0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
"Jarrett, Grady",ATL,15,24,13,11,1.0,5,0,0,0,0,0,0,0,0,0,2.5,8.0
"Gilberry, Wallace",CIN,16,23,16,7,2.0,4,0,0,0,0,1,0,0,1,0,2.0,12.0
"Sims, Eugene",STL,13,23,13,10,1.5,12,1,42,0,42,1,1,0,2,0,0.5,0.5
"Mays, Taylor",OAK,14,23,15,8,0.0,0,0,0,0,0,0,0,0,5,0,0.0,0.0
"Johnson, George",TB,11,23,14,9,0.0,0,0,0,0,0,2,1,0,0,0,2.5,21.5
"Prosinski, Chris",CHI,13,23,21,2,1.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0
"Hicks, Akiem",[],16,23,9,14,3.0,12,0,0,0,0,0,1,1,0,0,2.0,2.5
"Williams, Duke",BUF,16,23,20,3,1.0,2,0,0,0,0,0,1,1,1,0,1.0,4.0
"Ford, Dee",KC,14,23,21,2,4.0,25,0,0,0,0,0,0,0,2,0,2.0,3.0
"Sutton, Will",CHI,13,23,16,7,0.0,0,0,0,0,0,0,0,0,4,0,1.5,1.5
"Timu, John",CHI,7,23,20,3,0.0,0,0,0,0,0,0,2,0,0,0,1.0,3.0
"Pace, Calvin",NYJ,16,22,15,7,3.0,41,0,0,0,0,2,1,0,1,0,1.0,1.5
"Wilfork, Vince",HOU,16,22,6,16,0.0,0,0,0,0,0,0,0,0,0,0,2.0,3.5
"Soliai, Paul",ATL,14,22,17,5,0.0,0,0,0,0,0,0,1,0,0,0,3.0,6.0
"Raji, B.J.",GB,15,22,13,9,0.5,1,0,0,0,0,0,0,0,2,0,2.5,4.5
"Haden, Joe",CLE,5,22,18,4,0.0,0,0,0,0,0,0,1,0,2,0,0.0,0.0
"Mathews, Ricardo",SD,16,22,14,8,1.0,4,0,0,0,0,0,0,0,0,0,2.0,5.0
"Woods, Al",TEN,14,22,14,8,0.0,0,0,0,0,0,0,0,0,0,0,3.0,7.0
"Mitchell, Earl",MIA,12,22,14,8,0.0,0,0,0,0,0,0,0,0,0,0,3.5,7.5
"Brown, Jalil",IND,8,22,19,3,0.0,0,0,0,0,0,0,0,0,3,0,0.0,0.0
"Webb, B.W.",TEN,9,22,20,2,0.0,0,1,0,0,0,0,0,0,2,0,0.0,0.0
"McGee, Stacy",OAK,16,22,14,8,0.0,0,0,0,0,0,0,1,0,0,0,1.0,3.5
"Smith, Jacquies",TB,12,22,15,7,7.0,54,0,0,0,0,3,3,1,1,0,1.5,9.0
"Carradine, Tank",SF,14,22,14,8,1.0,10,0,0,0,0,1,0,0,0,0,0.0,0.0
"Lotulelei, Star",CAR,14,22,13,9,1.0,8,0,0,0,0,1,1,0,2,0,2.5,2.5
"Ellis, Justin",OAK,12,22,19,3,0.0,0,0,0,0,0,0,0,0,1,0,1.5,1.5
"Bailey, Dion",[],7,22,16,6,0.5,2,0,0,0,0,0,0,0,2,0,0.0,0.0
"Autry, Denico",OAK,14,22,20,2,3.0,17,0,0,0,0,0,0,0,3,1,2.0,5.0
"Waynes, Trae",MIN,15,22,20,2,0.0,0,0,0,0,0,0,0,0,4,0,0.0,0.0
"Goldman, Eddie",CHI,15,22,16,6,4.5,40,0,0,0,0,0,0,0,0,0,1.0,1.0
"McCain, Bobby",MIA,16,22,19,3,0.0,0,0,0,0,0,0,0,0,4,0,0.5,0.5
"Swann, Damian",NO,7,22,20,2,0.0,0,0,0,0,0,0,0,0,4,0,1.0,3.0
"Quinn, Robert",STL,8,21,13,8,5.0,23,0,0,0,0,3,0,0,3,0,1.5,3.0
"Crawford, Jack",DAL,16,21,14,7,4.0,29,0,0,0,0,0,0,0,0,0,3.0,6.5
"Boykin, Brandon",PIT,16,21,16,5,1.0,9,1,1,0,1,1,1,0,5,0,1.0,2.0
"Moore, Damontre",[],14,21,15,6,4.0,24,0,0,0,0,1,1,0,1,0,0.0,0.0
"McCray, Demetrius",JAX,14,21,17,4,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Boston, Tre",CAR,16,21,15,6,0.0,0,0,0,0,0,0,0,0,0,0,1.0,2.0
"Reynolds, Ed",PHI,6,21,16,5,0.0,0,1,7,0,7,0,0,0,1,0,1.0,2.0
"Williams, Marcus",NYJ,13,21,15,6,1.5,12,6,45,0,21,1,1,0,10,0,0.0,0.0
"Callahan, Bryce",CHI,9,21,20,1,1.0,0,0,0,0,0,0,0,0,3,0,2.0,4.0
"Peters, Marcus",KC,16,60,53,7,0.0,0,8,280,2,90,1,0,0,26,0,0.0,0.0
"Meriweather, Brandon",NYG,13,59,43,16,0.0,0,2,26,0,26,0,0,0,7,0,0.5,1.5
"Stewart, Darian",DEN,15,59,46,13,0.0,0,1,0,0,0,1,2,0,10,0,2.5,3.5
"Dial, Quinton",SF,15,59,32,27,2.5,14,0,0,0,0,0,0,0,1,0,2.5,3.0
"Amerson, David",[],16,59,54,5,0.0,0,4,28,1,24,1,0,0,26,0,0.0,0.0
"Benwikere, Bene",CAR,13,59,44,15,1.0,9,0,0,0,0,1,1,0,9,0,2.5,4.5
"Unga, Uani",NYG,13,59,42,17,0.0,0,2,1,0,1,2,0,0,4,0,1.0,1.0
"Joseph, Johnathan",HOU,16,58,48,10,0.0,0,1,2,0,2,1,1,0,22,0,0.0,0.0
"Gay, William",PIT,16,58,46,12,1.0,1,2,30,1,23,0,0,0,7,0,3.0,5.0
"Rodgers-Cromartie, Dominique",NYG,15,58,52,6,0.0,0,3,72,1,58,2,1,1,13,0,1.0,1.0
"Jackson, Kareem",HOU,12,58,52,6,0.0,0,2,77,1,50,1,1,0,6,0,0.0,0.0
"Harris Jr., Chris",DEN,16,58,49,9,0.0,0,2,94,1,74,2,0,0,6,0,1.5,2.0
"Sensabaugh, Coty",TEN,16,58,42,16,0.0,0,2,42,1,26,0,0,0,8,0,0.0,0.0
"Slay, Darius",DET,16,58,47,11,0.0,0,2,0,0,0,0,0,0,13,0,0.0,0.0
"Rhodes, Xavier",MIN,16,58,55,3,0.0,0,1,0,0,0,0,0,0,11,0,1.0,8.0
"Rambo, Bacarri",BUF,15,58,44,14,1.0,8,1,0,0,0,2,1,0,6,0,1.0,3.0
"McKinney, Benardrick",HOU,14,58,35,23,1.0,11,0,0,0,0,0,0,0,0,0,3.0,3.0
"Mauga, Josh",KC,14,57,45,12,1.0,9,2,70,0,66,0,0,0,3,0,3.5,6.0
"Bradham, Nigel",BUF,11,57,42,15,1.0,3,0,0,0,0,0,0,0,3,0,1.0,1.0
"Howard, Jaye",KC,16,57,36,21,5.5,33,0,0,0,0,1,2,0,0,0,7.0,15.5
"Jarrett, Kyshoen",WSH,16,57,38,19,0.0,0,0,0,0,0,1,0,0,4,0,0.0,0.0
"Johnson, Rashad",ARZ,14,56,47,9,0.0,0,5,14,0,11,0,1,0,7,0,1.0,3.0
"Carroll, Nolan",PHI,11,56,41,15,0.0,0,2,18,1,17,0,0,0,10,0,0.0,0.0
"Joseph, Linval",MIN,12,56,42,14,0.5,4,0,0,0,0,1,0,0,1,0,6.0,13.5
"Norman, Josh",CAR,16,56,48,8,0.0,0,4,110,2,46,3,2,0,18,0,0.0,0.0
"Kennard, Devon",NYG,9,56,36,20,0.0,0,1,0,0,0,0,0,0,4,0,2.0,4.0
"Randall, Damarious",GB,15,56,51,5,0.0,0,3,47,1,43,0,0,0,14,0,1.0,1.0
"Tillman, Charles",CAR,12,55,36,19,0.0,0,2,0,0,0,2,1,0,7,0,0.0,0.0
"Hall, Leon",CIN,14,55,44,11,0.0,0,2,19,1,19,0,0,0,9,0,0.0,0.0
"Munnerlyn, Captain",MIN,16,55,51,4,1.0,9,2,30,0,32,1,2,1,4,0,0.0,0.0
"Dunlap, Carlos",CIN,16,55,37,18,13.5,92,0,0,0,0,2,1,0,1,0,5.5,20.5
"Searcy, Da'Norris",TEN,15,55,42,13,0.5,6,1,5,0,5,0,0,0,4,0,0.0,0.0
"Abdul-Quddus, Isa",DET,16,55,40,15,1.0,1,0,0,0,0,1,0,0,6,0,1.0,1.0
"Logan, Bennie",PHI,14,55,39,16,1.0,7,0,0,0,0,0,0,0,0,0,9.5,17.0
"Short, Kawann",CAR,16,55,36,19,11.0,91,0,0,0,0,3,2,0,4,0,7.5,16.5
"Lawrence, Demarcus",DAL,16,55,35,20,8.0,71,0,0,0,0,1,0,0,0,0,9.5,20.5
"Webb, Lardarius",BAL,15,54,48,6,0.0,0,1,3,0,3,0,0,0,11,0,1.0,2.0
"Barwin, Connor",PHI,16,54,44,10,7.0,39,0,0,0,0,1,0,0,7,0,2.0,6.0
"Skrine, Buster",NYJ,16,54,44,10,0.0,0,1,9,0,9,0,0,0,7,0,2.0,4.0
"Casey, Jurrell",TEN,16,54,34,20,7.0,42,0,0,0,0,0,0,0,3,0,4.0,5.0
"Heyward, Cameron",PIT,16,54,39,15,7.0,35,0,0,0,0,1,0,0,2,0,6.0,19.5
"Smith, Jimmy",BAL,16,54,48,6,1.0,0,3,24,1,24,0,0,0,10,0,0.0,0.0
"Fuller, Kyle",CHI,16,54,46,8,0.0,0,2,24,0,15,0,0,0,9,0,0.5,0.5
"Ward, Jimmie",SF,16,54,46,8,1.0,9,1,29,1,29,0,0,0,6,0,3.0,6.0
"Tuitt, Stephon",PIT,14,54,39,15,6.5,38,1,3,0,3,0,0,0,1,0,2.5,3.0
"Hayes, William",STL,16,53,36,17,5.5,36,0,0,0,0,2,0,0,0,0,8.0,15.0
"Byrd, Jairus",NO,13,53,37,16,1.0,11,1,24,0,24,1,1,0,3,0,0.5,0.5
"Baker, Chris",WSH,16,53,26,27,6.0,34,0,0,0,0,3,2,0,1,0,7.5,20.5
"Verner, Alterraun",TB,16,53,42,11,0.5,3,1,44,0,28,1,0,0,4,0,0.5,0.5
"Brock, Tramaine",SF,15,53,45,8,0.0,0,3,26,0,26,0,0,0,11,0,0.5,0.5
"Coleman, Justin",NE,10,21,17,4,0.0,0,0,0,0,0,0,1,0,5,0,0.0,0.0
"Jones-Quartey, Harold",CHI,13,21,18,3,0.0,0,1,23,0,23,1,0,0,2,0,0.0,0.0
"Mathis, Robert",IND,15,20,15,5,7.0,47,0,0,0,0,1,1,1,0,0,2.0,2.0
"Hatcher, Jason",WSH,15,20,16,4,2.0,10,0,0,0,0,1,0,0,1,0,1.0,2.0
"Guion, Letroy",GB,13,20,12,8,0.0,0,0,0,0,0,0,0,0,0,0,2.0,2.0
"Klug, Karl",TEN,16,20,13,7,4.0,28,0,0,0,0,1,0,0,0,0,0.0,0.0
"Johnson, Jeron",WSH,14,20,12,8,0.0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
"Kuhn, Markus",NYG,10,20,9,11,0.5,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Jones, Datone",GB,15,20,14,6,3.0,32,0,0,0,0,0,0,0,3,0,4.5,7.5
"Stafford, Daimion",TEN,16,20,16,4,1.0,10,0,0,0,0,0,1,0,5,0,0.0,0.0
"Aikens, Walt",MIA,16,20,15,5,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Ray, Shane",DEN,14,20,15,5,4.0,28,0,0,0,0,0,0,0,1,0,0.0,0.0
"Wilson, Ramik",KC,11,20,13,7,0.0,0,0,0,0,0,0,1,1,0,0,0.0,0.0
"Canty, Chris",BAL,9,19,11,8,1.0,8,0,0,0,0,0,0,0,1,0,3.0,7.0
"Williams, Mario",BUF,15,19,15,4,5.0,28,0,0,0,0,0,0,0,0,0,2.5,4.5
"DeVito, Mike",KC,13,19,13,6,3.0,20,0,0,0,0,0,0,0,0,0,3.0,3.0
"Mincey, Jeremy",DAL,14,19,11,8,0.0,0,0,0,0,0,0,0,0,1,0,1.5,6.0
"Long, Chris",STL,12,19,9,10,3.0,17,0,0,0,0,1,0,0,0,0,0.0,0.0
"Love, Kyle",CAR,15,19,10,9,3.0,23,0,0,0,0,0,1,0,0,0,1.0,3.0
"Paea, Stephen",WSH,11,19,11,8,1.5,12,0,0,0,0,1,0,0,0,0,2.5,3.5
"Unrein, Mitch",[],16,19,16,3,1.0,6,0,0,0,0,0,0,0,0,0,0.0,0.0
"Addison, Mario",CAR,14,19,11,8,6.0,35,0,0,0,0,0,0,0,0,0,0.0,0.0
"Harmon, Duron",NE,16,19,13,6,0.0,0,3,50,0,30,0,0,0,5,0,0.0,0.0
"Williams, Steve",SD,13,19,17,2,1.0,8,2,6,0,6,2,1,0,5,0,0.0,0.0
"Westbrooks, Ethan",STL,13,19,14,5,2.0,11,0,0,0,0,1,0,0,0,0,2.0,4.0
"Thomas, Joe",GB,14,19,17,2,1.0,2,0,0,0,0,1,0,0,1,0,1.0,1.0
"Armstead, Arik",SF,16,19,14,5,2.0,12,0,0,0,0,0,0,0,0,0,0.0,0.0
"Phillips, Jordan",MIA,15,19,14,5,2.0,14,0,0,0,0,0,0,0,4,0,0.0,0.0
"Cooper, Xavier",CLE,14,19,11,8,1.5,8,0,0,0,0,0,0,0,0,0,2.0,2.0
"Gunter, Rodney",ARZ,16,19,16,3,1.0,10,0,0,0,0,0,0,0,0,0,2.0,4.0
"Pullard III, Hayes",JAX,8,19,13,6,0.0,0,0,0,0,0,0,0,0,0,0,1.5,4.5
"Finnegan, Cortland",CAR,5,18,15,3,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Ball, Alan",CHI,15,18,13,5,0.0,0,0,0,0,0,0,0,0,3,0,0.5,0.5
"Beason, Jon",NYG,5,18,11,7,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Dorsey, Glenn",SF,10,18,16,2,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Mingo, Barkevious",CLE,16,18,13,5,0.0,0,1,7,0,7,0,0,0,4,0,0.0,0.0
"Heath, Jeff",DAL,16,18,15,3,0.0,0,2,19,0,19,1,0,0,2,0,0.0,0.0
"Swearinger, D.J.",[],11,18,15,3,0.0,0,0,0,0,0,1,2,0,1,0,0.0,0.0
"Marsh, Cassius",SEA,16,18,12,6,0.0,0,0,0,0,0,0,0,0,0,0,5.0,6.0
"Newsome, Jonathan",IND,14,18,9,9,1.0,4,0,0,0,0,1,0,0,2,0,1.0,4.0
"Edebali, Kasim",NO,16,18,16,2,5.0,16,0,0,0,0,0,1,0,2,0,0.0,0.0
"Richards, Jordan",NE,14,18,14,4,0.0,0,0,0,0,0,1,0,0,2,0,0.0,0.0
"Davison, Tyeler",NO,16,18,10,8,1.5,8,0,0,0,0,0,0,0,0,0,2.5,8.0
"Armbrister, Thurston",JAX,16,18,11,7,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1.0
"Jennings, Tim",TB,6,17,12,5,0.0,0,0,0,0,0,0,1,0,1,0,0.5,0.5
"Herzlich, Mark",NYG,16,17,9,8,0.0,0,0,0,0,0,1,0,0,0,0,2.0,5.0
"Reed, Brooks",ATL,13,17,10,7,0.0,0,0,0,0,0,0,0,0,0,0,2.0,6.0
"Wilber, Kyle",DAL,16,17,12,5,0.0,0,0,0,0,0,0,0,0,0,0,1.0,4.0
"Wreh-Wilson, Blidi",TEN,10,17,16,1,0.0,0,0,0,0,0,0,0,0,3,0,0.0,0.0
"Burley, Marcus",SEA,13,17,16,1,1.0,9,1,0,0,0,0,0,0,2,0,0.0,0.0
"Jones, Abry",JAX,15,17,8,9,2.0,14,0,0,0,0,1,1,0,2,0,1.5,2.0
"Orr, Zachary",BAL,16,17,14,3,1.0,8,0,0,0,0,0,0,0,1,0,1.0,1.0
"Elliott, Jayrone",GB,14,17,15,2,3.0,24,1,2,0,2,1,0,0,2,0,0.0,0.0
"Emanuel, Kyle",SD,15,17,10,7,1.0,13,1,0,0,0,0,0,0,1,0,1.0,1.0
"Anderson, James",NO,6,16,11,5,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Sims, Pat",CIN,8,16,4,12,0.0,0,0,0,0,0,0,0,0,0,0,1.0,2.0
"Lissemore, Sean",SD,11,16,8,8,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"McManis, Sherrick",CHI,16,16,12,4,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Moore, Rahim",HOU,7,16,10,6,0.0,0,1,17,0,17,0,0,0,2,0,0.0,0.0
"Culliver, Chris",WSH,6,16,13,3,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Armstrong, Ray-Ray",[],15,16,14,2,1.0,3,0,0,0,0,0,1,0,0,0,1.0,1.0
"Mayowa, Benson",OAK,12,16,14,2,1.0,3,0,0,0,0,1,2,0,0,1,2.0,6.0
"Dennard, Darqueze",CIN,10,16,12,4,0.0,0,1,10,0,10,0,0,0,3,0,0.5,1.5
"Fede, Terrence",MIA,15,16,9,7,0.0,0,0,0,0,0,0,0,0,0,0,1.0,1.5
"Sorensen, Daniel",KC,16,16,14,2,1.0,7,0,0,0,0,0,0,0,2,0,0.0,0.0
"Bullough, Max",HOU,13,16,10,6,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Phillips, Adrian",SD,9,16,9,7,0.0,0,1,39,0,39,0,0,0,1,0,0.0,0.0
"Clark, Frank",SEA,15,16,15,1,3.0,16,0,0,0,0,1,0,0,2,0,2.0,7.0
"Brown, Tarell",NE,3,15,11,4,0.0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
"McCourty, Jason",TEN,4,15,10,5,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Conner, Kavell",SD,10,15,13,2,0.0,0,0,0,0,0,0,0,0,1,0,1.0,3.0
"Williams, Aaron",BUF,3,15,9,6,0.0,0,1,26,0,26,0,0,0,3,0,0.0,0.0
"Clayborn, Adrian",ATL,16,15,14,1,3.0,18,0,0,0,0,0,1,0,0,0,1.0,5.0
"Purcell, Mike",SF,8,15,11,4,1.0,4,0,0,0,0,0,0,0,0,0,0.5,1.5
"Easley, Dominique",NE,11,15,9,6,2.0,14,0,0,0,0,0,0,0,0,0,1.5,1.5
"Mauro, Josh",ARZ,14,15,13,2,1.0,5,0,0,0,0,2,1,0,1,0,2.5,10.5
"Blackson, Angelo",TEN,16,15,8,7,2.5,18,0,0,0,0,1,0,0,0,0,0.5,0.5
"Shaw, Josh",CIN,15,15,13,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Gaines, Charles",CLE,6,15,15,0,0.0,0,0,0,0,0,1,0,0,2,0,0.0,0.0
"Harris, Anthony",MIN,4,15,12,3,0.0,0,0,0,0,0,0,0,0,2,0,0.0,0.0
"Clemons, Chris",JAX,16,14,13,1,3.0,19,0,0,0,0,1,1,1,1,0,1.0,6.0
"Tuck, Justin",OAK,5,14,7,7,1.0,2,0,0,0,0,0,0,0,3,0,2.5,4.0
"Williams, Kyle",BUF,6,14,6,8,1.0,3,0,0,0,0,0,0,0,0,0,1.5,1.5
"Jenkins, Mike",TB,14,14,13,1,0.0,0,0,0,0,0,0,0,0,5,0,1.0,4.0
"Douzable, Leger",NYJ,16,14,10,4,0.0,0,0,0,0,0,0,0,0,0,0,1.0,2.0
"McLendon, Steve",PIT,16,14,11,3,1.0,9,0,0,0,0,0,0,0,1,0,2.0,5.0
"Jones, Colin",CAR,15,14,11,3,0.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0
"Winn, Billy",IND,12,14,6,8,0.0,0,0,0,0,0,0,2,0,0,0,1.0,1.0
"Jerod-Eddie, Tony",SF,16,14,11,3,0.0,0,0,0,0,0,0,0,0,4,0,0.0,0.0
"Miles, Rontez",NYJ,9,14,8,6,0.0,0,1,11,0,11,0,0,0,1,0,1.5,3.5
"Bouye, A.J.",HOU,15,14,14,0,0.0,0,2,9,0,9,0,0,0,6,0,0.0,0.0
"James, Charles",HOU,9,14,7,7,0.0,0,0,0,0,0,0,0,0,1,0,1.0,3.0
"Jones, Howard",TB,12,14,9,5,5.0,26,0,0,0,0,1,1,1,0,0,1.0,4.0
"Davis, Todd",DEN,16,14,11,3,0.0,0,0,0,0,0,0,1,0,0,0,2.0,2.0
"Edwards, Dwan",CAR,12,13,7,6,1.0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
"Irving, Nate",IND,8,13,11,2,1.0,8,0,0,0,0,1,0,0,2,0,1.0,1.0
"Lewis, Travis",DET,15,13,10,3,1.0,9,0,0,0,0,0,0,0,0,0,1.0,1.0
"Bush, Josh",DEN,8,13,13,0,0.0,0,1,13,0,13,1,0,0,1,0,0.0,0.0
"Fleming, Jamell",KC,16,13,12,1,0.0,0,0,0,0,0,0,1,0,5,0,0.0,0.0
"McCray, Lerentee",DEN,11,13,7,6,0.5,2,0,0,0,0,0,0,0,0,0,0.0,0.0
"Shazier, Ryan",PIT,12,87,55,32,3.5,34,1,0,0,0,2,1,0,4,0,6.5,12.0
"Wilhoite, Michael",SF,12,85,62,23,0.0,0,1,0,0,0,0,0,0,1,0,3.0,3.0
"Woodyard, Wesley",TEN,16,84,51,33,5.0,38,0,0,0,0,1,1,1,0,0,1.5,3.0
"Jones, Christian",CHI,15,83,59,24,0.0,0,0,0,0,0,0,1,0,4,0,0.5,1.5
"Durant, Justin",ATL,13,82,57,25,0.0,0,0,0,0,0,1,0,0,3,0,0.5,1.0
"Chung, Patrick",NE,15,82,49,33,0.0,0,0,0,0,0,1,0,0,9,0,2.5,5.0
"Gilchrist, Marcus",NYJ,16,82,60,22,0.0,0,3,31,0,31,0,0,0,7,0,0.5,0.5
"Kendricks, Mychal",PHI,13,82,61,21,3.0,21,0,0,0,0,1,0,0,3,0,6.5,14.5
"Te'o, Manti",SD,12,82,62,20,0.5,0,1,11,0,11,1,0,0,2,0,2.5,5.0
"Whitner, Donte",CLE,14,81,58,23,1.5,2,0,0,0,0,1,0,0,4,0,2.0,6.0
"McClellin, Shea",CHI,12,81,53,28,0.0,0,0,0,0,0,1,1,0,1,0,2.0,4.0
"McLeod, Rodney",STL,16,81,59,22,0.0,0,1,4,0,4,3,1,1,5,0,1.0,2.0
"Breeland, Bashaud",WSH,15,81,59,22,0.0,0,2,56,0,28,3,2,0,16,0,4.0,4.0
"Mitchell, Mike",PIT,16,80,58,22,0.0,0,3,16,0,9,2,2,0,9,0,0.0,0.0
"Casillas, Jonathan",NYG,15,80,62,18,2.0,12,1,0,0,0,0,0,0,5,0,2.5,4.5
"McClain, Rolando",DAL,11,80,50,30,2.0,11,1,12,1,12,0,0,0,3,0,5.0,10.0
"Bynes, Josh",DET,16,80,54,26,0.5,6,0,0,0,0,1,0,0,5,0,5.5,9.5
"Allen, Will",PIT,13,79,61,18,4.0,29,1,20,0,20,2,0,0,8,0,1.5,5.0
"Misi, Koa",MIA,13,78,59,19,0.0,0,0,0,0,0,0,0,0,1,0,3.5,10.0
"Conte, Chris",TB,14,78,58,20,0.0,0,2,-4,0,-2,2,0,0,6,0,3.5,12.0
"Parker, Ron",KC,16,78,67,11,5.0,16,3,5,0,5,1,0,0,12,0,0.0,0.0
"Brown, Zach",TEN,16,77,55,22,0.5,3,2,45,0,45,0,0,0,3,0,3.0,6.0
"Mack, Khalil",OAK,16,77,57,20,15.0,89,0,0,0,0,2,0,0,2,0,8.5,11.5
"Carr, Brandon",DAL,16,76,60,16,0.0,0,0,0,0,0,0,1,0,6,0,1.0,5.0
"Lowery, Dwight",IND,16,76,56,20,1.0,7,4,96,1,69,0,0,0,8,0,0.0,0.0
"Browner, Brandon",NO,16,76,63,13,0.0,0,1,0,0,0,0,1,0,10,0,0.0,0.0
"Watt, J.J.",HOU,16,76,57,19,17.5,118,0,0,0,0,3,1,0,8,0,15.5,36.5
"Adams, Mike",IND,13,75,52,23,1.0,8,5,63,1,38,3,1,0,6,0,1.5,2.5
"Weddle, Eric",SD,13,75,52,23,0.5,4,0,0,0,0,0,1,0,6,0,2.0,4.0
"Maualuga, Rey",CIN,15,75,43,32,0.0,0,1,15,0,15,0,1,0,3,0,1.5,2.0
"Woodson, Charles",OAK,16,74,59,15,0.0,0,5,22,0,11,1,3,0,9,0,0.0,0.0
"Burfict, Vontaze",CIN,10,74,57,17,1.0,10,2,16,0,16,0,0,0,5,0,4.5,13.0
"Blake, Antwon",PIT,16,74,62,12,1.0,10,2,112,1,70,1,0,0,11,0,2.0,7.0
"Ryan, Logan",NE,16,74,58,16,0.0,0,4,39,0,25,0,0,0,14,0,1.5,2.5
"Jefferson, Tony",ARZ,16,74,55,19,2.0,12,2,26,1,26,3,0,0,5,0,3.0,5.5
"Harper, Roman",CAR,16,73,46,27,0.0,0,0,0,0,0,0,2,0,5,0,1.0,2.0
"Sendejo, Andrew",MIN,13,73,57,16,0.5,4,1,9,0,9,0,1,0,3,0,0.0,0.0
"Colvin, Aaron",JAX,16,73,60,13,4.0,40,0,0,0,0,1,0,0,7,0,2.5,6.5
"Nelson, Reggie",CIN,16,72,50,22,0.0,0,8,115,0,37,0,2,0,14,0,2.0,3.0
"Chancellor, Kam",SEA,11,72,42,30,0.0,0,2,6,0,6,1,0,0,4,0,0.0,0.0
"Harrison, Damon",NYJ,16,72,39,33,0.5,2,0,0,0,0,1,0,0,0,0,8.0,15.5
"Joyner, Lamarcus",STL,16,72,54,18,2.0,11,0,0,0,0,0,1,0,6,0,1.5,2.0
"Thurmond, Walter",PHI,16,71,52,19,2.0,9,3,67,0,44,2,1,1,7,1,3.5,8.5
"Johnson, Trumaine",STL,14,71,58,13,0.0,0,7,136,1,58,0,1,0,17,0,0.0,0.0
"Cox, Fletcher",PHI,16,71,50,21,9.5,72,0,0,0,0,3,2,0,2,0,6.0,15.5
"Jenkins, Jelani",MIA,13,71,50,21,0.0,0,0,0,0,0,1,1,0,3,0,7.5,21.5
"Thomas, Michael",MIA,16,71,56,15,0.0,0,0,0,0,0,0,0,0,2,0,2.5,2.5
"Kirkpatrick, Dre",CIN,16,70,63,7,0.0,0,0,0,0,0,0,0,0,16,0,0.0,0.0
"Hayden, DJ",OAK,16,70,64,6,1.0,5,1,1,0,1,1,0,0,8,0,0.0,0.0
"Williams, Tramon",CLE,15,69,55,14,0.0,0,1,2,0,2,0,0,0,10,0,0.0,0.0
"McPhee, Pernell",CHI,14,53,42,11,6.0,41,1,13,0,13,1,0,0,3,0,3.0,5.0
"Williams, Brandon",BAL,16,53,35,18,2.0,19,0,0,0,0,1,0,0,2,0,7.5,13.0
"Kirksey, Christian",CLE,16,53,34,19,3.5,13,0,0,0,0,1,1,0,1,0,1.0,2.0
"Wynn, Kerry",NYG,15,53,33,20,0.0,0,0,0,0,0,0,1,0,2,0,4.0,16.0
"Ninkovich, Rob",NE,16,52,33,19,6.5,45,0,0,0,0,1,1,0,7,0,3.5,10.0
"Bennett, Michael",SEA,16,52,33,19,10.0,61,0,0,0,0,2,0,0,0,0,12.5,30.5
"Hughes, Jerry",BUF,16,52,37,15,5.0,63,0,0,0,0,2,1,0,4,0,2.5,5.5
"Robinson, Trenton",WSH,9,52,34,18,0.0,0,1,8,0,8,0,0,0,1,0,2.5,10.0
"Evans, Josh",JAX,16,52,36,16,0.0,0,0,0,0,0,1,1,0,2,0,2.0,6.0
"Attaochu, Jerry",SD,15,52,42,10,6.0,39,0,0,0,0,1,0,0,1,0,7.0,14.0
