Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Bilal Powell,New York Jets,1,12,62,0,4,2,16,0,Away,Cleveland Browns,1
Lamar Miller,Miami Dolphins,1,13,53,0,1,1,22,0,Home,Washington Redskins,1
Lance Dunbar,Dallas Cowboys,1,0,0,0,9,8,70,0,Away,New York Giants,1
Khiry Robinson,New Orleans Saints,1,8,19,0,6,5,51,0,Home,Arizona Cardinals,1
Melvin Gordon,San Diego Chargers,1,14,51,0,3,3,16,0,Away,Detroit Lions,1
Will Johnson,Pittsburgh Steelers,1,4,7,1,0,0,0,0,Home,New England Patriots,1
T.J. Yeldon,Jacksonville Jaguars,1,12,51,0,4,3,16,0,Away,Carolina Panthers,1
Anthony Dixon,Buffalo Bills,1,3,1,1,0,0,0,0,Away,Indianapolis Colts,1
Shane Vereen,New York Giants,1,3,14,0,5,4,46,0,Home,Dallas Cowboys,1
Justin Forsett,Baltimore Ravens,1,14,43,0,7,4,13,0,Home,Denver Broncos,1
Doug Martin,Tampa Bay Buccaneers,1,11,52,0,1,1,2,0,Away,Tennessee Titans,1
Adrian Peterson,Minnesota Vikings,1,10,31,0,3,3,21,0,Home,San Francisco 49ers,1
Alfred Blue,Houston Texans,1,9,42,0,2,1,7,0,Away,Kansas City Chiefs,1
C.J. Anderson,Denver Broncos,1,12,29,0,8,4,19,0,Away,Baltimore Ravens,1
Devonta Freeman,Atlanta Falcons,1,10,18,0,4,3,29,0,Away,Philadelphia Eagles,1
Denard Robinson,Jacksonville Jaguars,1,5,19,0,2,2,26,0,Away,Carolina Panthers,1
Joique Bell,Detroit Lions,1,6,14,0,2,2,27,0,Home,San Diego Chargers,1
Ronnie Hillman,Denver Broncos,1,12,41,0,0,0,0,0,Away,Baltimore Ravens,1
Terrance West,Tennessee Titans,1,13,41,0,0,0,0,0,Home,Tampa Bay Buccaneers,1
Chris Johnson,Arizona Cardinals,1,10,37,0,0,0,0,0,Away,New Orleans Saints,1
Darren McFadden,Dallas Cowboys,1,6,16,0,1,1,19,0,Away,New York Giants,1
Charles Sims,Tampa Bay Buccaneers,1,5,12,0,5,2,23,0,Away,Tennessee Titans,1
Javorius Allen,Baltimore Ravens,1,9,30,0,1,1,4,0,Home,Denver Broncos,1
Isaiah Crowell,Cleveland Browns,1,12,20,0,2,2,13,0,Home,New York Jets,1
Matt Asiata,Minnesota Vikings,1,1,4,0,2,2,28,0,Home,San Francisco 49ers,1
Frank Gore,Indianapolis Colts,1,8,31,0,3,2,0,0,Home,Buffalo Bills,1
Chris Polk,Houston Texans,1,5,22,0,1,1,9,0,Away,Kansas City Chiefs,1
Jonathan Grimes,Houston Texans,1,6,28,0,2,1,2,0,Away,Kansas City Chiefs,1
Fred Jackson,Seattle Seahawks,1,3,13,0,1,1,16,0,Home,St. Louis Rams,1
Knile Davis,Kansas City Chiefs,1,6,16,0,1,1,12,0,Home,Houston Texans,1
Matt Jones,Washington Redskins,1,6,28,0,0,0,0,0,Away,Miami Dolphins,1
Jerick McKinnon,Minnesota Vikings,1,3,20,0,2,2,8,0,Home,San Francisco 49ers,1
Jamize Olawale,Oakland Raiders,1,1,6,0,3,3,19,0,Away,Cincinnati Bengals,1
Rex Burkhead,Cincinnati Bengals,1,0,0,0,1,1,24,0,Home,Oakland Raiders,1
Duke Johnson,Cleveland Browns,1,7,22,0,0,0,0,0,Home,New York Jets,1
Branden Oliver,San Diego Chargers,1,2,4,0,1,1,17,0,Away,Detroit Lions,1
Jarryd Hayne,San Francisco 49ers,1,4,13,0,1,1,7,0,Away,Minnesota Vikings,1
Tyler Varga,Indianapolis Colts,1,1,2,0,1,1,18,0,Home,Buffalo Bills,1
Taiwan Jones,Oakland Raiders,1,3,5,0,1,1,13,0,Away,Cincinnati Bengals,1
Mike Tolbert,Carolina Panthers,1,1,12,0,2,1,6,0,Home,Jacksonville Jaguars,1
Kyle Juszczyk,Baltimore Ravens,1,0,0,0,4,4,17,0,Home,Denver Broncos,1
Jacquizz Rodgers,Chicago Bears,1,4,16,0,0,0,0,0,Away,Green Bay Packers,1
Bobby Rainey,Tampa Bay Buccaneers,1,3,10,0,1,1,4,0,Away,Tennessee Titans,1
Andre Williams,New York Giants,1,6,14,0,0,0,0,0,Home,Dallas Cowboys,1
Brandon Bolden,New England Patriots,1,5,1,0,2,1,12,0,Away,Pittsburgh Steelers,1
Josh Robinson,Indianapolis Colts,1,4,11,0,0,0,0,0,Home,Buffalo Bills,1
De'Anthony Thomas,Kansas City Chiefs,1,1,9,0,2,1,2,0,Home,Houston Texans,1
Chris Thompson,Washington Redskins,1,3,11,0,0,0,0,0,Away,Miami Dolphins,1
Austin Johnson,New Orleans Saints,1,1,4,0,0,2,5,0,Home,Arizona Cardinals,1
Reggie Bush,San Francisco 49ers,1,2,8,0,0,0,0,0,Away,Minnesota Vikings,1
Dexter McCluster,Tennessee Titans,1,2,8,0,0,0,0,0,Home,Tampa Bay Buccaneers,1
Zach Zenner,Detroit Lions,1,2,6,0,0,0,0,0,Home,San Diego Chargers,1
Corey Grant,Jacksonville Jaguars,1,0,0,0,1,1,5,0,Away,Carolina Panthers,1
Thomas Rawls,Seattle Seahawks,1,2,5,0,0,0,0,0,Home,St. Louis Rams,1
Fozzy Whittaker,Carolina Panthers,1,2,2,0,2,2,3,0,Home,Jacksonville Jaguars,1
Shaun Draughn,Cleveland Browns,1,1,4,0,0,0,0,0,Home,New York Jets,1
Bernard Pierce,Jacksonville Jaguars,1,0,0,0,2,1,4,0,Away,Carolina Panthers,1
Isaiah Pead,St. Louis Rams,1,2,3,0,0,0,0,0,Away,Seattle Seahawks,1
Damien Williams,Miami Dolphins,1,1,0,0,1,1,3,0,Home,Washington Redskins,1
Tommy Bohanon,New York Jets,1,2,2,0,0,0,0,0,Away,Cleveland Browns,1
Derrick Coleman,Seattle Seahawks,1,1,2,0,0,0,0,0,Home,St. Louis Rams,1
James Starks,Green Bay Packers,1,2,2,0,0,0,0,0,Home,Chicago Bears,1
Jeremy Langford,Chicago Bears,1,1,1,0,0,0,0,0,Away,Green Bay Packers,1
Jorvorskie Lane,Tampa Bay Buccaneers,1,1,0,0,0,0,0,0,Away,Tennessee Titans,1
Anthony Sherman,Kansas City Chiefs,1,0,0,0,1,1,0,0,Home,Houston Texans,1
Darrel Young,Washington Redskins,1,0,0,0,1,1,0,0,Away,Miami Dolphins,1
