Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Andre Williams,New York Giants,1,3,5,0,0,0,0,0,Home,Minnesota Vikings,16
John Kuhn,Green Bay Packers,1,1,3,0,0,0,0,0,Home,Arizona Cardinals,16
Zach Line,Minnesota Vikings,1,1,3,0,0,0,0,0,Away,New York Giants,16
Marcel Reece,Oakland Raiders,1,0,0,0,3,2,3,0,Away,San Diego Chargers,16
Terron Ward,Atlanta Falcons,1,2,3,0,0,0,0,0,Away,Carolina Panthers,16
Antonio Andrews,Tennessee Titans,1,2,1,0,2,0,0,0,Away,Houston Texans,16
Joey Iosefa,New England Patriots,1,1,0,0,0,0,0,0,Home,New York Jets,16
Will Johnson,Pittsburgh Steelers,1,0,0,0,1,0,0,0,Home,Baltimore Ravens,16
Bruce Miller,San Francisco 49ers,1,0,0,0,1,0,0,0,Home,Detroit Lions,16
John Crockett,Green Bay Packers,1,4,-1,0,0,0,0,0,Home,Arizona Cardinals,16
Will Tukuafu,Seattle Seahawks,1,1,-5,0,0,0,0,0,Away,St. Louis Rams,16
Kenjon Barner,Philadelphia Eagles,1,0,0,0,3,1,-7,0,Away,Washington Redskins,16
