Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Donte Moncrief,Indianapolis Colts,1,7,4,32,1,0,0,0,Home,Tennessee Titans,3
Emmanuel Sanders,Denver Broncos,1,9,6,87,0,0,0,0,Home,Detroit Lions,3
Julian Edelman,New England Patriots,1,11,8,85,0,0,0,0,Away,Jacksonville Jaguars,3
Dorial Green-Beckham,Tennessee Titans,1,3,2,22,1,0,0,0,Away,Indianapolis Colts,3
Percy Harvin,Buffalo Bills,1,8,7,66,0,2,16,0,Home,Miami Dolphins,3
Brandin Cooks,New Orleans Saints,1,8,7,79,0,0,0,0,Home,Carolina Panthers,3
Calvin Johnson,Detroit Lions,1,13,8,77,0,0,0,0,Away,Denver Broncos,3
Jermaine Kearse,Seattle Seahawks,1,6,6,76,0,0,0,0,Away,Chicago Bears,3
Ty Montgomery,Green Bay Packers,1,2,2,14,1,0,0,0,Away,Kansas City Chiefs,3
Allen Robinson,Jacksonville Jaguars,1,9,4,68,0,0,0,0,Home,New England Patriots,3
Jarvis Landry,Miami Dolphins,1,13,8,67,0,1,-1,0,Away,Buffalo Bills,3
Pierre Garcon,Washington Redskins,1,12,5,64,0,0,0,0,Home,New York Giants,3
Malcom Floyd,San Diego Chargers,1,7,4,63,0,0,0,0,Home,Minnesota Vikings,3
Andre Holmes,Oakland Raiders,1,1,1,3,1,0,0,0,Home,Cleveland Browns,3
John Brown,Arizona Cardinals,1,5,3,62,0,0,0,0,Away,San Francisco 49ers,3
Louis Murphy,Tampa Bay Buccaneers,1,6,3,61,0,0,0,0,Home,Houston Texans,3
Cecil Shorts,Houston Texans,1,9,6,58,0,0,0,0,Away,Tampa Bay Buccaneers,3
Golden Tate,Detroit Lions,1,7,5,57,0,0,0,0,Away,Denver Broncos,3
Quincy Enunwa,New York Jets,1,10,5,50,0,0,0,0,Away,Philadelphia Eagles,3
Bennie Fowler,Denver Broncos,1,4,4,50,0,0,0,0,Home,Detroit Lions,3
Cole Beasley,Dallas Cowboys,1,4,4,49,0,0,0,0,Away,Atlanta Falcons,3
Jordan Matthews,Philadelphia Eagles,1,8,6,49,0,0,0,0,Home,New York Jets,3
Mike Wallace,Minnesota Vikings,1,4,3,49,0,0,0,0,Away,San Diego Chargers,3
Marques Colston,New Orleans Saints,1,6,4,47,0,0,0,0,Home,Carolina Panthers,3
Steve Johnson,San Diego Chargers,1,5,3,46,0,0,0,0,Home,Minnesota Vikings,3
DeVante Parker,Miami Dolphins,1,7,3,46,0,0,0,0,Away,Buffalo Bills,3
Jamison Crowder,Washington Redskins,1,6,6,45,0,0,0,0,Home,New York Giants,3
Leonard Hankerson,Atlanta Falcons,1,6,3,45,0,0,0,0,Home,Dallas Cowboys,3
Willie Snead,New Orleans Saints,1,7,5,44,0,0,0,0,Home,Carolina Panthers,3
Nate Washington,Houston Texans,1,9,4,42,0,0,0,0,Away,Tampa Bay Buccaneers,3
Vincent Jackson,Tampa Bay Buccaneers,1,4,2,40,0,0,0,0,Home,Houston Texans,3
Devin Smith,New York Jets,1,9,3,39,0,0,0,0,Away,Philadelphia Eagles,3
Sammy Watkins,Buffalo Bills,1,2,1,39,0,0,0,0,Home,Miami Dolphins,3
Tavon Austin,St. Louis Rams,1,5,5,38,0,0,0,0,Away,Pittsburgh Steelers,3
Robert Woods,Buffalo Bills,1,5,4,38,0,0,0,0,Home,Miami Dolphins,3
Michael Crabtree,Oakland Raiders,1,9,4,36,0,0,0,0,Home,Cleveland Browns,3
Doug Baldwin,Seattle Seahawks,1,3,3,35,0,0,0,0,Away,Chicago Bears,3
Mohamed Sanu,Cincinnati Bengals,1,4,2,28,0,1,6,0,Home,Baltimore Ravens,3
Marlon Brown,Baltimore Ravens,1,5,2,29,0,0,0,0,Away,Cincinnati Bengals,3
Justin Hunter,Tennessee Titans,1,2,1,29,0,0,0,0,Away,Indianapolis Colts,3
Taylor Gabriel,Cleveland Browns,1,5,3,28,0,0,0,0,Away,Oakland Raiders,3
Bryan Walters,Jacksonville Jaguars,1,3,2,28,0,0,0,0,Home,New England Patriots,3
Jarius Wright,Minnesota Vikings,1,4,3,28,0,0,0,0,Away,San Diego Chargers,3
Jordan Norwood,Denver Broncos,1,3,3,27,0,0,0,0,Home,Detroit Lions,3
Rashad Ross,Washington Redskins,1,2,2,27,0,0,0,0,Home,New York Giants,3
Chris Givens,St. Louis Rams,1,0,0,0,0,1,24,0,Away,Pittsburgh Steelers,3
Ricardo Lockette,Seattle Seahawks,1,2,1,23,0,0,0,0,Away,Chicago Bears,3
Harry Douglas,Tennessee Titans,1,6,3,20,0,0,0,0,Away,Indianapolis Colts,3
Michael Campanaro,Baltimore Ravens,1,2,2,11,0,1,8,0,Away,Cincinnati Bengals,3
Darrius Heyward-Bey,Pittsburgh Steelers,1,3,3,19,0,0,0,0,Home,St. Louis Rams,3
Andrew Hawkins,Cleveland Browns,1,6,2,18,0,0,0,0,Away,Oakland Raiders,3
Andre Roberts,Washington Redskins,1,3,1,18,0,0,0,0,Home,New York Giants,3
Eddie Royal,Chicago Bears,1,3,3,17,0,0,0,0,Home,Seattle Seahawks,3
Anquan Boldin,San Francisco 49ers,1,4,2,16,0,0,0,0,Home,Arizona Cardinals,3
Chris Conley,Kansas City Chiefs,1,1,1,16,0,0,0,0,Home,Green Bay Packers,3
Adam Thielen,Minnesota Vikings,1,4,2,16,0,0,0,0,Away,San Diego Chargers,3
Markus Wheaton,Pittsburgh Steelers,1,3,2,16,0,0,0,0,Home,St. Louis Rams,3
Marlon Moore,Cleveland Browns,1,1,1,15,0,0,0,0,Away,Oakland Raiders,3
Devin Funchess,Carolina Panthers,1,4,1,14,0,0,0,0,Away,New Orleans Saints,3
Brenton Bersin,Carolina Panthers,1,2,1,13,0,0,0,0,Away,New Orleans Saints,3
Marqise Lee,Jacksonville Jaguars,1,2,1,13,0,0,0,0,Home,New England Patriots,3
Philly Brown,Carolina Panthers,1,0,0,0,0,1,12,0,Away,New Orleans Saints,3
Michael Floyd,Arizona Cardinals,1,5,1,12,0,0,0,0,Away,San Francisco 49ers,3
Greg Jennings,Miami Dolphins,1,3,1,10,0,0,0,0,Away,Buffalo Bills,3
Lance Moore,Detroit Lions,1,3,2,10,0,0,0,0,Away,Denver Broncos,3
Brandon Coleman,New Orleans Saints,1,3,1,9,0,0,0,0,Home,Carolina Panthers,3
Ryan Grant,Washington Redskins,1,5,2,9,0,0,0,0,Home,New York Giants,3
Charles Johnson,Minnesota Vikings,1,2,1,9,0,0,0,0,Away,San Diego Chargers,3
Cordarrelle Patterson,Minnesota Vikings,1,0,0,0,0,1,9,0,Away,San Diego Chargers,3
Jason Avant,Kansas City Chiefs,1,4,2,8,0,0,0,0,Home,Green Bay Packers,3
Quinton Patton,San Francisco 49ers,1,3,1,7,0,0,0,0,Home,Arizona Cardinals,3
Nick Williams,Atlanta Falcons,1,1,1,6,0,0,0,0,Home,Dallas Cowboys,3
Aaron Dobson,New England Patriots,1,3,1,5,0,0,0,0,Away,Jacksonville Jaguars,3
Andre Caldwell,Denver Broncos,1,1,1,2,0,0,0,0,Home,Detroit Lions,3
Chandler Worthy,Houston Texans,1,1,1,-1,0,0,0,0,Away,Tampa Bay Buccaneers,3
