Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Duke Johnson,Cleveland Browns,1,4,46,0,5,5,39,0,Home,Seattle Seahawks,15
Christine Michael,Seattle Seahawks,1,16,84,0,0,0,0,0,Away,Cleveland Browns,15
Alfred Morris,Washington Redskins,1,14,84,0,0,0,0,0,Away,Buffalo Bills,15
Latavius Murray,Oakland Raiders,1,21,78,0,2,1,2,0,Away,Green Bay Packers,15
Denard Robinson,Jacksonville Jaguars,1,14,28,0,10,8,46,0,Away,Atlanta Falcons,15
Bruce Miller,San Francisco 49ers,1,2,3,1,1,1,10,0,Away,Cincinnati Bengals,15
John Kuhn,Green Bay Packers,1,3,12,1,1,0,0,0,Home,Oakland Raiders,15
Charles Sims,Tampa Bay Buccaneers,1,7,50,0,3,3,22,0,Home,St. Louis Rams,15
Antonio Andrews,Tennessee Titans,1,14,45,0,6,5,25,0,Home,New England Patriots,15
Michael Burton,Detroit Lions,1,0,0,0,2,2,10,1,Home,New Orleans Saints,15
Zach Line,Minnesota Vikings,1,1,3,0,2,1,4,1,Away,Chicago Bears,15
Adrian Peterson,Minnesota Vikings,1,18,63,0,0,0,0,0,Away,Chicago Bears,15
Ryan Mathews,Philadelphia Eagles,1,11,58,0,2,1,3,0,Away,Arizona Cardinals,15
Frank Gore,Indianapolis Colts,1,16,44,0,2,1,15,0,Away,Houston Texans,15
Jeremy Langford,Chicago Bears,1,11,46,0,3,1,11,0,Home,Minnesota Vikings,15
James Starks,Green Bay Packers,1,9,51,0,1,1,5,0,Home,Oakland Raiders,15
Brandon Bolden,New England Patriots,1,10,36,0,3,2,18,0,Away,Tennessee Titans,15
Kendall Gaskins,San Francisco 49ers,1,2,0,0,7,6,52,0,Away,Cincinnati Bengals,15
Giovani Bernard,Cincinnati Bengals,1,14,33,0,4,4,18,0,Home,San Francisco 49ers,15
Joey Iosefa,New England Patriots,1,14,51,0,0,0,0,0,Away,Tennessee Titans,15
Ronnie Hillman,Denver Broncos,1,14,48,0,0,0,0,0,Home,Pittsburgh Steelers,15
Melvin Gordon,San Diego Chargers,1,15,41,0,1,1,6,0,Away,Miami Dolphins,15
Terrance West,Baltimore Ravens,1,7,35,0,2,2,11,0,Away,Kansas City Chiefs,15
Kerwynn Williams,Arizona Cardinals,1,6,34,0,1,1,12,0,Home,Philadelphia Eagles,15
Bryce Brown,Seattle Seahawks,1,9,43,0,1,0,0,0,Away,Cleveland Browns,15
Shaun Draughn,San Francisco 49ers,1,9,38,0,2,1,4,0,Away,Cincinnati Bengals,15
Chris Ivory,New York Jets,1,13,37,0,2,1,5,0,Home,Dallas Cowboys,15
Karlos Williams,Buffalo Bills,1,4,41,0,1,0,0,0,Home,Washington Redskins,15
LeSean McCoy,Buffalo Bills,1,10,29,0,1,1,8,0,Home,Washington Redskins,15
Marcel Reece,Oakland Raiders,1,0,0,0,3,3,37,0,Away,Green Bay Packers,15
Travaris Cadet,San Francisco 49ers,1,2,4,0,6,4,32,0,Away,Cincinnati Bengals,15
Matt Jones,Washington Redskins,1,10,28,0,3,1,8,0,Away,Buffalo Bills,15
Matt Asiata,Minnesota Vikings,1,5,28,0,2,1,6,0,Away,Chicago Bears,15
Akeem Hunt,Houston Texans,1,5,26,0,2,2,8,0,Home,Indianapolis Colts,15
Isaiah Crowell,Cleveland Browns,1,9,23,0,3,3,7,0,Home,Seattle Seahawks,15
Theo Riddick,Detroit Lions,1,2,3,0,2,2,27,0,Home,New Orleans Saints,15
Darren Sproles,Philadelphia Eagles,1,6,9,0,4,3,16,0,Away,Arizona Cardinals,15
Lamar Miller,Miami Dolphins,1,9,12,0,2,2,12,0,Home,San Diego Chargers,15
Tevin Coleman,Atlanta Falcons,1,4,23,0,0,0,0,0,Home,Jacksonville Jaguars,15
Eddie Lacy,Green Bay Packers,1,11,23,0,0,0,0,0,Home,Oakland Raiders,15
Bishop Sankey,Tennessee Titans,1,0,0,0,3,3,23,0,Home,New England Patriots,15
Andre Williams,New York Giants,1,6,21,0,0,0,0,0,Away,Carolina Panthers,15
C.J. Anderson,Denver Broncos,1,4,14,0,3,1,6,0,Home,Pittsburgh Steelers,15
Javorius Allen,Baltimore Ravens,1,4,18,0,1,0,0,0,Away,Kansas City Chiefs,15
Ka'Deem Carey,Chicago Bears,1,0,0,0,2,2,18,0,Home,Minnesota Vikings,15
C.J. Spiller,New Orleans Saints,1,2,2,0,5,2,16,0,Away,Detroit Lions,15
Fred Jackson,Seattle Seahawks,1,0,0,0,3,2,17,0,Away,Cleveland Browns,15
Fozzy Whittaker,Carolina Panthers,1,2,2,0,2,2,14,0,Home,New York Giants,15
Knile Davis,Kansas City Chiefs,1,5,14,0,0,0,0,0,Home,Baltimore Ravens,15
Tre Mason,St. Louis Rams,1,3,13,0,0,0,0,0,Away,Tampa Bay Buccaneers,15
Damien Williams,Miami Dolphins,1,1,1,0,2,2,11,0,Home,San Diego Chargers,15
Stepfan Taylor,Arizona Cardinals,1,2,11,0,0,0,0,0,Home,Philadelphia Eagles,15
Derrick Coleman,Seattle Seahawks,1,5,10,0,0,0,0,0,Away,Cleveland Browns,15
Mike Tolbert,Carolina Panthers,1,5,10,0,0,0,0,0,Home,New York Giants,15
David Cobb,Tennessee Titans,1,4,9,0,0,0,0,0,Home,New England Patriots,15
Anthony Dixon,Buffalo Bills,1,1,5,0,1,1,4,0,Home,Washington Redskins,15
Benny Cunningham,St. Louis Rams,1,2,8,0,0,0,0,0,Away,Tampa Bay Buccaneers,15
Jalston Fowler,Tennessee Titans,1,1,0,0,1,1,8,0,Home,New England Patriots,15
Terrence Magee,Baltimore Ravens,1,2,5,0,1,1,2,0,Away,Kansas City Chiefs,15
Dan Herron,Indianapolis Colts,1,0,0,0,1,1,6,0,Away,Houston Texans,15
Austin Johnson,New Orleans Saints,1,0,0,0,1,1,6,0,Away,Detroit Lions,15
Chris Polk,Houston Texans,1,4,6,0,0,0,0,0,Home,Indianapolis Colts,15
Darrel Young,Washington Redskins,1,0,0,0,1,1,6,0,Away,Buffalo Bills,15
Zurlon Tipton,Indianapolis Colts,1,1,4,0,0,0,0,0,Away,Houston Texans,15
DeMarco Murray,Philadelphia Eagles,1,2,3,0,0,0,0,0,Away,Arizona Cardinals,15
Kendall Hunter,New Orleans Saints,1,1,2,0,0,0,0,0,Away,Detroit Lions,15
Jay Prosch,Houston Texans,1,1,2,0,0,0,0,0,Home,Indianapolis Colts,15
Jonathan Grimes,Houston Texans,1,1,1,0,0,0,0,0,Home,Indianapolis Colts,15
Stevan Ridley,New York Jets,1,2,-2,0,2,1,3,0,Home,Dallas Cowboys,15
Robert Turbin,Dallas Cowboys,1,3,1,0,0,0,0,0,Away,New York Jets,15
Marcus Thigpen,Buffalo Bills,1,1,-1,0,0,0,0,0,Home,Washington Redskins,15
