Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Anthony Dixon,Buffalo Bills,1,0,0,0,3,2,20,0,Away,New York Giants,4
Ryan Mathews,Philadelphia Eagles,1,5,20,0,0,0,0,0,Home,Washington Redskins,4
Javorius Allen,Baltimore Ravens,1,5,19,0,0,0,0,0,Home,Pittsburgh Steelers,4
Alfred Blue,Houston Texans,1,6,17,0,0,0,0,0,Home,Atlanta Falcons,4
Darren Sproles,Philadelphia Eagles,1,4,17,0,3,0,0,0,Home,Washington Redskins,4
Marcel Reece,Oakland Raiders,1,0,0,0,2,2,16,0,Home,Chicago Bears,4
Zach Zenner,Detroit Lions,1,2,9,0,1,1,4,0,Home,Seattle Seahawks,4
Bilal Powell,New York Jets,1,0,0,0,1,1,12,0,Home,Miami Dolphins,4
Matt Jones,Washington Redskins,1,7,11,0,0,0,0,0,Away,Philadelphia Eagles,4
Fozzy Whittaker,Carolina Panthers,1,0,0,0,2,1,10,0,Home,Tampa Bay Buccaneers,4
De'Anthony Thomas,Kansas City Chiefs,1,2,-4,0,1,1,11,0,Home,Cincinnati Bengals,4
Mike Tolbert,Carolina Panthers,1,3,7,0,0,0,0,0,Home,Tampa Bay Buccaneers,4
Reggie Bush,San Francisco 49ers,1,1,0,0,3,1,6,0,Away,Green Bay Packers,4
Jerick McKinnon,Minnesota Vikings,1,1,6,0,0,0,0,0,Home,Denver Broncos,4
Shaun Draughn,Cleveland Browns,1,1,6,0,1,1,-1,0,Home,San Diego Chargers,4
DeAngelo Williams,Pittsburgh Steelers,1,2,5,0,0,0,0,0,Away,Baltimore Ravens,4
Tyler Clutts,Dallas Cowboys,1,0,0,0,1,1,4,0,Home,New Orleans Saints,4
Benny Cunningham,St. Louis Rams,1,2,0,0,2,2,4,0,Home,Arizona Cardinals,4
Jeremy Langford,Chicago Bears,1,1,4,0,0,0,0,0,Away,Oakland Raiders,4
Matt Asiata,Minnesota Vikings,1,1,3,0,0,0,0,0,Home,Denver Broncos,4
Michael Burton,Detroit Lions,1,1,0,0,1,1,3,0,Home,Seattle Seahawks,4
Kyle Juszczyk,Baltimore Ravens,1,0,0,0,1,1,3,0,Home,Pittsburgh Steelers,4
Jacquizz Rodgers,Chicago Bears,1,2,3,0,1,0,0,0,Away,Oakland Raiders,4
Josh Robinson,Indianapolis Colts,1,3,2,0,0,0,0,0,Away,Jacksonville Jaguars,4
Damien Williams,Miami Dolphins,1,0,0,0,1,1,1,0,Away,New York Jets,4
Patrick DiMarco,Atlanta Falcons,1,0,0,0,1,0,0,0,Away,Houston Texans,4
Jonas Gray,Miami Dolphins,1,1,0,0,0,0,0,0,Away,New York Jets,4
Zach Line,Minnesota Vikings,1,0,0,0,1,0,0,0,Home,Denver Broncos,4
Darrel Young,Washington Redskins,1,1,0,0,0,0,0,0,Away,Philadelphia Eagles,4
Tre Mason,St. Louis Rams,1,2,-1,0,0,0,0,0,Home,Arizona Cardinals,4
Christine Michael,Dallas Cowboys,1,1,-1,0,0,0,0,0,Home,New Orleans Saints,4
Jamize Olawale,Oakland Raiders,1,1,-1,0,0,0,0,0,Home,Chicago Bears,4
Toby Gerhart,Jacksonville Jaguars,1,1,-2,0,0,0,0,0,Home,Indianapolis Colts,4
Cierre Wood,Buffalo Bills,1,0,0,0,1,1,-6,0,Away,New York Giants,4
