,player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
41,Garrett Celek,TE,3.27,0.0,3.27,3.27,3.2700000000000005,3.27
74,Jeff Heuerman,TE,3.2,0.0,3.2,3.2,3.2,3.2
94,Austin Hooper,TE,3.0,0.0,3.0,3.0,3.0000000000000004,3.0
33,Kellen Davis,TE,2.91,0.0,2.91,2.91,2.91,2.91
12,Jermaine Gresham,TE,2.87,0.0,2.87,2.87,2.87,2.87
52,Jack Doyle,TE,2.83,0.0,2.83,2.83,2.83,2.83
9,Ed Dickson,TE,2.66,0.0,2.66,2.66,2.66,2.66
75,MyCole Pruitt,TE,2.64,0.0,2.64,2.64,2.64,2.64
78,Blake Bell,TE,2.61,0.0,2.61,2.61,2.6100000000000003,2.61
58,Luke Willson,TE,2.53,0.0,2.53,2.53,2.5300000000000002,2.53
65,C.J. Fiedorowicz,TE,2.41,0.0,2.41,2.41,2.41,2.41
60,Josh Hill,TE,2.29,0.0,2.29,2.29,2.29,2.29
77,Maxx Williams,TE,2.2,0.0,2.2,2.2,2.2,2.2
85,Khari Lee,TE,2.15,0.0,2.15,2.15,2.1500000000000004,2.15
93,Tyler Higbee,TE,2.15,0.0,2.15,2.15,2.1500000000000004,2.15
28,Marcedes Lewis,TE,1.92,0.0,1.92,1.92,1.9200000000000002,1.92
27,Anthony Fasano,TE,1.83,0.0,1.83,1.83,1.83,1.83
50,Gavin Escobar,TE,1.66,0.0,1.66,1.66,1.6600000000000001,1.66
48,Dion Sims,TE,0.99,0.0,0.99,0.99,0.99,0.99
10,Jim Dray,TE,0.98,0.0,0.98,0.98,0.98,0.98
26,Vernon Davis,TE,0.97,0.0,0.97,0.97,0.97,0.97
36,Rhett Ellison,TE,0.83,0.0,0.83,0.83,0.8300000000000001,0.83
89,Nick Vannett,TE,0.79,0.0,0.79,0.79,0.79,0.79
6,David Johnson,TE,0.7,0.0,0.7,0.7,0.7000000000000001,0.7
63,Troy Niklas,TE,0.66,0.0,0.66,0.66,0.66,0.66
22,Lee Smith,TE,0.57,0.0,0.57,0.57,0.5700000000000001,0.57
57,Demetrius Harris,TE,0.56,0.0,0.56,0.56,0.56,0.56
91,Jerell Adams,TE,0.47,0.0,0.47,0.47,0.47000000000000003,0.47
70,Asante Cleveland,TE,0.47,0.0,0.47,0.47,0.47,0.47
62,Jace Amaro,TE,0.42,0.0,0.42,0.42,0.42000000000000004,0.42
76,Nick OLeary,TE,0.4,0.0,0.4,0.4,0.4,0.4
19,Luke Stocker,TE,0.39,0.0,0.39,0.39,0.39,0.39
5,John Phillips,TE,0.39,0.0,0.39,0.39,0.39,0.39
45,Brandon Williams,TE,0.39,0.0,0.39,0.39,0.39,0.39
83,James OShaughnessy,TE,0.38,0.0,0.38,0.38,0.38,0.38
95,Temarrick Hemingway,TE,0.0,0.0,0.0,0.0,--,0.0
84,Geoff Swaim,TE,0.0,0.0,0.0,0.0,--,0.0
86,Mitchell Henry,TE,0.0,0.0,0.0,0.0,--,0.0
82,Randall Telfer,TE,0.0,0.0,0.0,0.0,--,0.0
88,Brian Parker,TE,0.0,0.0,0.0,0.0,--,0.0
90,David Morgan,TE,0.0,0.0,0.0,0.0,--,0.0
96,Stephen Anderson,TE,0.0,0.0,0.0,0.0,--,0.0
49,Levine Toilolo,TE,0.0,0.0,0.0,0.0,--,0.0
72,Jerome Cunningham,TE,0.0,0.0,0.0,0.0,--,0.0
69,Marcel Jensen,TE,0.0,0.0,0.0,0.0,--,0.0
68,Nic Jacobs,TE,0.0,0.0,0.0,0.0,--,0.0
56,Ifeanyi Momah,TE,0.0,0.0,0.0,0.0,--,0.0
54,MarQueis Gray,TE,0.0,0.0,0.0,0.0,--,0.0
43,Sean McGrath,TE,0.0,0.0,0.0,0.0,--,0.0
42,Phillip Supernaw,TE,0.0,0.0,0.0,0.0,--,0.0
40,Cory Harkey,TE,0.0,0.0,0.0,0.0,--,0.0
39,Orson Charles,TE,0.0,0.0,0.0,0.0,--,0.0
35,Rob Housler,TE,0.0,0.0,0.0,0.0,--,0.0
34,Logan Paulsen,TE,0.0,0.0,0.0,0.0,--,0.0
16,Tony Moeaki,TE,0.0,0.0,0.0,0.0,--,0.0
14,Clay Harbor,TE,0.0,0.0,0.0,0.0,--,0.0
7,Brandon Myers,TE,0.0,0.0,0.0,0.0,--,0.0
3,Chase Coffman,TE,0.0,0.0,0.0,0.0,--,0.0
97,Cole Wick,TE,0.0,0.0,0.0,0.0,--,0.0
