playerId,passAtt,passComp,passYds,passTds,passInt,passCompPct,rushAtt,rushYds,rushTds,fumbles,passInc,player,position,games,sacks,pass40,rush40,returnTds,twoPts,Fantasy Points,FP deviation
2555261.0,0.4,0.166666666667,3.425,0.0,0.0,20.8333333333,0.2,-0.0333333333333,0.0,0.0,0.233333333333,Jacoby Brissett,QB,,0.05,0.0,0.0,0.0,0.0,0.0593333333333,0.102768347916
2543605.0,0.166666666667,0.1,1.23333333333,0.0,0.0,30.0,0.0333333333333,0.0,0.0,0.0,0.0666666666667,Zach Mettenberger,QB,,0.0,0.0,0.0,0.0,0.0,0.0493333333333,0.0854478398401
2552369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0666666666667,0.0,0.0,0.0,Bryce Petty,QB,,0.05,0.0,0.0,0.0,0.0,0.00666666666667,0.0115470053838
2555416.0,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0666666666667,0.0,0.0,0.0333333333333,Christian Hackenberg,QB,,0.05,0.0,0.0,0.0,0.0,0.00666666666667,0.0115470053838
2532970.0,0.0333333333333,0.0,0.2,0.0,0.0,0.0,0.0,-0.0333333333333,0.0,0.0,0.0333333333333,Brandon Weeden,QB,,0.0,0.0,0.0,0.0,0.0,0.00466666666667,0.00808290376865
2533349.0,0.0,0.0,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Austin Davis,QB,,0.0,0.0,0.0,0.0,0.0,0.00133333333333,0.00230940107676
2550376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stephen Morris,QB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2543784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keith Wenning,QB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2543767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Logan Thomas,QB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2543751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Fales,QB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2495215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christian Ponder,QB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2495181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jerrod Johnson,QB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2543587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aaron Murray,QB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2555262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Driskel,QB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Josh Johnson,QB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2555332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Connor Cook,QB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2555334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jared Goff,QB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2534889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matt Simms,QB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2555426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardale Jones,QB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2541185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ryan Griffin,QB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
