,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Santonio Holmes,NYJ,1,8,2,14,0,0,0,0
Keshawn Martin,HOU,1,3,1,13,0,0,0,0
Chad Hall,KC,1,1,1,11,0,0,0,0
Davone Bess,CLE,1,3,1,9,0,0,0,0
Jeremy Ebert,JAC,1,2,1,8,0,0,0,0
Louis Murphy,NYG,1,1,1,7,0,0,0,0
Kris Durham,DET,1,4,1,5,0,0,0,0
A.J. Jenkins,KC,1,1,0,0,0,1,5,0
Hakeem Nicks,NYG,1,5,1,5,0,0,0,0
Steve Johnson,BUF,1,3,1,4,0,0,0,0
Jerricho Cotchery,PIT,1,3,1,2,0,0,0,0
Mario Manningham,SF,1,2,1,2,0,0,0,0
Jacoby Ford,OAK,1,1,0,0,0,0,0,0
T.J. Graham,BUF,1,2,0,0,0,0,0,0
Andrew Hawkins,CIN,1,1,0,0,0,0,0,0
Junior Hemingway,KC,1,2,0,0,0,0,0,0
Lestar Jean,HOU,1,1,0,0,0,0,0,0
Damaris Johnson,PHI,1,1,0,0,0,0,0,0
Ricardo Lockette,SEA,1,1,0,0,0,0,0,0
Robert Meachem,NO,1,1,0,0,0,0,0,0
Brian Quick,STL,1,1,0,0,0,0,0,0
Rueben Randle,NYG,1,2,0,0,0,0,0,0
Joe Webb,MIN,1,1,0,0,0,0,0,0
